"lg" "pos1" "pos2" "utr3"
12 "NA" "NA" TRUE
15 "NA" "NA" TRUE
19 "NA" "NA" TRUE
16 "NA" "NA" TRUE
21 "NA" "NA" TRUE
10 "NA" "NA" TRUE
5 "NA" "NA" TRUE
21 "NA" "NA" TRUE
10 "NA" "NA" TRUE
10 "NA" "NA" TRUE
19 "NA" "NA" TRUE
16 "NA" "NA" TRUE
10 "NA" "NA" TRUE
6 "NA" "NA" TRUE
11 "NA" "NA" TRUE
5 "NA" "NA" TRUE
16 "NA" "NA" TRUE
1 "NA" "NA" TRUE
15 "NA" "NA" TRUE
6 "NA" "NA" TRUE
5 "NA" "NA" TRUE
16 "NA" "NA" TRUE
12 "NA" "NA" TRUE
6 "NA" "NA" TRUE
20 "NA" "NA" TRUE
19 "NA" "NA" TRUE
16 "NA" "NA" TRUE
12 "NA" "NA" TRUE
10 "NA" "NA" TRUE
6 "NA" "NA" TRUE
13 "NA" "NA" TRUE
16 "NA" "NA" TRUE
12 "NA" "NA" TRUE
21 "NA" "NA" TRUE
15 "NA" "NA" TRUE
8 "NA" "NA" TRUE
1 "NA" "NA" TRUE
17 "NA" "NA" TRUE
16 "NA" "NA" TRUE
5 "NA" "NA" TRUE
19 "NA" "NA" TRUE
12 "NA" "NA" TRUE
21 "NA" "NA" TRUE
19 "NA" "NA" TRUE
5 "NA" "NA" TRUE
15 "711875" "711948" TRUE
1 "NA" "NA" TRUE
16 "NA" "NA" TRUE
5 "NA" "NA" TRUE
15 "NA" "NA" TRUE
1 "NA" "NA" TRUE
21 "NA" "NA" TRUE
12 "NA" "NA" TRUE
1 "NA" "NA" TRUE
17 "NA" "NA" TRUE
1 "NA" "NA" TRUE
15 "NA" "NA" TRUE
11 "NA" "NA" TRUE
1 "NA" "NA" TRUE
1 "NA" "NA" TRUE
19 "NA" "NA" TRUE
13 "NA" "NA" TRUE
20 "NA" "NA" TRUE
16 "NA" "NA" TRUE
5 "NA" "NA" TRUE
18 "NA" "NA" TRUE
1 "NA" "NA" TRUE
12 "NA" "NA" TRUE
20 "NA" "NA" TRUE
17 "NA" "NA" TRUE
8 "NA" "NA" TRUE
13 "NA" "NA" TRUE
15 "NA" "NA" TRUE
5 "NA" "NA" TRUE
13 "NA" "NA" TRUE
1 "NA" "NA" TRUE
13 "NA" "NA" TRUE
17 "NA" "NA" TRUE
1 "NA" "NA" TRUE
20 "NA" "NA" TRUE
17 "NA" "NA" TRUE
11 "NA" "NA" TRUE
13 "NA" "NA" TRUE
1 "NA" "NA" TRUE
5 "NA" "NA" TRUE
16 "NA" "NA" TRUE
1 "NA" "NA" TRUE
10 "NA" "NA" TRUE
13 "NA" "NA" TRUE
20 "NA" "NA" TRUE
5 "NA" "NA" TRUE
10 "NA" "NA" TRUE
17 "NA" "NA" TRUE
12 "NA" "NA" TRUE
17 "NA" "NA" TRUE
8 "NA" "NA" TRUE
5 "NA" "NA" TRUE
1 "NA" "NA" TRUE
17 "NA" "NA" TRUE
6 "NA" "NA" TRUE
18 "NA" "NA" TRUE
6 "NA" "NA" TRUE
12 "NA" "NA" TRUE
1 "NA" "NA" TRUE
18 "NA" "NA" TRUE
18 "NA" "NA" TRUE
6 "NA" "NA" TRUE
10 "NA" "NA" TRUE
21 "NA" "NA" TRUE
12 "NA" "NA" TRUE
15 "NA" "NA" TRUE
21 "NA" "NA" TRUE
5 "NA" "NA" TRUE
15 "NA" "NA" TRUE
12 "NA" "NA" TRUE
18 "NA" "NA" TRUE
15 "NA" "NA" TRUE
19 "NA" "NA" TRUE
8 "NA" "NA" TRUE
10 "NA" "NA" TRUE
6 "NA" "NA" TRUE
15 "NA" "NA" TRUE
19 "NA" "NA" TRUE
15 "NA" "NA" TRUE
12 "NA" "NA" TRUE
13 "NA" "NA" TRUE
18 "NA" "NA" TRUE
19 "NA" "NA" TRUE
12 "NA" "NA" TRUE
1 "NA" "NA" TRUE
15 "NA" "NA" TRUE
11 "NA" "NA" TRUE
13 "NA" "NA" TRUE
5 "NA" "NA" TRUE
16 "NA" "NA" TRUE
8 "NA" "NA" TRUE
10 "NA" "NA" TRUE
21 "NA" "NA" TRUE
19 "NA" "NA" TRUE
15 "NA" "NA" TRUE
18 "NA" "NA" TRUE
21 "NA" "NA" TRUE
19 "NA" "NA" TRUE
15 "NA" "NA" TRUE
13 "NA" "NA" TRUE
13 "NA" "NA" TRUE
1 "NA" "NA" TRUE
15 "NA" "NA" TRUE
21 "NA" "NA" TRUE
13 "NA" "NA" TRUE
21 "NA" "NA" TRUE
10 "NA" "NA" TRUE
17 "NA" "NA" TRUE
21 "NA" "NA" TRUE
18 "NA" "NA" TRUE
12 "NA" "NA" TRUE
12 "NA" "NA" TRUE
11 "NA" "NA" TRUE
1 "NA" "NA" TRUE
8 "3221441" "3221751" TRUE
19 "NA" "NA" TRUE
18 "NA" "NA" TRUE
13 "NA" "NA" TRUE
10 "NA" "NA" TRUE
21 "NA" "NA" TRUE
1 "NA" "NA" TRUE
13 "NA" "NA" TRUE
20 "NA" "NA" TRUE
16 "NA" "NA" TRUE
18 "NA" "NA" TRUE
13 "NA" "NA" TRUE
19 "NA" "NA" TRUE
21 "NA" "NA" TRUE
18 "1361061" "1361127" TRUE
18 "NA" "NA" TRUE
1 "NA" "NA" TRUE
11 "NA" "NA" TRUE
15 "NA" "NA" TRUE
1 "NA" "NA" TRUE
12 "NA" "NA" TRUE
13 "NA" "NA" TRUE
12 "NA" "NA" TRUE
13 "NA" "NA" TRUE
17 "NA" "NA" TRUE
6 "NA" "NA" TRUE
17 "NA" "NA" TRUE
19 "NA" "NA" TRUE
12 "NA" "NA" TRUE
1 "NA" "NA" TRUE
15 "NA" "NA" TRUE
20 "NA" "NA" TRUE
19 "NA" "NA" TRUE
1 "NA" "NA" TRUE
13 "NA" "NA" TRUE
21 "NA" "NA" TRUE
1 "NA" "NA" TRUE
16 "NA" "NA" TRUE
6 "NA" "NA" TRUE
21 "NA" "NA" TRUE
17 "NA" "NA" TRUE
12 "NA" "NA" TRUE
13 "NA" "NA" TRUE
21 "NA" "NA" TRUE
17 "NA" "NA" TRUE
16 "NA" "NA" TRUE
15 "NA" "NA" TRUE
17 "NA" "NA" TRUE
16 "NA" "NA" TRUE
10 "NA" "NA" TRUE
10 "NA" "NA" TRUE
12 "NA" "NA" TRUE
21 "NA" "NA" TRUE
10 "NA" "NA" TRUE
20 "NA" "NA" TRUE
6 "NA" "NA" TRUE
17 "NA" "NA" TRUE
10 "NA" "NA" TRUE
16 "NA" "NA" TRUE
17 "NA" "NA" TRUE
19 "NA" "NA" TRUE
12 "NA" "NA" TRUE
16 "NA" "NA" TRUE
20 "NA" "NA" TRUE
12 "NA" "NA" TRUE
5 "NA" "NA" TRUE
12 "NA" "NA" TRUE
15 "NA" "NA" TRUE
12 "NA" "NA" TRUE
11 "NA" "NA" TRUE
8 "NA" "NA" TRUE
20 "NA" "NA" TRUE
18 "NA" "NA" TRUE
20 "NA" "NA" TRUE
15 "NA" "NA" TRUE
15 "NA" "NA" TRUE
8 "NA" "NA" TRUE
17 "NA" "NA" TRUE
16 "NA" "NA" TRUE
17 "NA" "NA" TRUE
15 "NA" "NA" TRUE
5 "NA" "NA" TRUE
8 "NA" "NA" TRUE
19 "NA" "NA" TRUE
10 "NA" "NA" TRUE
17 "NA" "NA" TRUE
11 "NA" "NA" TRUE
5 "NA" "NA" TRUE
1 "NA" "NA" TRUE
12 "NA" "NA" TRUE
11 "NA" "NA" TRUE
18 "NA" "NA" TRUE
21 "NA" "NA" TRUE
1 "NA" "NA" TRUE
19 "NA" "NA" TRUE
12 "NA" "NA" TRUE
16 "NA" "NA" TRUE
15 "NA" "NA" TRUE
5 "NA" "NA" TRUE
1 "NA" "NA" TRUE
8 "NA" "NA" TRUE
15 "NA" "NA" TRUE
20 "NA" "NA" TRUE
15 "NA" "NA" TRUE
1 "NA" "NA" TRUE
10 "NA" "NA" TRUE
15 "969151" "969359" TRUE
17 "NA" "NA" TRUE
18 "NA" "NA" TRUE
5 "NA" "NA" TRUE
1 "NA" "NA" TRUE
15 "NA" "NA" TRUE
20 "NA" "NA" TRUE
18 "NA" "NA" TRUE
1 "NA" "NA" TRUE
19 "NA" "NA" TRUE
11 "NA" "NA" TRUE
5 "NA" "NA" TRUE
21 "NA" "NA" TRUE
16 "NA" "NA" TRUE
5 "NA" "NA" TRUE
6 "NA" "NA" TRUE
21 "NA" "NA" TRUE
15 "NA" "NA" TRUE
5 "NA" "NA" TRUE
10 "NA" "NA" TRUE
13 "NA" "NA" TRUE
12 "NA" "NA" TRUE
20 "NA" "NA" TRUE
11 "NA" "NA" TRUE
8 "NA" "NA" TRUE
16 "NA" "NA" TRUE
11 "NA" "NA" TRUE
21 "NA" "NA" TRUE
10 "NA" "NA" TRUE
15 "NA" "NA" TRUE
8 "NA" "NA" TRUE
15 "NA" "NA" TRUE
17 "NA" "NA" TRUE
15 "NA" "NA" TRUE
21 "NA" "NA" TRUE
13 "NA" "NA" TRUE
11 "NA" "NA" TRUE
5 "NA" "NA" TRUE
15 "NA" "NA" TRUE
11 "NA" "NA" TRUE
8 "NA" "NA" TRUE
19 "NA" "NA" TRUE
15 "NA" "NA" TRUE
12 "NA" "NA" TRUE
5 "NA" "NA" TRUE
21 "NA" "NA" TRUE
12 "NA" "NA" TRUE
5 "NA" "NA" TRUE
1 "NA" "NA" TRUE
19 "NA" "NA" TRUE
5 "NA" "NA" TRUE
12 "NA" "NA" TRUE
21 "NA" "NA" TRUE
15 "NA" "NA" TRUE
10 "NA" "NA" TRUE
21 "NA" "NA" TRUE
17 "NA" "NA" TRUE
1 "NA" "NA" TRUE
1 "NA" "NA" TRUE
8 "NA" "NA" TRUE
21 "NA" "NA" TRUE
10 "NA" "NA" TRUE
17 "NA" "NA" TRUE
20 "NA" "NA" TRUE
21 "NA" "NA" TRUE
16 "NA" "NA" TRUE
8 "NA" "NA" TRUE
19 "NA" "NA" TRUE
15 "NA" "NA" TRUE
16 "NA" "NA" TRUE
15 "NA" "NA" TRUE
17 "NA" "NA" TRUE
1 "NA" "NA" TRUE
15 "NA" "NA" TRUE
10 "NA" "NA" TRUE
18 "NA" "NA" TRUE
5 "NA" "NA" TRUE
15 "NA" "NA" TRUE
8 "NA" "NA" TRUE
11 "NA" "NA" TRUE
1 "NA" "NA" TRUE
17 "NA" "NA" TRUE
5 "NA" "NA" TRUE
12 "NA" "NA" TRUE
15 "NA" "NA" TRUE
19 "NA" "NA" TRUE
17 "NA" "NA" TRUE
21 "NA" "NA" TRUE
5 "NA" "NA" TRUE
1 "NA" "NA" TRUE
5 "NA" "NA" TRUE
13 "NA" "NA" TRUE
12 "NA" "NA" TRUE
12 "NA" "NA" TRUE
17 "NA" "NA" TRUE
18 "NA" "NA" TRUE
16 "NA" "NA" TRUE
5 "NA" "NA" TRUE
1 "NA" "NA" TRUE
13 "NA" "NA" TRUE
17 "NA" "NA" TRUE
1 "NA" "NA" TRUE
15 "NA" "NA" TRUE
13 "NA" "NA" TRUE
1 "NA" "NA" TRUE
8 "NA" "NA" TRUE
12 "NA" "NA" TRUE
15 "NA" "NA" TRUE
17 "NA" "NA" TRUE
1 "NA" "NA" TRUE
20 "NA" "NA" TRUE
1 "NA" "NA" TRUE
15 "NA" "NA" TRUE
16 "NA" "NA" TRUE
20 "NA" "NA" TRUE
15 "NA" "NA" TRUE
1 "NA" "NA" TRUE
18 "NA" "NA" TRUE
15 "NA" "NA" TRUE
5 "NA" "NA" TRUE
12 "NA" "NA" TRUE
16 "NA" "NA" TRUE
18 "NA" "NA" TRUE
17 "NA" "NA" TRUE
21 "NA" "NA" TRUE
15 "NA" "NA" TRUE
12 "NA" "NA" TRUE
15 "NA" "NA" TRUE
20 "NA" "NA" TRUE
8 "NA" "NA" TRUE
5 "NA" "NA" TRUE
21 "NA" "NA" TRUE
11 "NA" "NA" TRUE
15 "NA" "NA" TRUE
10 "NA" "NA" TRUE
21 "NA" "NA" TRUE
17 "NA" "NA" TRUE
8 "NA" "NA" TRUE
21 "NA" "NA" TRUE
8 "NA" "NA" TRUE
20 "NA" "NA" TRUE
10 "NA" "NA" TRUE
11 "NA" "NA" TRUE
5 "NA" "NA" TRUE
8 "NA" "NA" TRUE
1 "NA" "NA" TRUE
1 "NA" "NA" TRUE
10 "NA" "NA" TRUE
8 "NA" "NA" TRUE
21 "10695879" "10696067" TRUE
19 "NA" "NA" TRUE
20 "NA" "NA" TRUE
11 "NA" "NA" TRUE
16 "NA" "NA" TRUE
20 "NA" "NA" TRUE
12 "NA" "NA" TRUE
5 "NA" "NA" TRUE
15 "NA" "NA" TRUE
10 "NA" "NA" TRUE
8 "NA" "NA" TRUE
15 "NA" "NA" TRUE
20 "NA" "NA" TRUE
10 "NA" "NA" TRUE
12 "NA" "NA" TRUE
21 "NA" "NA" TRUE
20 "NA" "NA" TRUE
6 "NA" "NA" TRUE
17 "NA" "NA" TRUE
10 "NA" "NA" TRUE
15 "NA" "NA" TRUE
6 "NA" "NA" TRUE
20 "NA" "NA" TRUE
16 "NA" "NA" TRUE
21 "NA" "NA" TRUE
1 "NA" "NA" TRUE
21 "NA" "NA" TRUE
17 "NA" "NA" TRUE
5 "NA" "NA" TRUE
1 "NA" "NA" TRUE
10 "NA" "NA" TRUE
21 "NA" "NA" TRUE
21 "NA" "NA" TRUE
11 "NA" "NA" TRUE
16 "NA" "NA" TRUE
10 "NA" "NA" TRUE
17 "NA" "NA" TRUE
1 "NA" "NA" TRUE
17 "NA" "NA" TRUE
20 "NA" "NA" TRUE
16 "NA" "NA" TRUE
11 "NA" "NA" TRUE
8 "NA" "NA" TRUE
5 "NA" "NA" TRUE
8 "NA" "NA" TRUE
16 "NA" "NA" TRUE
18 "NA" "NA" TRUE
5 "NA" "NA" TRUE
17 "NA" "NA" TRUE
8 "NA" "NA" TRUE
18 "NA" "NA" TRUE
20 "NA" "NA" TRUE
16 "NA" "NA" TRUE
8 "NA" "NA" TRUE
12 "NA" "NA" TRUE
18 "NA" "NA" TRUE
17 "NA" "NA" TRUE
20 "NA" "NA" TRUE
20 "NA" "NA" TRUE
1 "NA" "NA" TRUE
12 "NA" "NA" TRUE
16 "NA" "NA" TRUE
5 "NA" "NA" TRUE
6 "NA" "NA" TRUE
5 "NA" "NA" TRUE
20 "NA" "NA" TRUE
12 "NA" "NA" TRUE
17 "NA" "NA" TRUE
8 "NA" "NA" TRUE
12 "NA" "NA" TRUE
13 "2523901" "2523952" TRUE
1 "NA" "NA" TRUE
8 "NA" "NA" TRUE
20 "NA" "NA" TRUE
13 "NA" "NA" TRUE
6 "NA" "NA" TRUE
19 "NA" "NA" TRUE
15 "NA" "NA" TRUE
13 "NA" "NA" TRUE
5 "NA" "NA" TRUE
1 "NA" "NA" TRUE
16 "NA" "NA" TRUE
8 "NA" "NA" TRUE
8 "NA" "NA" TRUE
1 "NA" "NA" TRUE
10 "NA" "NA" TRUE
16 "NA" "NA" TRUE
5 "NA" "NA" TRUE
21 "NA" "NA" TRUE
17 "NA" "NA" TRUE
19 "NA" "NA" TRUE
16 "NA" "NA" TRUE
10 "NA" "NA" TRUE
11 "NA" "NA" TRUE
16 "NA" "NA" TRUE
13 "NA" "NA" TRUE
13 "NA" "NA" TRUE
13 "NA" "NA" TRUE
18 "NA" "NA" TRUE
6 "NA" "NA" TRUE
1 "NA" "NA" TRUE
6 "NA" "NA" TRUE
13 "NA" "NA" TRUE
15 "NA" "NA" TRUE
21 "NA" "NA" TRUE
12 "NA" "NA" TRUE
5 "NA" "NA" TRUE
21 "NA" "NA" TRUE
6 "NA" "NA" TRUE
8 "NA" "NA" TRUE
13 "NA" "NA" TRUE
19 "6569082" "6569453" TRUE
6 "NA" "NA" TRUE
16 "NA" "NA" TRUE
15 "NA" "NA" TRUE
10 "NA" "NA" TRUE
1 "NA" "NA" TRUE
11 "NA" "NA" TRUE
19 "NA" "NA" TRUE
5 "NA" "NA" TRUE
21 "NA" "NA" TRUE
8 "NA" "NA" TRUE
5 "NA" "NA" TRUE
5 "NA" "NA" TRUE
16 "NA" "NA" TRUE
19 "NA" "NA" TRUE
18 "NA" "NA" TRUE
6 "NA" "NA" TRUE
17 "NA" "NA" TRUE
16 "NA" "NA" TRUE
21 "NA" "NA" TRUE
13 "NA" "NA" TRUE
13 "NA" "NA" TRUE
8 "NA" "NA" TRUE
10 "NA" "NA" TRUE
5 "NA" "NA" TRUE
13 "NA" "NA" TRUE
8 "NA" "NA" TRUE
17 "NA" "NA" TRUE
5 "NA" "NA" TRUE
16 "NA" "NA" TRUE
6 "NA" "NA" TRUE
21 "NA" "NA" TRUE
13 "NA" "NA" TRUE
8 "NA" "NA" TRUE
18 "NA" "NA" TRUE
10 "NA" "NA" TRUE
13 "NA" "NA" TRUE
1 "NA" "NA" TRUE
21 "NA" "NA" TRUE
11 "NA" "NA" TRUE
15 "NA" "NA" TRUE
19 "NA" "NA" TRUE
11 "NA" "NA" TRUE
20 "NA" "NA" TRUE
20 "NA" "NA" TRUE
17 "NA" "NA" TRUE
12 "NA" "NA" TRUE
11 "NA" "NA" TRUE
11 "NA" "NA" TRUE
5 "NA" "NA" TRUE
10 "NA" "NA" TRUE
8 "NA" "NA" TRUE
11 "NA" "NA" TRUE
11 "NA" "NA" TRUE
17 "NA" "NA" TRUE
15 "NA" "NA" TRUE
21 "NA" "NA" TRUE
16 "NA" "NA" TRUE
20 "NA" "NA" TRUE
11 "NA" "NA" TRUE
11 "NA" "NA" TRUE
5 "NA" "NA" TRUE
21 "NA" "NA" TRUE
5 "NA" "NA" TRUE
11 "NA" "NA" TRUE
17 "NA" "NA" TRUE
1 "NA" "NA" TRUE
21 "NA" "NA" TRUE
10 "NA" "NA" TRUE
1 "NA" "NA" TRUE
16 "NA" "NA" TRUE
6 "NA" "NA" TRUE
8 "NA" "NA" TRUE
6 "NA" "NA" TRUE
17 "NA" "NA" TRUE
5 "NA" "NA" TRUE
21 "NA" "NA" TRUE
15 "NA" "NA" TRUE
16 "NA" "NA" TRUE
19 "NA" "NA" TRUE
5 "NA" "NA" TRUE
17 "NA" "NA" TRUE
1 "NA" "NA" TRUE
18 "NA" "NA" TRUE
16 "NA" "NA" TRUE
10 "NA" "NA" TRUE
15 "NA" "NA" TRUE
12 "NA" "NA" TRUE
19 "NA" "NA" TRUE
16 "NA" "NA" TRUE
20 "NA" "NA" TRUE
15 "NA" "NA" TRUE
19 "NA" "NA" TRUE
21 "NA" "NA" TRUE
1 "NA" "NA" TRUE
17 "NA" "NA" TRUE
20 "NA" "NA" TRUE
19 "NA" "NA" TRUE
12 "NA" "NA" TRUE
20 "NA" "NA" TRUE
8 "NA" "NA" TRUE
8 "NA" "NA" TRUE
19 "NA" "NA" TRUE
16 "NA" "NA" TRUE
1 "NA" "NA" TRUE
13 "NA" "NA" TRUE
10 "NA" "NA" TRUE
20 "NA" "NA" TRUE
13 "NA" "NA" TRUE
15 "NA" "NA" TRUE
17 "NA" "NA" TRUE
15 "NA" "NA" TRUE
16 "NA" "NA" TRUE
20 "NA" "NA" TRUE
10 "NA" "NA" TRUE
13 "NA" "NA" TRUE
8 "NA" "NA" TRUE
6 "NA" "NA" TRUE
10 "NA" "NA" TRUE
12 "NA" "NA" TRUE
15 "NA" "NA" TRUE
6 "NA" "NA" TRUE
10 "NA" "NA" TRUE
15 "NA" "NA" TRUE
5 "NA" "NA" TRUE
13 "NA" "NA" TRUE
12 "NA" "NA" TRUE
18 "NA" "NA" TRUE
16 "NA" "NA" TRUE
5 "NA" "NA" TRUE
12 "NA" "NA" TRUE
13 "NA" "NA" TRUE
6 "NA" "NA" TRUE
15 "NA" "NA" TRUE
19 "NA" "NA" TRUE
1 "NA" "NA" TRUE
8 "NA" "NA" TRUE
12 "NA" "NA" TRUE
12 "NA" "NA" TRUE
17 "NA" "NA" TRUE
16 "NA" "NA" TRUE
10 "NA" "NA" TRUE
12 "NA" "NA" TRUE
17 "NA" "NA" TRUE
20 "NA" "NA" TRUE
18 "NA" "NA" TRUE
6 "NA" "NA" TRUE
19 "NA" "NA" TRUE
6 "NA" "NA" TRUE
1 "NA" "NA" TRUE
12 "NA" "NA" TRUE
17 "NA" "NA" TRUE
5 "NA" "NA" TRUE
16 "NA" "NA" TRUE
18 "NA" "NA" TRUE
17 "NA" "NA" TRUE
10 "NA" "NA" TRUE
17 "NA" "NA" TRUE
10 "NA" "NA" TRUE
10 "NA" "NA" TRUE
11 "NA" "NA" TRUE
5 "NA" "NA" TRUE
13 "NA" "NA" TRUE
8 "NA" "NA" TRUE
5 "NA" "NA" TRUE
11 "NA" "NA" TRUE
8 "4508207" "4508858" TRUE
17 "NA" "NA" TRUE
20 "NA" "NA" TRUE
11 "NA" "NA" TRUE
11 "NA" "NA" TRUE
13 "NA" "NA" TRUE
19 "NA" "NA" TRUE
12 "5768698" "5768744" TRUE
12 "NA" "NA" TRUE
19 "NA" "NA" TRUE
1 "NA" "NA" TRUE
1 "NA" "NA" TRUE
6 "NA" "NA" TRUE
1 "NA" "NA" TRUE
12 "NA" "NA" TRUE
11 "NA" "NA" TRUE
15 "NA" "NA" TRUE
20 "NA" "NA" TRUE
16 "NA" "NA" TRUE
19 "NA" "NA" TRUE
10 "NA" "NA" TRUE
11 "NA" "NA" TRUE
6 "NA" "NA" TRUE
18 "NA" "NA" TRUE
11 "NA" "NA" TRUE
1 "NA" "NA" TRUE
15 "NA" "NA" TRUE
12 "NA" "NA" TRUE
13 "NA" "NA" TRUE
5 "NA" "NA" TRUE
17 "NA" "NA" TRUE
16 "NA" "NA" TRUE
5 "NA" "NA" TRUE
20 "NA" "NA" TRUE
18 "NA" "NA" TRUE
20 "NA" "NA" TRUE
8 "NA" "NA" TRUE
10 "NA" "NA" TRUE
17 "NA" "NA" TRUE
1 "NA" "NA" TRUE
21 "NA" "NA" TRUE
11 "NA" "NA" TRUE
21 "NA" "NA" TRUE
15 "NA" "NA" TRUE
12 "NA" "NA" TRUE
15 "NA" "NA" TRUE
5 "NA" "NA" TRUE
19 "NA" "NA" TRUE
12 "NA" "NA" TRUE
13 "NA" "NA" TRUE
16 "NA" "NA" TRUE
11 "NA" "NA" TRUE
20 "NA" "NA" TRUE
1 "NA" "NA" TRUE
15 "NA" "NA" TRUE
20 "NA" "NA" TRUE
1 "NA" "NA" TRUE
15 "NA" "NA" TRUE
6 "NA" "NA" TRUE
20 "NA" "NA" TRUE
5 "NA" "NA" TRUE
16 "NA" "NA" TRUE
21 "NA" "NA" TRUE
5 "NA" "NA" TRUE
18 "NA" "NA" TRUE
5 "NA" "NA" TRUE
13 "NA" "NA" TRUE
11 "NA" "NA" TRUE
21 "NA" "NA" TRUE
5 "NA" "NA" TRUE
12 "NA" "NA" TRUE
13 "NA" "NA" TRUE
11 "NA" "NA" TRUE
13 "NA" "NA" TRUE
8 "NA" "NA" TRUE
1 "NA" "NA" TRUE
12 "NA" "NA" TRUE
5 "NA" "NA" TRUE
13 "NA" "NA" TRUE
16 "NA" "NA" TRUE
6 "NA" "NA" TRUE
15 "NA" "NA" TRUE
21 "NA" "NA" TRUE
1 "NA" "NA" TRUE
11 "NA" "NA" TRUE
19 "NA" "NA" TRUE
8 "NA" "NA" TRUE
11 "NA" "NA" TRUE
17 "NA" "NA" TRUE
17 "NA" "NA" TRUE
6 "NA" "NA" TRUE
1 "NA" "NA" TRUE
13 "NA" "NA" TRUE
11 "NA" "NA" TRUE
13 "NA" "NA" TRUE
12 "NA" "NA" TRUE
5 "NA" "NA" TRUE
6 "NA" "NA" TRUE
15 "NA" "NA" TRUE
13 "NA" "NA" TRUE
21 "NA" "NA" TRUE
8 "NA" "NA" TRUE
10 "NA" "NA" TRUE
13 "NA" "NA" TRUE
17 "NA" "NA" TRUE
8 "NA" "NA" TRUE
16 "NA" "NA" TRUE
8 "NA" "NA" TRUE
6 "NA" "NA" TRUE
19 "NA" "NA" TRUE
12 "NA" "NA" TRUE
8 "NA" "NA" TRUE
15 "NA" "NA" TRUE
11 "NA" "NA" TRUE
21 "NA" "NA" TRUE
12 "NA" "NA" TRUE
1 "NA" "NA" TRUE
15 "NA" "NA" TRUE
8 "NA" "NA" TRUE
19 "NA" "NA" TRUE
1 "NA" "NA" TRUE
5 "NA" "NA" TRUE
16 "NA" "NA" TRUE
15 "NA" "NA" TRUE
6 "NA" "NA" TRUE
21 "NA" "NA" TRUE
16 "NA" "NA" TRUE
17 "NA" "NA" TRUE
21 "NA" "NA" TRUE
1 "NA" "NA" TRUE
17 "NA" "NA" TRUE
21 "NA" "NA" TRUE
16 "NA" "NA" TRUE
15 "NA" "NA" TRUE
20 "NA" "NA" TRUE
1 "NA" "NA" TRUE
18 "NA" "NA" TRUE
10 "NA" "NA" TRUE
1 "NA" "NA" TRUE
16 "NA" "NA" TRUE
21 "NA" "NA" TRUE
6 "NA" "NA" TRUE
11 "NA" "NA" TRUE
10 "NA" "NA" TRUE
21 "NA" "NA" TRUE
13 "NA" "NA" TRUE
6 "NA" "NA" TRUE
15 "NA" "NA" TRUE
11 "NA" "NA" TRUE
13 "NA" "NA" TRUE
1 "NA" "NA" TRUE
19 "NA" "NA" TRUE
21 "NA" "NA" TRUE
19 "NA" "NA" TRUE
11 "NA" "NA" TRUE
10 "NA" "NA" TRUE
8 "NA" "NA" TRUE
11 "NA" "NA" TRUE
13 "NA" "NA" TRUE
18 "NA" "NA" TRUE
19 "NA" "NA" TRUE
10 "NA" "NA" TRUE
20 "NA" "NA" TRUE
13 "NA" "NA" TRUE
18 "NA" "NA" TRUE
8 "NA" "NA" TRUE
12 "NA" "NA" TRUE
17 "NA" "NA" TRUE
19 "NA" "NA" TRUE
8 "NA" "NA" TRUE
19 "NA" "NA" TRUE
20 "NA" "NA" TRUE
8 "NA" "NA" TRUE
10 "NA" "NA" TRUE
8 "NA" "NA" TRUE
15 "NA" "NA" TRUE
13 "NA" "NA" TRUE
8 "NA" "NA" TRUE
21 "NA" "NA" TRUE
20 "NA" "NA" TRUE
1 "NA" "NA" TRUE
10 "NA" "NA" TRUE
16 "NA" "NA" TRUE
20 "NA" "NA" TRUE
1 "NA" "NA" TRUE
20 "NA" "NA" TRUE
6 "NA" "NA" TRUE
10 "NA" "NA" TRUE
1 "NA" "NA" TRUE
21 "NA" "NA" TRUE
19 "NA" "NA" TRUE
8 "NA" "NA" TRUE
1 "NA" "NA" TRUE
12 "NA" "NA" TRUE
19 "NA" "NA" TRUE
5 "NA" "NA" TRUE
19 "NA" "NA" TRUE
10 "NA" "NA" TRUE
11 "NA" "NA" TRUE
10 "NA" "NA" TRUE
12 "NA" "NA" TRUE
11 "NA" "NA" TRUE
17 "NA" "NA" TRUE
21 "NA" "NA" TRUE
16 "NA" "NA" TRUE
15 "NA" "NA" TRUE
12 "NA" "NA" TRUE
5 "NA" "NA" TRUE
8 "NA" "NA" TRUE
21 "NA" "NA" TRUE
5 "NA" "NA" TRUE
1 "NA" "NA" TRUE
8 "NA" "NA" TRUE
17 "NA" "NA" TRUE
20 "NA" "NA" TRUE
12 "NA" "NA" TRUE
13 "NA" "NA" TRUE
8 "NA" "NA" TRUE
19 "NA" "NA" TRUE
11 "NA" "NA" TRUE
16 "NA" "NA" TRUE
20 "NA" "NA" TRUE
19 "NA" "NA" TRUE
1 "NA" "NA" TRUE
12 "NA" "NA" TRUE
20 "NA" "NA" TRUE
21 "NA" "NA" TRUE
17 "NA" "NA" TRUE
12 "NA" "NA" TRUE
21 "NA" "NA" TRUE
20 "NA" "NA" TRUE
16 "NA" "NA" TRUE
21 "NA" "NA" TRUE
5 "NA" "NA" TRUE
17 "NA" "NA" TRUE
20 "NA" "NA" TRUE
16 "NA" "NA" TRUE
19 "NA" "NA" TRUE
16 "NA" "NA" TRUE
12 "NA" "NA" TRUE
