pop1 ecotype1 pop2 ecotype2 geography ecology lg n.sites num.outliers nnd.mean.null nnd.sd.null nnd.mean.emp nnd.emp.percentile nnd.emp.zscore nnd.emp.pvalue disp.all disp.out
japan japansea misty stream allo D 1 1883 773 0.0174818010194481 0.00192090333178899 0.0234642942951408 0.9988 3.114416627161 0.00184309036433123 0.494159303807165 0.723742882094636
japan japansea misty stream allo D 2 1545 787 0.0232493933560694 0.00202444594458018 0.0293812141195775 0.9991 3.02888836322062 0.00245455366714581 0.34785761925293 0.485997261576913
japan japansea misty stream allo D 3 1239 597 0.0224929614591547 0.00199499524128358 0.0266739460070812 0.9823 2.0957366019763 0.0361055630440953 0.253222384938258 0.433026819102476
japan japansea misty stream allo D 4 2362 1047 0.0182854170893244 0.00147125054459301 0.019256263956729 0.7439 0.659878680060714 0.509331686813894 0.619877534924962 0.748838775194643
japan japansea misty stream allo D 5 1001 393 0.0261322953403536 0.00264156933164464 0.0278117255260912 0.7393 0.63576986816846 0.524926429658343 1.30160870875183 1.49026593273117
japan japansea misty stream allo D 6 1263 617 0.0217647782558731 0.0018843004542654 0.0220197955876494 0.5537 0.135337934669123 0.892344693444347 0.294984085497271 0.405058794622209
japan japansea misty stream allo D 7 1806 814 0.0269692119075606 0.00191538457340022 0.0250052760146604 0.152 -1.02534807900941 0.305198977479349 0.314822745213657 0.614348157578019
japan japansea misty stream allo D 8 1437 622 0.0287477387322781 0.00213712772589897 0.0283763107013744 0.4347 -0.173797769034825 0.86202439776417 0.27772442182073 0.400252818859754
japan japansea misty stream allo D 9 1358 620 0.0098013218869096 0.00147646161737 0.0108324588043436 0.7561 0.698383828812788 0.484937186769274 20.1618683337274 20.4517553014596
japan japansea misty stream allo D 10 1116 521 0.029228043465227 0.00287631897504837 0.0328145405866213 0.8918 1.24690521201111 0.212432255438172 0.403178734363759 0.523887356958326
japan japansea misty stream allo D 11 1354 622 0.0171258747620835 0.00174688918572263 0.0166624295770853 0.3974 -0.265297414847998 0.790780355836508 0.262909390272286 0.396055437047177
japan japansea misty stream allo D 12 1271 575 0.00883540795462989 0.000874594409837827 0.0100194665090622 0.9096 1.35383732289333 0.175788283388401 26.3956871849851 26.4828008579811
japan japansea misty stream allo D 13 1520 687 0.023203851941278 0.00194503177846812 0.0222365908510481 0.3145 -0.497298347994951 0.618978676555094 1.14239083036851 1.30133325329398
japan japansea misty stream allo D 14 1134 537 0.0238216079757952 0.00233118109343024 0.0275050095852514 0.9391 1.58005811725084 0.114093557678169 0.365826760240653 0.498878796070616
japan japansea misty stream allo D 15 1154 568 0.0224700222057243 0.00248414713369686 0.0270757939369087 0.9708 1.85406559406575 0.0637297762849809 1.25368423833363 1.34320534550969
japan japansea misty stream allo D 16 1242 592 0.0191293318104239 0.00178735368286842 0.020391765984859 0.7744 0.706314696713549 0.479992455840346 3.75012331431633 3.79269345323205
japan japansea misty stream allo D 17 1136 555 0.0314167390330209 0.00260291738272337 0.0382629111795998 0.9949 2.63019187317267 0.0085336689047613 0.517462082662006 0.605495182140401
japan japansea misty stream allo D 18 1269 651 0.0199636481129977 0.00186029627022415 0.0211694212236101 0.7454 0.648161870725648 0.516880260424716 0.299179725995836 0.409006398843616
japan japansea misty stream allo D 20 1111 536 0.000573674130080413 4.04046306519224e-05 0.000727722463412958 1 3.81264055250599 0.000137489995710235 0.00410237755787736 0.00528607433885712
japan japansea misty stream allo D 21 881 389 0.0261565221047222 0.00299074577910434 0.028347586521312 0.7651 0.732614731716175 0.463793443435381 0.380900454364906 0.67415176846612
