pop1 ecotype1 pop2 ecotype2 geography ecology lg n.sites num.outliers nnd.mean.null nnd.sd.null nnd.mean.emp nnd.emp.percentile nnd.emp.zscore nnd.emp.pvalue disp.all disp.out
pax limnetic japan japansea allo D 1 5973 2582 0.00448298323018499 0.000352247641181953 0.00462148009348673 0.6569 0.39318038535907 0.694186255758112 0.251128771949609 0.389483002529563
pax limnetic japan japansea allo D 2 4898 2367 0.00591853872000815 0.000401110115298649 0.00645599480723797 0.9101 1.33992154954669 0.180270851305058 0.18979207662231 0.258769909096701
pax limnetic japan japansea allo D 3 4082 1900 0.00570817762176119 0.000392692886720753 0.0064404230740268 0.9702 1.8646771485482 0.0622266717170308 0.13010521229884 0.253446910305113
pax limnetic japan japansea allo D 4 7265 3216 0.00480950822751232 0.000293068041484396 0.00585854668295895 0.9999 3.57950478030027 0.000344245951566692 0.45250453170596 0.515964693831529
pax limnetic japan japansea allo D 5 3282 1339 0.00548085318645419 0.000440972121931378 0.00636234432855297 0.9767 1.99897249340391 0.0456113301074458 1.26132762383881 1.31633909194956
pax limnetic japan japansea allo D 6 4551 1906 0.00608186220792841 0.000403396410765037 0.00735498083737283 0.999 3.15599890199806 0.00159949462627995 0.145321460827977 0.194991623990482
pax limnetic japan japansea allo D 7 6086 2771 0.00587528540545474 0.000337073590767126 0.00733519382391127 1 4.33112666920599 1.48348305179031e-05 0.159559516026567 0.221104898944608
pax limnetic japan japansea allo D 8 4628 1999 0.00677561795250643 0.000410238965158661 0.00735620313805643 0.9213 1.41523656907009 0.156999145837161 0.154234494745413 0.217107737715193
pax limnetic japan japansea allo D 9 5046 2157 0.00174870526531787 0.000230674329290174 0.00208664377299869 0.9255 1.46500266726999 0.142920190042728 20.1184010337352 20.3220313044535
pax limnetic japan japansea allo D 10 4231 1761 0.00665028981004008 0.000478065529313127 0.00723515137974656 0.8853 1.22339205369355 0.221181653232989 0.182095731954095 0.241916878943946
pax limnetic japan japansea allo D 11 4309 1753 0.0049287143990029 0.000365666465961072 0.00539592164636309 0.8976 1.27768688368029 0.201359851810224 0.13596913137733 0.223997471335012
pax limnetic japan japansea allo D 12 4106 1815 0.00214433447763668 0.000158660853278524 0.0021664767743354 0.5592 0.139557403361794 0.889009698356049 26.3837937427085 26.3815097580407
pax limnetic japan japansea allo D 13 5013 2111 0.00609240094274364 0.000411741747627607 0.00584649801524061 0.2749 -0.597226122733208 0.550356420658737 0.93319837195512 1.09333784131944
pax limnetic japan japansea allo D 14 4047 1843 0.00534926773859283 0.000394019154292931 0.0065604366207195 0.9987 3.07388325905149 0.00211292096014994 0.162457324101096 0.267104819897449
pax limnetic japan japansea allo D 15 3861 1789 0.00592081375005216 0.000447637245286115 0.00593184499709768 0.5229 0.0246432734578776 0.980339502540741 0.622315960371699 0.681636283553728
pax limnetic japan japansea allo D 16 4481 1936 0.00466957562420821 0.000308899027753823 0.00426494523716397 0.0954 -1.30991149433696 0.190225778218664 3.63289800223427 3.69626585567181
pax limnetic japan japansea allo D 17 3984 1777 0.00735621992920978 0.000487111471518338 0.00934813945360187 1 4.08924782285095 4.32774284013478e-05 0.274593708774629 0.324549441615367
pax limnetic japan japansea allo D 18 4211 1930 0.00536042319239718 0.000349543366133394 0.00589686141213549 0.9372 1.53468287975918 0.12486174319812 0.150083084924961 0.197446809673357
pax limnetic japan japansea allo D 20 4171 1984 0.000122487340290361 6.30629877971617e-06 0.000131999949811437 0.9363 1.50842988151356 0.131444540022273 0.00174617228856562 0.00247454937661598
pax limnetic japan japansea allo D 21 2904 1196 0.00654600304305295 0.000532783750499922 0.00720196061761743 0.8866 1.23118915310195 0.218252127304057 0.22255923670057 0.30801540365762
