pop1 ecotype1 pop2 ecotype2 geography ecology lg n.sites num.outliers nnd.mean.null nnd.sd.null nnd.mean.emp nnd.emp.percentile nnd.emp.zscore nnd.emp.pvalue disp.all disp.out
japan japansea litcampbell marine allo D 1 5841 2400 0.0062304196334616 0.000426458913020187 0.00649428198578298 0.7339 0.61872866122717 0.536095125342177 0.199628399569833 0.30461003560965
japan japansea litcampbell marine allo D 2 3459 1569 0.0129211113735008 0.000772570533742741 0.0167937291367889 1 5.01263974504318 5.36883573745549e-07 0.203388993228131 0.324620726708032
japan japansea litcampbell marine allo D 3 3760 1769 0.00752284829448641 0.000431617242207997 0.00905519040964824 0.9999 3.55023378427357 0.000384889189906836 0.151293433821232 0.265056470940563
japan japansea litcampbell marine allo D 4 6597 2873 0.00696262128291223 0.000385934057716751 0.00716938265126877 0.7062 0.535742736932239 0.592136362794033 0.488501584100022 0.638174439798231
japan japansea litcampbell marine allo D 5 4457 1767 0.00508189471734532 0.000311618974799313 0.00486292335321584 0.2494 -0.702689443961171 0.482249307562168 1.22094512554031 1.27760790557392
japan japansea litcampbell marine allo D 6 3371 1435 0.0108872304325337 0.000726260259433785 0.0125392164952002 0.9909 2.27464747135463 0.0229270859482502 0.177051236794116 0.329789802185899
japan japansea litcampbell marine allo D 7 5799 2408 0.00844986555243217 0.00047190778769221 0.00824975995065418 0.3337 -0.424035387838319 0.671540005370841 0.183904550735894 0.308098614577765
japan japansea litcampbell marine allo D 8 5340 1842 0.00937048895121851 0.000559448967845899 0.0083334073560742 0.0325 -1.85375548932995 0.0637741490822093 0.175910141974106 0.269166082375064
japan japansea litcampbell marine allo D 9 6753 2341 0.0024887705828003 0.000186042088607357 0.00303442660004394 0.9983 2.93297082035693 0.00335735444353374 20.0767714153236 20.1397195398694
japan japansea litcampbell marine allo D 10 4142 1746 0.00863049166352331 0.000544177852780637 0.00840584472863819 0.3419 -0.412818959347974 0.679739259632064 0.234264264082824 0.336270393971564
japan japansea litcampbell marine allo D 11 4727 1806 0.00624622131578144 0.000399468263613013 0.00594096178878389 0.2252 -0.764164652872854 0.44476912789885 0.146322436573811 0.23348158128264
japan japansea litcampbell marine allo D 12 3058 1349 0.00392106089598084 0.000244248308575852 0.00431336242110933 0.9417 1.60615861545119 0.108239063689436 26.3894147646291 26.4006296756228
japan japansea litcampbell marine allo D 13 4110 1488 0.0111529247130795 0.000756138231696166 0.0108067421357519 0.329 -0.457829749662352 0.647074760655826 0.955189572089994 1.20186021303935
japan japansea litcampbell marine allo D 14 4105 1722 0.00780116799105964 0.000529283911571391 0.0078305079754693 0.5205 0.0554333577277002 0.95579322106029 0.188864594486394 0.288180750617334
japan japansea litcampbell marine allo D 15 4376 1801 0.00764574304835402 0.000563891794860393 0.00808365294535607 0.7738 0.776584977815585 0.437403667237572 0.522865176630946 0.658328282333155
japan japansea litcampbell marine allo D 16 3317 1385 0.00792702178953002 0.000613593163910371 0.00837126484858832 0.7664 0.724002621259962 0.469064125811861 3.75515429792137 3.9372455899664
japan japansea litcampbell marine allo D 17 4250 1773 0.0107374926891003 0.000687013116073796 0.0108016200449342 0.5361 0.0933422584424704 0.925631661225626 0.30394435285495 0.442890649175559
japan japansea litcampbell marine allo D 18 5458 2470 0.00548748118328815 0.000288849556125002 0.00576127490656797 0.8295 0.947876558831653 0.343192299731694 0.15483592838904 0.22856591116197
japan japansea litcampbell marine allo D 20 3260 1665 0.000190415951125979 1.02507937377297e-05 0.000229921942596587 1 3.85394462920461 0.000116229891988078 0.00311563945972517 0.00439724337773252
japan japansea litcampbell marine allo D 21 2251 840 0.0118004016807286 0.000948701401429507 0.0112967597233574 0.2984 -0.530875106342529 0.595505329307491 0.224458960391301 0.374735121542439
