pop1 ecotype1 pop2 ecotype2 geography ecology lg n.sites num.outliers nnd.mean.null nnd.sd.null nnd.mean.emp nnd.emp.percentile nnd.emp.zscore nnd.emp.pvalue disp.all disp.out
japan japansea sk marine allo D 1 5239 2451 0.00429342748193351 0.000421202957005402 0.00560317156075043 0.9986 3.10953201309108 0.00187383977271653 0.319846839384737 0.436912047083339
japan japansea sk marine allo D 2 4424 2259 0.00608728295327783 0.000457485091853717 0.00558041591625044 0.1364 -1.10794219539173 0.267886780957699 0.206216638727585 0.270829207735187
japan japansea sk marine allo D 3 3532 1748 0.00561481875173741 0.000412268904367872 0.00630012278928983 0.9512 1.66227438036635 0.0964577722387537 0.163096515208742 0.22035283967255
japan japansea sk marine allo D 4 6214 3063 0.00491267014618086 0.000345875403333773 0.00573339272173651 0.9895 2.37288505526843 0.0176497555897552 0.486373533322364 0.569431508223468
japan japansea sk marine allo D 5 2696 1239 0.00493366345513124 0.000443649373548437 0.004861996990922 0.4404 -0.161538522270482 0.871669273360135 1.34862378102091 1.39548729379568
japan japansea sk marine allo D 6 4016 1823 0.0059386198823227 0.000422051681748129 0.00705323476215842 0.995 2.64094405504795 0.00826753701244324 0.249676522873412 0.283247512940461
japan japansea sk marine allo D 7 5088 2554 0.00631997102758356 0.000395842543235403 0.00668561892733021 0.8218 0.923720570199555 0.355631819398969 0.191466088477356 0.322118479498312
japan japansea sk marine allo D 8 3828 1766 0.00710660740019393 0.000474746415731005 0.00798874514571091 0.9682 1.85812407695312 0.0631513964447155 0.192219558089974 0.282770145135277
japan japansea sk marine allo D 9 4463 2048 0.00173738961024232 0.000248947933061579 0.00224837494819122 0.9755 2.0525791544632 0.0401134109742832 20.1430774575188 20.3141641426708
japan japansea sk marine allo D 10 3428 1562 0.00683731677291933 0.0005570896724254 0.00717870595226739 0.7304 0.612808307613674 0.540003097096854 0.265481315272727 0.396203112680968
japan japansea sk marine allo D 11 3532 1569 0.00517892390429624 0.000408727766965768 0.00607767602552333 0.984 2.19890155224605 0.0278849232279032 0.151375057907217 0.19080705088856
japan japansea sk marine allo D 12 3669 1737 0.00226330900546507 0.000184709278628952 0.0024941950713698 0.888 1.24999711773303 0.211300600222459 26.3666798202145 26.3824821126222
japan japansea sk marine allo D 13 4358 1993 0.00593194177698409 0.00043512854578117 0.00785689354756781 1 4.4238691973838 9.69487314847226e-06 0.958894945489963 1.13216900804395
japan japansea sk marine allo D 14 3316 1599 0.00538814925468022 0.00045346084095209 0.0055417297257696 0.6446 0.338685190030789 0.734846898619824 0.247138451096629 0.314893068631678
japan japansea sk marine allo D 15 3257 1649 0.00613553106555481 0.000644534994422052 0.0067445059148286 0.8179 0.944828216534401 0.344746583934414 0.595419233113808 0.629088969039932
japan japansea sk marine allo D 16 3773 1744 0.00511554560956653 0.000379282557989797 0.00456794963788162 0.0743 -1.44376787212989 0.148804282170418 3.64709076877514 3.70889192674664
japan japansea sk marine allo D 17 3209 1585 0.00775368777969911 0.000600450456089756 0.0102128501837012 0.9999 4.0955292465203 4.21205046895986e-05 0.349882356224406 0.400873180541403
japan japansea sk marine allo D 18 3547 1793 0.00538087085647123 0.000481203952135288 0.00491998579453801 0.1774 -0.957774889188047 0.338176284032512 0.188987177261181 0.220120568952677
japan japansea sk marine allo D 20 3684 1945 0.000110873946106698 6.12232942978009e-06 0.000131664990959075 0.9997 3.39593696988043 0.000683941072192603 0.00198996552842749 0.00260988813323601
japan japansea sk marine allo D 21 2161 1055 0.0071543713828585 0.000737795438960161 0.0072294967557904 0.5475 0.101824122195421 0.91889627841901 0.344547138574237 0.551046523407442
