study	sample	group	pop	ecotype	pop_alias	data_source	pooled	accession_number	barcode	seq_type	latitude	longitude
catchen	ms_2067.33	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.34	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.36	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.37	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.38	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.39	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.40	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.41	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.42	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.43	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.44	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.45	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.46	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.47	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.48	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.49	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.50	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.51	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.52	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.53	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.54	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.55	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.56	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.57	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.58	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.63	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.64	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.65	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.66	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.67	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.68	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.69	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.70	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.71	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.72	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.73	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.74	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.75	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.76	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.77	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	ms_2067.78	1b	millport_slough	marine	ms	SRA	no	SRA070979		RAD	44.531468	-123.59262
catchen	pcr_1193.00	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1193.01	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1193.02	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1193.08	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1193.09	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1193.10	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1193.11	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1193.12	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1210.05	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1211.01	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1211.02	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1211.03	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1211.04	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1211.05	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1211.06	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1211.07	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1211.08	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1211.09	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1211.10	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1211.11	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1214.01	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1214.02	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1214.03	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1214.04	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1214.05	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1214.06	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1214.07	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1214.08	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1214.09	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1215.01	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1215.02	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1215.03	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1215.04	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1215.05	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1215.06	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1215.07	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1215.09	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1215.10	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1215.11	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1215.12	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1215.13	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1215.14	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1215.15	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1215.16	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1215.17	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1215.18	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1215.19	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1215.20	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1215.21	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1215.22	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1215.23	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1215.24	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1215.25	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1312.01	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1312.02	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1312.03	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1312.04	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1312.05	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1312.06	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1312.07	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1312.08	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1312.09	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1312.10	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1312.11	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1312.12	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1312.13	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1312.14	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pcr_1312.15	2a	pony_creak_reservoir	freshwater	pcr	SRA	no	SRA070979		RAD	43.424293	-121.152565
catchen	pl_1537.09	1a	paulina_lake	freshwater	pl	SRA	no	SRA070979		RAD	43.42736	-121.152715
catchen	pl_1537.10	1a	paulina_lake	freshwater	pl	SRA	no	SRA070979		RAD	43.42736	-121.152715
catchen	pl_1537.11	1a	paulina_lake	freshwater	pl	SRA	no	SRA070979		RAD	43.42736	-121.152715
catchen	pl_1537.12	1a	paulina_lake	freshwater	pl	SRA	no	SRA070979		RAD	43.42736	-121.152715
catchen	pl_1537.13	1a	paulina_lake	freshwater	pl	SRA	no	SRA070979		RAD	43.42736	-121.152715
catchen	pl_1537.14	1a	paulina_lake	freshwater	pl	SRA	no	SRA070979		RAD	43.42736	-121.152715
catchen	pl_1537.15	1a	paulina_lake	freshwater	pl	SRA	no	SRA070979		RAD	43.42736	-121.152715
catchen	pl_1537.16	1a	paulina_lake	freshwater	pl	SRA	no	SRA070979		RAD	43.42736	-121.152715
catchen	pl_1537.17	1a	paulina_lake	freshwater	pl	SRA	no	SRA070979		RAD	43.42736	-121.152715
catchen	pl_1537.18	1a	paulina_lake	freshwater	pl	SRA	no	SRA070979		RAD	43.42736	-121.152715
catchen	pl_1537.19	1a	paulina_lake	freshwater	pl	SRA	no	SRA070979		RAD	43.42736	-121.152715
catchen	pl_1537.20	1a	paulina_lake	freshwater	pl	SRA	no	SRA070979		RAD	43.42736	-121.152715
catchen	pl_1537.21	1a	paulina_lake	freshwater	pl	SRA	no	SRA070979		RAD	43.42736	-121.152715
catchen	pl_1537.22	1a	paulina_lake	freshwater	pl	SRA	no	SRA070979		RAD	43.42736	-121.152715
catchen	pl_1537.23	1a	paulina_lake	freshwater	pl	SRA	no	SRA070979		RAD	43.42736	-121.152715
catchen	pl_1537.24	1a	paulina_lake	freshwater	pl	SRA	no	SRA070979		RAD	43.42736	-121.152715
catchen	pl_1537.25	1a	paulina_lake	freshwater	pl	SRA	no	SRA070979		RAD	43.42736	-121.152715
catchen	pl_1537.26	1a	paulina_lake	freshwater	pl	SRA	no	SRA070979		RAD	43.42736	-121.152715
catchen	pl_1537.27	1a	paulina_lake	freshwater	pl	SRA	no	SRA070979		RAD	43.42736	-121.152715
catchen	pl_1537.28	1a	paulina_lake	freshwater	pl	SRA	no	SRA070979		RAD	43.42736	-121.152715
catchen	pl_1537.29	1a	paulina_lake	freshwater	pl	SRA	no	SRA070979		RAD	43.42736	-121.152715
catchen	pl_1537.30	1a	paulina_lake	freshwater	pl	SRA	no	SRA070979		RAD	43.42736	-121.152715
catchen	rb_2217.001	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.003	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.005	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.006	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.007	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.010	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.011	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.014	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.016	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.018	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.022	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.027	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.028	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.030	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.031	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.033	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.037	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.039	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.040	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.044	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.046	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.047	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.050	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.052	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.060	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.065	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.066	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.067	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.068	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.070	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.073	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.077	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.078	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.079	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.088	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.091	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.093	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.095	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.096	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.097	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.098	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.099	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.100	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.101	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.102	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.103	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.104	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.105	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.106	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.107	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.108	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.109	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.110	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.115	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.117	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.119	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2217.120	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.001	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.003	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.006	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.008	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.013	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.014	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.016	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.017	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.020	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.021	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.022	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.023	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.024	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.026	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.029	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.030	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.035	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.036	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.038	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.039	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.040	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.043	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.044	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.045	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.047	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.050	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.054	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.055	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.056	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.057	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.058	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.059	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.062	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.066	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.067	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.069	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.072	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.073	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.076	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.077	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.078	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.080	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.085	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.088	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.089	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.093	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.096	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.098	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.099	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.101	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.103	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.104	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.108	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.109	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
catchen	rb_2240.110	1a	riverbend	freshwater	rb	SRA	no	SRA070979		RAD	44.042805	-123.011811
