pop1 ecotype1 pop2 ecotype2 geography ecology intercept recomb_rate gene_count ds recomb_rate.gene_count recomb_rate.ds gene_count.ds recomb_rate.gene_count.ds group
hadsten lake cp marine allo D -3.305203380169 -0.351584328719472 0.0377138526719804 -3.4403758638758 -0.0019066223440627 0.929794419734212 -0.0852948168162403 -0.0273071341528755 allo_D
hadsten lake denmark marine allo D -2.48006671151165 -0.486473308830134 -0.326213125510331 -6.00563114512088 0.0484448316491217 0.981335191261963 0.955423619533802 -0.100175183935965 allo_D
hadsten lake geneva lake allo S -3.19619172967513 -0.138981748280216 -0.460628996845022 -1.6777819810932 0.0376965632145111 0.0753191071852626 0.590126981256152 -0.075086676749543 allo_S
hadsten lake geneva stream allo D -3.30851554473352 -0.156419161036201 -0.39779266299144 -2.72423084065915 0.0372788432994199 0.372420459940337 0.81620142566007 -0.143083436740268 allo_D
hadsten lake hald lake allo S -5.22044558234786 -0.139764077943126 0.0873468052008225 1.16889243164156 -0.0206105149741478 0.163009320428761 -0.30426538583162 0.0274180456183115 allo_S
hadsten lake japan japansea allo D -5.0795957215036 -0.389155017749288 -0.0135651706035969 4.45841351242455 0.0193511323810108 -1.39449769127401 -0.410937785477152 0.144434337160101 allo_D
hadsten lake japan marine allo D -3.81542197761026 -0.854986774837466 -0.267763335221125 -1.81582529531516 0.0513909138482297 1.3378766118731 0.828789268796311 -0.151889803215124 allo_D
hadsten lake joes lake allo S -3.80258298456954 -0.258890069644777 -0.0784887272971947 -1.31746724828715 0.0205256544837925 0.230583380814948 -0.108161044939701 -0.0196339322521365 allo_S
hadsten lake joes stream allo D -4.73285690174776 -0.0317194166660159 -0.255669734554792 -0.202474512483033 0.0294337618093477 0.227468494205473 0.787430033210598 -0.142939270723035 allo_D
hadsten lake litcampbell marine allo D -7.19766012597661 0.321170533675939 0.379205575140383 4.80088838917783 -0.1724948935219 -0.201967719618215 -1.1473470707016 0.280280173009861 allo_D
hadsten lake ln marine allo D -3.8823612314973 -0.0770863589474706 0.163172593776873 -0.836688819964171 -0.0238901604007536 -0.288104772101762 -0.799201761687508 0.160129138336306 allo_D
hadsten lake mariager marine allo D -3.04541208374694 -0.189005169265307 -0.443884566098646 -5.2413787062449 0.0362564699374764 -0.29147194259036 1.32550131236068 -0.0514196168476369 allo_D
hadsten lake mh marine allo D -5.37889793946873 -0.00302756330430957 0.158467784895437 3.89707437545479 -0.0136073947894049 -0.28783287488785 -0.760347231531801 0.0621299647035067 allo_D
hadsten lake mh white allo D -3.80672370926638 -0.26045603631208 0.0146187887758529 -4.13203030914339 0.0193757563299622 0.763345737533777 0.238613286261928 -0.0634663981602013 allo_D
hadsten lake misty lake allo S -4.04093896737182 -0.173684410474761 -0.273797408910695 -0.628430299604524 0.0188593725162558 -0.0977230574156591 0.218897574367504 0.00314470430010306 allo_S
hadsten lake misty stream allo D -4.99724452652194 0.0120863630471649 -0.158861631553614 2.53753292945106 -0.00846080982056567 -1.10794705612877 0.0764640408608625 0.111383312272079 allo_D
hadsten lake mud lake allo S -3.21876158925009 -0.0213132807832596 -0.166367056093473 -2.66594333833533 -0.0143479508817182 -1.36297538210371 0.266884850825778 0.165122568598185 allo_S
hadsten lake rab marine allo D -4.88070596469299 -0.0400132943797342 -0.290988981583782 0.836551147674099 0.0239487812487901 0.0795895823422799 0.506178805946677 -0.0603825762781508 allo_D
hadsten lake res marine allo D -2.61335557902438 -0.484896526964837 -0.49150810880198 -4.20205881925904 0.0552122282174425 0.811593063760215 0.47787368950228 -0.046474475875995 allo_D
hadsten lake roberts lake allo S -4.21372948878142 0.0560787350024774 0.0786245952929351 -1.11819614213641 -0.100324587843277 -0.12655756117536 -0.297073945822084 0.197808274707528 allo_S
hadsten lake roberts stream allo D -4.512005801203 -0.176125214080094 -0.00129593503201055 1.74328553305918 0.0013043542484677 -1.61878135937947 -0.226301560779554 0.163329521046483 allo_D
hadsten lake sk marine allo D -3.26484949665749 -0.358739324678501 -0.0291350803417302 -4.20589591929763 -0.00143038164797136 0.722799403813095 0.2973027877982 0.00784841107791672 allo_D
hadsten lake sr marine allo D -3.12297697664194 -0.335837458519671 -0.288502028737872 -3.88353393565515 0.0394228708046484 0.516766052827381 0.908802339080317 -0.117436222295553 allo_D
hadsten lake sr white allo D -4.9146836241824 -0.119656719946372 0.296238079929741 1.60116943934352 -0.0345759899587638 -0.163222778694026 -1.14961224017169 0.186115748820252 allo_D
hald lake al marine allo D -4.55824218270198 -0.093944879750003 0.343983251742405 -0.832879278487135 -0.0592045633201636 0.0839439932822666 -1.06062913202799 0.199102206505824 allo_D
hald lake bea lake allo S -3.31629559813975 -0.242423533688018 0.0286029992707349 -2.94107881242001 -0.00673584901634406 0.618604896187846 0.0183099082615093 -0.203619998167183 allo_S
hald lake boot lake allo S -3.49116607722451 -0.455581502400883 -0.0551894681792909 -1.78598240404872 -0.0197153478459535 0.579683521282265 -0.144666408473901 0.088084114043437 allo_S
hald lake boot stream allo D -3.7531447914377 -0.289307060071084 -0.109440536267295 -1.41374762042155 -0.0890370486995884 0.598000988109428 0.0463959435620655 0.126376483806702 allo_D
hald lake cl marine allo D -4.63336630402795 -0.0780726716430778 0.140788752953684 -1.5413544635035 -0.0338810154188163 0.270703947115035 -0.146469579142073 0.0834908247585913 allo_D
hald lake cl white allo D -4.67906902841096 -0.0990369778952358 0.322105784838265 -0.146990369749807 -0.055498507160639 0.066872555364038 -0.977374225021486 0.188390704825883 allo_D
hald lake constance lake allo S -3.59193695779091 -0.0929892979201962 -0.192296872648433 -0.909181326251084 -0.00459940220177343 0.140025336946378 -0.023937075823671 0.0433957384434526 allo_S
hald lake constance stream allo D -2.99891900410983 -0.204057424820665 -0.30364798078431 -3.61815279456453 0.0135904920077966 0.453301185903099 0.396702795584225 -0.00405751546896387 allo_D
hald lake cp marine allo D -3.21670055252882 -0.292692812967621 0.0993602413978419 -4.18983243983244 -0.0224868631558053 0.918529863940317 -0.108065193980992 -0.00236553033970689 allo_D
hald lake denmark marine allo D -3.40951157613165 -0.00184315003495792 -0.140558940078732 -3.27438871187525 -0.0699774401705802 0.0491862778667047 0.316522045030195 0.113338364149815 allo_D
hald lake geneva lake allo S -3.48537915400997 -0.257736983652712 -0.128863068102683 -2.84202639647703 0.0259178702153376 0.555739295457118 -0.17787208155345 -0.00950517009272109 allo_S
hald lake geneva stream allo D -3.17923798418347 -0.188065855471217 -0.348878498586663 -3.24461235694133 0.0360732623685297 0.425533282929983 0.473129311915372 -0.0504308117037642 allo_D
hald lake japan japansea allo D -6.22346432814107 0.0432314864929357 0.155514560489305 6.27400372779286 -0.0362538764959592 -1.44685400060051 -0.852929476430145 0.217670251636718 allo_D
hald lake japan marine allo D -2.6659378885777 -0.519486750309764 -0.409428841835866 -4.33581956185057 0.00122470539159083 1.01993426523876 0.993131493557401 -0.0784763873973491 allo_D
hald lake joes lake allo S -4.77096018448508 -0.194886333628402 0.101600663926919 0.949698577813434 -0.0208399117225356 0.101124623984041 -0.719485746788933 0.120526704273056 allo_S
hald lake joes stream allo D -4.8229731373553 -0.0376610689352636 -0.0149991355349916 0.530172892750921 -0.0162292939430291 0.0743417122349618 -0.251544912448812 0.0632975418081906 allo_D
hald lake litcampbell marine allo D -7.1344650610974 0.0387202379318152 0.607157791860463 5.18564466858323 -0.032880508219777 0.0194682662283883 -1.64014852258916 0.0761928050219432 allo_D
hald lake ln marine allo D -3.72448725167391 -0.122631582549044 0.146374901608746 -2.69322744590142 -0.0208570719730222 0.102884150139891 -0.512186759346148 0.120004613370909 allo_D
hald lake mariager marine allo D -5.89231854109961 0.275685446805209 0.242929801903828 -0.558193764581414 -0.0901018560418352 -0.175138616645167 -0.291817892226546 0.0218589819098969 allo_D
hald lake mh marine allo D -6.96842982528736 0.186743162771374 0.270048068782943 3.93711556040911 -0.0281058848257772 -0.294683142381037 -0.537576895551477 0.0369096886025921 allo_D
hald lake mh white allo D -5.02751487085848 -0.126801875010351 0.114911197822015 -2.10421276749414 0.00602585834882576 0.567899422238346 -0.0467657520069512 -0.0419907977030418 allo_D
hald lake misty lake allo S -5.24041231809207 0.19934822571107 0.231540451197261 1.17081185432384 -0.118996800320865 -0.370949623264655 -0.638520286128901 0.232531477999827 allo_S
hald lake misty stream allo D -4.19129324281474 -0.0154717811358534 -0.122393186616544 -0.40737026262085 -0.0390296489287076 -0.0601749892324068 0.27284840212694 0.0709335945694421 allo_D
hald lake mud lake allo S -3.99378023366741 0.0353808483131519 0.134743843258717 -1.18551678699952 -0.0983127966609483 0.109613496337343 -0.118905392611555 0.0308667690608664 allo_S
hald lake rab marine allo D -4.76026447374113 0.0205832698632624 -0.0166161483198294 0.163762705488821 -0.0443132978762502 0.177662198992737 0.173923282842593 -0.0114230645164821 allo_D
hald lake res marine allo D -3.84957804462209 0.0857471645672855 0.093056457228271 -4.04814865777802 -0.0629619236774234 0.150641700651968 -0.343508849971724 0.0786696892124824 allo_D
hald lake roberts lake allo S -3.6814723042849 0.132749567152665 -0.118015211157557 -2.24049272662481 -0.0676144174527693 -0.194979213567206 0.372164386214068 0.109112923209268 allo_S
hald lake roberts stream allo D -4.04530696987185 -0.0167993290442484 -0.0089673976697747 -0.994426549966219 -0.0637716059404109 0.0175383440696581 3.46686861853479e-06 0.117932888835519 allo_D
hald lake sk marine allo D -3.58224986982964 -0.121322555106184 0.129348089538309 -4.80821422354953 -0.0468728599149189 0.451962078364278 -0.110269477805549 0.106251935473722 allo_D
hald lake sr marine allo D -4.09565243144189 -0.196436356836843 -0.0675035734602366 -3.0875319947145 -0.00315085250833114 0.4763855814332 0.401753101794562 0.012425582558357 allo_D
hald lake sr white allo D -5.54000090023848 0.0903466601093171 0.443472214863693 2.55623729830852 -0.0767729885844219 -0.288198402553174 -1.46200493493098 0.24481946289607 allo_D
japan japansea al marine allo D -5.23887935833277 -0.0618316652209566 -0.456770677821049 2.89789732395486 0.0348371241735111 -1.12519650172538 0.370209727831826 -0.00295279908234164 allo_D
japan japansea boot lake allo D -5.37041832724197 0.131830319922378 0.0529991440526785 4.67898797749431 0.00915960479083034 -0.61002431006783 -0.496053477576222 -0.17025530003274 allo_D
japan japansea boot stream allo D -5.85796137482854 0.131127704674001 0.269980421139329 4.34325345511018 -0.0329620005128351 -0.284566276954516 -0.836033161231173 -0.054546255375808 allo_D
japan japansea cl marine allo D -5.70939180367003 0.034108493988012 0.0446651734782023 1.24664942383672 0.0192047405286938 -0.413172241461447 -0.427686775851489 -0.0682225343524423 allo_D
japan japansea cl white allo D -4.30447250275373 -0.573325786969179 -0.428568416967683 0.457810326217068 -0.110899991293872 0.7847922206073 0.218678890602668 0.0988114650142482 allo_D
japan japansea constance lake allo D -4.69181273762069 -0.0371848088748725 0.0352597080417005 4.54704557898816 0.0127806219901486 -1.1047606330085 -0.694699682388688 0.0380359119671529 allo_D
japan japansea constance stream allo D -5.06254223090694 0.0357332514971835 -0.00377316773585604 4.75452909517827 0.0110380900955514 -0.912539801533461 -0.540984718735979 0.0139829198068999 allo_D
japan japansea cp marine allo D -5.78846303448 -0.1023670601128 0.0698906409728443 2.93173108851472 0.076264391104616 -0.936327928837621 -0.337509719318419 -0.574200236195699 allo_D
japan japansea denmark marine allo D -3.75584742775312 -1.13216413115115 -0.40390797364662 -3.4953864068661 0.077993438555648 1.63169247773795 0.810228897054425 -0.158958526463219 allo_D
japan japansea geneva lake allo D -5.30052931557319 -0.0769862121829322 0.321279300890207 5.22642933989111 -0.000739124215309635 -0.456534952201659 -1.33800470542813 0.042335062268094 allo_D
japan japansea geneva stream allo D -4.71513498822089 -0.226223430541725 0.179672465478722 3.22530637372833 0.0258616087332929 -0.00449422180010919 -0.826766619917815 -0.084266914778385 allo_D
japan japansea joes lake allo D -4.84493844050321 -0.0864067983335163 -0.0105728829130771 4.03410878934316 0.0217202698079218 -0.371904727730139 -0.460748479223239 -0.0729196307317284 allo_D
japan japansea joes stream allo D -5.14873601346731 -0.0701282797392443 0.140699609400208 4.1650845923887 0.0222016382062949 -0.213266028150523 -0.465526702841751 -0.272481998555664 allo_D
japan japansea litcampbell marine allo D -3.22338501086867 -0.83306316495291 0.122454730685286 2.21560274180695 0.0663780922074594 -0.268955344937588 -1.1019362926799 -0.124070883743437 allo_D
japan japansea ln marine allo D -4.95665490747101 -0.102571466934747 -0.13756463871436 3.12234881540745 0.0218403136912255 -1.36299311316825 -0.284671366990655 0.0233745494996231 allo_D
japan japansea mh marine allo D -7.14279385737498 0.186658031482385 0.367899887649461 3.91233947217999 -0.211126975703104 -0.329255675010607 -0.425898577669333 -0.582331301830823 allo_D
japan japansea mh white allo D -5.84316603936127 0.166667543077336 -0.138180577535172 2.03262817045583 0.0308755435424179 -1.90942346866707 0.211625904255275 -0.102994563267629 allo_D
japan japansea misty lake allo D -4.66394412301386 -0.141181276837479 -0.0118775584099952 3.38044577755948 0.0409875629696946 -0.495357818886814 -0.410302099552298 -0.21694629337413 allo_D
japan japansea misty stream allo D -4.96320235471041 0.0364593147226632 0.040756347086571 3.5236054072718 0.0137251813641912 -0.942340891456957 -0.567461038431886 -0.0839402517736026 allo_D
japan japansea roberts lake allo D -5.18951280016879 0.087559859871115 0.0786559149946087 3.56159991126466 0.0124592947210122 -0.937408633675097 -0.472798991811613 -0.14243080683275 allo_D
japan japansea roberts stream allo D -4.87713322570801 0.0652821475517293 -0.053550020065272 3.62078273412756 0.0198227088545866 -1.07113320201905 -0.340790672304286 -0.0922897629967003 allo_D
japan japansea sk marine allo D -5.58673197226439 -0.198549764913232 -0.156457458327067 0.735347481783174 0.0460343665403317 0.570094931804409 0.504169620514403 -0.222773549423064 allo_D
japan japansea sr marine allo D -5.66220800291499 -0.317821237546999 -0.00556228745171378 2.86772448905866 0.0280788668578376 -0.0336293156294701 -0.64574544885071 0.04339858307263 allo_D
japan japansea sr white allo D -4.23650012211036 -2.28705714265546 0.137395452370321 0.0304451910741232 -0.108270763423496 2.38900592435568 -0.936403013405746 0.187520368362411 allo_D
japan marine al marine allo S -3.90993805391704 -0.088659126571446 -0.420866919827806 -0.802700216392695 0.0291009313181323 -0.0126662595352085 0.762010463744649 -0.0407165813227891 allo_S
japan marine boot lake allo D -6.77360987878061 0.223952610141992 0.302372370185915 6.18260436946765 -0.00693355831144977 -0.602046674150347 -0.797275405446765 -0.147374689005209 allo_D
japan marine boot stream allo D -4.61086385930416 0.0031623847912896 0.0877109467950813 0.319224534697911 -0.0870268641253944 0.183418422148508 0.146760648450054 0.0257654845779164 allo_D
japan marine cl marine allo S -4.45687239466536 -0.0230256388117728 -0.0731786826002064 0.87045159089829 0.0140461913504242 -0.322198173006628 -0.129241031560478 0.0215141929884924 allo_S
japan marine cl white allo D -3.17713551532975 -0.166218125639497 -0.603063615529061 -3.08913844567588 0.0502418604985296 0.370754043369815 1.20380316853288 -0.111062923365992 allo_D
japan marine constance lake allo D -6.32474704121312 -0.0043849121265949 0.444424204480609 7.22564667761425 -0.0911876594803323 -1.31519273215363 -1.7159410735166 0.34191206944806 allo_D
japan marine constance stream allo D -8.11718501781267 0.512091309803446 0.70397295089728 9.54791641065029 -0.134189750507681 -1.671653618317 -2.12190311092354 0.364883687418432 allo_D
japan marine cp marine allo S -4.66120511156621 0.0157854808181126 -0.294766431215972 0.23702977765515 0.0309036073918481 -0.205234424463599 0.747515787908559 -0.0746617856477642 allo_S
japan marine denmark marine allo S -6.15770870440916 -0.0585174886097822 0.159399645709027 2.26214049870624 -0.00984148124255692 -0.0106108531281395 -0.352722691766747 -0.00362234391097468 allo_S
japan marine geneva lake allo D -7.74005707454933 0.415950706278786 0.58028499002956 8.66806707567884 -0.0386157903504527 -1.12331515795247 -1.7530911691164 0.055322752896274 allo_D
japan marine geneva stream allo D -8.81854001519742 0.690088391174066 0.749671983777631 9.83307699738842 -0.201736898742231 -1.50622053334735 -1.82645859268314 0.364543998503709 allo_D
japan marine japan japansea allo D -3.59876720059806 -6.13759874188005 -0.0699792727914307 3.59043828045201 0.294977674095303 1.72846981797144 -0.720928698775167 0.168839366811009 allo_D
japan marine joes lake allo D -5.97960658603154 0.149745738232428 0.139176426578728 5.22702199098998 0.037182501590219 -0.0894267248684517 -0.370500906520684 -0.550182485452855 allo_D
japan marine joes stream allo D -5.66885382162727 0.179235243077366 0.141261609091304 4.9084112872556 -0.0316457025532467 -0.702882822978963 -0.539012275008945 -0.0101940144385039 allo_D
japan marine litcampbell marine allo S -6.32692038417589 -0.454993903937714 0.270745627525038 1.9039485691561 -0.0120694831761852 0.492492158663635 -0.502025364994957 0.00241843590224569 allo_S
japan marine ln marine allo S -4.07554978111627 -0.130932112340113 -0.363881134768412 0.0450093394852173 0.0333438993567734 0.007968964097722 0.556464972410786 -0.0358029520893816 allo_S
japan marine mh marine allo S -3.03032328155064 -0.226921778874394 -0.488673807506786 -3.25181623487173 0.0443758531027706 0.289051115761546 1.10462976327303 -0.0877094240628285 allo_S
japan marine mh white allo D -3.21592274942561 -0.302044659780055 -0.252005746882333 -2.48012878251064 0.033168261722886 0.621678740216832 0.53492600915364 -0.0654576840382889 allo_D
japan marine misty lake allo D -5.06897219799524 0.116782454483772 0.0416380831854668 4.20101399677841 0.039892029996563 -0.565611271170472 -0.0668305445969632 -0.473118529878074 allo_D
japan marine misty stream allo D -5.04722325567831 0.0668906263222947 0.081056437307647 4.6620054886159 0.0276997882138129 -1.00361303398678 -0.233875686883588 -0.232860450571388 allo_D
japan marine roberts lake allo D -5.55122549077856 0.155010107340218 0.238603463248776 4.99172283563399 -0.0111665675272043 -0.522563769299966 -0.521872602554755 -0.175015924356193 allo_D
japan marine roberts stream allo D -5.36647106245394 0.105109555671042 0.169597799947545 4.17735647654113 0.00519198695726312 -0.428907212289722 -0.202829910077456 -0.294418096823673 allo_D
japan marine sk marine allo S -3.6590995726645 -0.187056216227959 -0.492298124532749 -1.72096517577636 0.0462367386474118 0.238895698303574 1.03627984591821 -0.0901550167785031 allo_S
japan marine sr marine allo S -3.47569011673126 -0.18647887709946 -0.347614553495723 -1.61022309386667 0.0359268922932717 0.252875081604303 0.647229833308329 -0.0679669617161698 allo_S
japan marine sr white allo D -4.42052059079225 -0.0662702616394322 -0.307852649759384 0.0728023562913198 0.0265647449649364 -0.0415378968108702 0.612022202644455 -0.0362182047296122 allo_D
joes lake al marine allo D -5.64214038385813 0.258812404804361 0.330857092258585 5.74823387709153 -0.130273103154556 -1.00173053702734 -0.878552248079572 0.195532513923961 allo_D
joes lake cl marine allo D -6.10647807255926 0.172424838030786 0.309649973664629 3.98608668126035 -0.0383066069775971 -0.492256315141386 -0.543589928741386 0.0765079243692756 allo_D
joes lake cl white allo D -5.94437046371721 0.0965023135051618 0.334526873008244 5.27601606859567 -0.0181628872719035 -0.58503624269272 -0.896674293754989 0.0426112389374187 allo_D
joes lake cp marine allo D -3.89940290895217 -0.112973955752463 0.129133094043062 -0.331365896648984 -0.104798571246686 0.219152368844677 -0.223159610882108 0.150811076861103 allo_D
joes lake joes stream para D -4.4369345249295 -0.772374804505308 0.177609404334818 -2.40151793542439 -0.00489129630441814 1.10755120079105 -0.295642037725888 0.0341894679924628 para_D
joes lake ln marine allo D -3.41586444580647 -0.511944267739349 -0.0678660675188192 -0.796478340630633 0.00347784739981175 0.711635999667182 0.141296244167592 0.00890953607204906 allo_D
joes lake mh marine allo D -6.08094213157373 0.313099121453723 0.303686125475506 3.94411145279415 -0.117473045678686 -0.610028498689446 -0.512632993530047 0.183839470190321 allo_D
joes lake mh white allo D -6.51645568705612 0.113153906763304 0.18656883910532 5.97881435285154 -0.0535951862500143 -0.989336824338554 -0.419372319232186 0.167166983645773 allo_D
joes lake misty lake allo S -3.82394891144129 -0.357669077196648 -0.0547539241341494 -2.97217773013226 0.0340386117522441 0.566629987053335 0.291762895586048 -0.0631002697089093 allo_S
joes lake misty stream allo D -4.50622600858363 -0.196478623767217 -0.146900239809701 -1.40597316022587 0.0340171212750067 0.252786663983347 0.586376734366263 -0.0756005630304616 allo_D
joes lake roberts lake allo S -3.13901743598875 -0.395276607804347 -0.218893525218921 -1.47398530309912 0.0332395261485122 -0.68188261236475 0.368013240935844 0.0601851438391728 allo_S
joes lake roberts stream allo D -3.61580863816806 -0.384822235140311 -0.187806854307185 -3.31268503839703 0.0417709356456523 0.831861263482703 0.63691721552725 -0.114695316987957 allo_D
joes lake sk marine allo D -5.66867917182586 0.315633109187176 0.406352610437045 5.74429391900184 -0.142899561811679 -1.12924992526556 -1.14822848141479 0.311346418758787 allo_D
joes lake sr marine allo D -5.57380188081984 0.285279756144604 0.224591595218165 5.56818811846021 -0.107919706624444 -1.08808565490737 -0.651674007433499 0.227926836339175 allo_D
joes lake sr white allo D -5.18754554770388 0.0268236060569677 0.231303764874236 4.82234794638332 -0.00840779488352331 -0.290237937258545 -0.772058152056747 -0.133311954312158 allo_D
joes stream al marine allo D -5.42677681384892 0.10207879051118 0.379326629367255 5.85632186785445 -0.0878403444724682 -1.28786282863863 -1.22895341201224 0.234707391174261 allo_D
joes stream cl marine allo D -5.78716321669298 -0.00590065961508944 0.348966274652339 4.86267982738267 -0.0180037405867782 -0.366600384146373 -1.07278975029467 0.0877080082281787 allo_D
joes stream cl white allo D -5.84494506201584 0.0438595237940559 0.36961043626289 5.84391905909182 -0.020002761386723 -0.652175026815382 -1.2664452258309 0.101685998108799 allo_D
joes stream cp marine allo D -4.3453455110638 -0.0805138116093703 0.128707567608508 0.700183347995415 -0.0590414263194028 -0.181328451358203 -0.21778596968002 0.0810778129008405 allo_D
joes stream ln marine allo D -4.91721520244228 -0.251139542723953 0.338981325288659 3.35106700025735 -0.0249048337330577 -0.046927446193772 -1.07241843227864 0.0839960849873279 allo_D
joes stream mh marine allo D -5.34232569380525 0.0825182223630753 0.223153648226365 4.56979728420575 -0.0737252241619568 -0.493637448529419 -1.03978788329298 0.195859408852285 allo_D
joes stream mh white allo D -5.3145623856176 -0.505567237677141 0.135995580607659 4.92881130068671 0.0137680259688827 0.157650314669412 -0.695655023142124 0.0628668035564206 allo_D
joes stream misty lake allo D -5.74516112411177 -0.122560605436126 0.382697346843207 2.98475389354989 -0.00367523166236611 -0.135199893415583 -1.20985069659001 0.075784570752951 allo_D
joes stream misty stream allo S -5.85380231537098 -0.121775629325115 0.375292804794962 3.30180891415406 -0.00246616888941448 -0.0175741449296432 -1.1314262452046 0.0511017529109185 allo_S
joes stream roberts lake allo D -3.26756717670131 -0.350877600592437 -0.203914354955788 -1.83981313501349 0.0280781308889629 -0.381524144458489 0.35670741725891 0.0408845833189251 allo_D
joes stream roberts stream allo S -3.32777264413 -0.393347974750153 -0.307343008291023 -2.12565770624318 0.0459219714555531 -0.0157869991419199 0.472451906389229 -0.0357116420747215 allo_S
joes stream sk marine allo D -5.87174453283813 0.203803817123939 0.532731011032033 7.19905857674763 -0.131156128122823 -1.11315776444547 -1.81522714419321 0.258604135742621 allo_D
joes stream sr marine allo D -5.69234436427619 0.229653479983525 0.375143719657249 7.02689176597154 -0.139479398633152 -1.29559314122716 -1.35501682574228 0.313230986044426 allo_D
joes stream sr white allo D -5.34933816243785 -0.00240918883138267 0.302683220312183 3.91437854606181 -0.0174944108021888 -0.149688973488182 -0.854041134155816 -0.110311299468207 allo_D
litcampbell marine al marine allo S -5.47875887778343 -0.182820972484123 0.073634089969786 2.06703144250358 0.0260437028749876 0.638468669858965 -0.538643676903984 -0.0915468617576686 allo_S
litcampbell marine boot lake allo D -7.54813868901902 0.496707278962815 0.441462673305773 5.17765003707113 -0.000425672515714476 -0.791079142226073 -0.769020279132457 -0.32904000321283 allo_D
litcampbell marine boot stream allo D -7.07752470759945 0.487208036421367 0.355151193639522 4.34458592267372 -0.00863857988792637 -0.963763001506341 -0.516124535819629 -0.21478742457105 allo_D
litcampbell marine cl marine allo S -4.34123072391458 -0.299080395347126 0.0500783180998119 0.658244710673055 0.0263718020919328 0.773531114153109 -1.25137108012103 -0.012012219623592 allo_S
litcampbell marine cl white allo D -5.19858263994428 0.190530096641825 0.0895397245299422 4.87700547721375 -0.0238336462342762 -0.992833171174219 -1.49132475836856 0.183055917194552 allo_D
litcampbell marine constance lake allo D -5.94866958534275 0.427880154539271 -0.162551224100865 -2.54644584608437 0.010065427737972 -0.405760079305495 1.14206551092287 -0.239735884670257 allo_D
litcampbell marine constance stream allo D -11.0092031056003 0.860441515122804 0.490724923813834 8.65583729283767 -0.0780219060760552 -1.40847481627964 -0.435440964878566 -0.020720522060185 allo_D
litcampbell marine cp marine allo S -5.99064598230774 0.256824510041385 0.0482407438389196 6.99125271227993 -0.0185447223299661 -1.33922583278303 -1.27346650673234 0.186396004834811 allo_S
litcampbell marine geneva lake allo D -9.90951307735652 0.666794916644351 0.505264571039963 5.91564801303322 -0.0397205113486191 -1.06794109981377 -0.759720986278559 -0.0482115146380721 allo_D
litcampbell marine geneva stream allo D -9.60760313973863 0.748123003890139 0.422719073547099 9.30604154032643 -0.0673002853533004 -2.17388208698898 -1.15164759222072 0.237939903168085 allo_D
litcampbell marine joes lake allo D -9.12225540325155 0.607874701277574 0.687781181253284 7.9899287608867 -0.0705624041123864 -1.44294158712905 -1.58585821495741 0.149864837135473 allo_D
litcampbell marine joes stream allo D -8.61754174807094 0.541856839327205 0.472246498324312 6.24083095242231 0.00153105380843776 -1.15235855671322 -0.308039834744697 -0.334458553164999 allo_D
litcampbell marine ln marine allo S -4.86485635923324 0.0754082941341311 0.109357611102987 2.56823125284455 -0.00791993378607848 -0.42193283480595 -1.54090851535047 0.124576553659016 allo_S
litcampbell marine mh marine allo S -5.31611492435187 -0.0611226788704764 0.0306464428512513 -0.859391079051403 0.0210446635497072 0.658063431722109 0.282508546999737 -0.138722827389124 allo_S
litcampbell marine mh white allo D -5.5901448728361 0.132947305666479 0.351916652029267 4.38526018656162 -0.0320268078529201 -0.602119224419741 -1.76429089630368 0.165227182761188 allo_D
litcampbell marine misty lake allo D -6.78909023457817 0.433637452241775 0.0764700043411852 3.60615810190638 -0.00547934828144725 -1.28659194213073 0.308139660652512 -0.071442989545784 allo_D
litcampbell marine misty stream allo D -6.60284064147311 0.419484701986016 0.0552863451666681 3.75021735973953 -0.0035927164076082 -1.30720012884427 0.343237572233377 -0.0766856011930237 allo_D
litcampbell marine roberts lake allo D -6.36686400225851 0.376915689499102 0.0559159738974175 2.73679573907853 -0.0132363649853514 -0.643826904714666 0.297871704350135 -0.0832879897015587 allo_D
litcampbell marine roberts stream allo D -8.33704130559136 0.566263161703741 0.223604599097422 5.46185956581433 -0.0453333405281722 -1.02638995178015 0.0821715092559821 -0.00539718623981995 allo_D
litcampbell marine sk marine allo S -5.23674239101874 0.24138371213336 -0.0774775100700047 -1.96189320425248 -0.0132663673288241 -0.472613239977725 0.604842609807724 0.0151524486473228 allo_S
litcampbell marine sr marine allo S -6.92394057941327 0.428282440145136 0.0212398355035329 7.11717721538644 -0.0368459769261562 -1.27540055007484 -0.879868751036117 0.16605424972695 allo_S
litcampbell marine sr white allo D -5.13846313624524 0.253463873594726 0.11468829581192 3.23222279960892 -0.0203319092189573 -1.0218790376895 -1.70817141287157 0.183746825076641 allo_D
ln marine mh marine allo S -6.93327002238127 0.409001584620148 -0.314616770179234 3.76349633543077 0.0577956759007289 -1.13444471592291 0.203000789223637 -0.571765947066442 allo_S
ln marine mh white allo D -6.31872630900584 0.00448605278367258 0.198484737693911 1.94613653370504 0.00880205173316395 0.256431594275742 -0.620445454439793 -0.0910024483548027 allo_D
ln marine sk marine para S -6.38634434852217 0.185756669849881 -0.3171287682485 1.71792590709412 0.015050774238856 -0.0320753169322089 0.0648647739652983 -0.108899681145247 para_S
