pop1 ecotype1 pop2 ecotype2 geography ecology intercept recomb_rate gene_count ds recomb_rate.gene_count recomb_rate.ds gene_count.ds recomb_rate.gene_count.ds group
mh marine sr white para D -7.04804579365128 0.366414121163439 -0.0503039273900969 5.05846914370537 0.0526063283294865 -0.662404705758496 -0.304667197755956 -0.753206410633553 para_D
mh white sk marine allo D -7.59329165873823 0.0357443194965594 0.332585473213262 6.14486556104725 0.0215769811350336 -0.062400246981385 -1.47688302947644 -0.0046002058625855 allo_D
mh white sr marine para D -4.32192692833081 -0.126208655790006 -0.336132081331764 -2.83357869415776 -0.0337501470348169 0.549578982765838 0.813371364506571 -0.0284988112994111 para_D
mh white sr white para S -7.079311170564 -0.114537990953331 0.349221423647185 1.19431712443334 0.00282687199230507 0.390978086158584 -0.769612749006548 0.022465941431305 para_S
misty lake al marine allo D -4.38336540756693 -0.216791285473691 0.268379401258736 1.7012775147196 0.057440181285752 0.536111707502229 -0.863883263084621 -0.560707821966366 allo_D
misty lake cl marine allo D -5.7480888616675 0.0408767192392981 0.290833724043076 1.92664918147743 -0.00800822349859704 -0.217185084824858 -0.628792231086075 0.0149272391094816 allo_D
misty lake cl white allo D -4.24082664990007 -0.163523596973907 0.173628338403495 -0.846478518913767 0.00452312856580897 0.231552158908411 -0.583284859309754 -0.00749551780975195 allo_D
misty lake cp marine allo D -3.61950351659169 -0.213342681239266 0.0357360049674691 -0.859689419158971 -0.0362843019796657 0.316807317918257 -0.168176778414211 -0.0874376706664805 allo_D
misty lake ln marine allo D -3.69086657394942 -0.346979369807772 0.125102047002878 -2.96137507988392 0.0446209204765045 0.996546337465917 -0.096918640264676 -0.3020341903992 allo_D
misty lake mh marine allo D -5.79687147024544 0.067079475419484 0.189175887994375 1.28059219572249 -0.037348113151085 0.157651103394969 -0.0961336012325391 -0.108874759714022 allo_D
misty lake mh white allo D -5.17926059973881 -1.06449239997243 0.214158009316494 4.84649609291179 -0.0825247807776374 0.387148044115119 -0.761715528347621 0.194771415189941 allo_D
misty lake misty stream para D -4.51137904362188 0.163342416059627 -0.622599594019761 0.0526501283621109 0.0310599514605624 -0.765181479049052 0.460745629161257 -0.00740879658791271 para_D
misty lake roberts lake allo S -4.05162001344379 -0.0716377253748768 0.0231584440589852 0.280267986176058 0.0130544020652234 -0.732587011334704 -0.287608392141508 0.0154877604695295 allo_S
misty lake roberts stream allo D -4.8018309581071 0.171072760449845 0.143774497407407 1.31572565057133 -0.0971797086267126 -0.784624926553456 -0.376724855215987 0.189683844378803 allo_D
misty lake sk marine allo D -5.27937928856575 0.255492481933862 0.164433144094327 4.84902790432572 -0.139642904596406 -1.06346209107303 -0.752951082416104 0.201189765158741 allo_D
misty lake sr marine allo D -5.38142361020303 0.27482467215364 0.125494411637592 5.52984352976183 -0.14449575465208 -1.27592541291453 -0.621613537822387 0.197287015724716 allo_D
misty lake sr white allo D -3.87728067741726 -0.266727683423061 0.113031582504149 0.364466540110551 0.0344778382445782 0.395442491726422 -0.511169360369429 -0.201452568897615 allo_D
misty stream al marine allo D -4.4454188016788 0.252567364068565 0.281324205391014 2.64709565338746 -0.223605004045951 -0.65516434973912 -0.842943427383013 0.256017824183589 allo_D
misty stream cl marine allo D -5.72483598590765 0.188864982102238 0.230479189405146 2.81222686569077 -0.0255522405187608 -0.275193425628575 -0.480315667015889 -0.00228285467482409 allo_D
misty stream cl white allo D -4.04935552459473 -0.155834159478019 0.125645056263696 0.236240131937732 -0.000633846919261871 0.133194939875037 -0.513231379776071 0.000623574550402387 allo_D
misty stream cp marine allo D -3.2185983902522 -0.128960990447076 0.00465704850701033 -1.51127102843993 -0.0669566820337975 0.253308501609733 -0.0620919200670968 -0.0125993630947013 allo_D
misty stream ln marine allo D -3.57741170490241 -0.278151962426753 0.0475581180635338 -1.73192187522537 0.0163938526583175 0.448769642732958 -0.0274622550388857 -0.16092910195183 allo_D
misty stream mh marine allo D -3.81955809873931 -0.0646062102105392 -0.109655669047171 0.124501515288974 -0.0132510601519173 0.258128367410604 0.268432695720466 -0.189991219545962 allo_D
misty stream mh white allo D -4.32346582797668 0.297139612724165 0.182192554993247 1.78089031546152 -0.355420605752257 -0.581781883845887 -0.28152777273489 0.35170099606385 allo_D
misty stream roberts lake allo D -4.03472476604843 -0.0292539490075906 0.0744550592964605 1.22479639665564 0.000962172429095966 -1.52889044752826 -0.524334435965777 0.127063059815143 allo_D
misty stream roberts stream allo S -4.04196900310208 -0.0631742681855034 -0.24159686869249 -1.35142428420525 0.0108191388477098 -0.1371281079294 0.868651000404897 -0.119248476727906 allo_S
misty stream sk marine allo D -5.29095716023443 0.180215859939457 0.254568492929652 5.77057913751471 -0.0700683372844659 -0.877333178554085 -1.00676933080656 0.0535537230653867 allo_D
misty stream sr marine allo D -4.81329993682511 0.253756941245336 0.0206421816848524 4.61342629618214 -0.122277325318418 -0.905609956063115 -0.425565884609197 0.0764340562046206 allo_D
misty stream sr white allo D -4.21370280627381 -0.0158714154688847 0.140176690123847 1.17921943649617 -0.0478593376586228 0.0873322335962167 -0.270150647918153 -0.122515860233984 allo_D
ms marine al marine allo S -2.54105195642025 -0.0678321623386558 -0.572500394850007 -5.16660059976353 0.0385738960499945 0.340602483302478 1.21403382709755 -0.124348769826869 allo_S
ms marine bea lake allo D -3.49062284772159 -0.11281778791197 0.0259609748442674 -0.328801783653829 -0.0413126391139295 -0.157644114630527 -0.328769259602002 0.088808244027116 allo_D
ms marine boot lake allo D -4.48337382057191 -0.273205641119765 0.185797849061907 0.436806676351628 -0.0292845377147316 -0.495371300979845 -0.286703573751146 0.0232827693911405 allo_D
ms marine boot stream allo D -3.2538726251157 -0.374423118877094 0.0441103442724099 -1.57515711456733 -0.17106895943315 0.827088649512812 0.15846648832595 0.0287398497332428 allo_D
ms marine cl marine allo S -6.86367292367811 0.312462605971925 0.492078345370694 4.07359257691325 -0.0556436938671429 -0.520498352002817 -1.45465706403593 0.124431644230847 allo_S
ms marine cl white allo D -5.39649479466522 0.180029708811464 0.227172384017602 0.0261348118059432 -0.0274600125017806 -0.130590598002496 -0.809078296479361 0.0467896811214409 allo_D
ms marine constance lake allo D -8.62588311071535 0.393767214561389 0.617008469507195 10.8329058998933 -0.0460210966033101 -1.77192923281796 -1.95185822332289 0.236236924215101 allo_D
ms marine constance stream allo D -6.07632972267158 -0.185348359240551 0.467509666182107 5.3087481622605 -0.00663097003601504 -0.379775014864465 -1.70465974522309 0.144745318763208 allo_D
ms marine cp marine allo S -4.58056570560926 0.136082923663281 -0.0910514072025214 0.256290031843735 0.0234629792065564 -0.0789513253692065 0.417529768440036 -0.287675780213518 allo_S
ms marine denmark marine allo S -4.23340526584202 -0.094136530185904 0.0390350009632834 -1.15189545041593 -0.0620934497878712 0.209277548932386 -0.0123811320183521 0.105144238583436 allo_S
ms marine geneva lake allo D -6.7294174812082 0.379298926166192 0.597069019959782 7.20712903402418 -0.0869425987812449 -2.13493106031867 -2.18275337008329 0.402466301619563 allo_D
ms marine geneva stream allo D -6.970744130407 0.393035997969808 0.561934493507536 4.56181109186504 -0.107595673488689 -1.48739777355612 -1.57541923962863 0.354309731742041 allo_D
ms marine hadsten lake allo D -5.7233728717281 0.272633457297699 0.431736182792971 4.51164454960701 -0.106600484092891 -0.858289253750026 -1.86393664363442 0.318764437405141 allo_D
ms marine hald lake allo D -3.68515748843225 -0.0179975847542169 -0.0128984590428214 -2.4845781218324 -0.0396476664904953 0.0318725221840498 -0.294381792045241 0.123518884399819 allo_D
ms marine japan japansea allo D -3.02437809891041 -0.215242725632352 -0.247279793829739 -3.54485291613411 0.0572273837558853 0.486759823581994 0.454290756732926 -0.323726952341619 allo_D
ms marine japan marine allo S -3.55554071114078 -0.171868154318135 0.0464592581404831 -0.713717114686192 -0.00944091767067161 0.167702683732974 -0.276188569775029 0.00912272354491814 allo_S
ms marine joes lake allo D -3.66563081896484 -0.613617281938638 0.0355165586262207 -0.568604827434668 0.0617036640725799 1.07506858089011 0.265349926188238 -0.407109716055373 allo_D
ms marine joes stream allo D -3.90204458240019 -0.666719746168183 0.0187885728077706 0.013593160596919 0.0778699542573235 0.908990349659183 0.290838354156308 -0.380295363648978 allo_D
ms marine litcampbell marine allo S -7.24357831384278 0.496178701386911 0.367079850833966 3.77789336208046 -0.153857155019514 -0.691379933257853 -0.212112785464171 0.153668926263477 allo_S
ms marine ln marine allo S -3.04381168090509 -0.0649382965431524 -0.235344628337681 -4.54947579036135 0.0187345454020258 0.373169342037943 0.644259476229457 -0.102462050842482 allo_S
ms marine mariager marine allo S -5.41382769759264 0.279328474451233 0.290189493612493 3.54783388905752 -0.085686991563705 -0.771392818084857 -1.28868040047596 0.262927437828969 allo_S
ms marine mh marine allo S -7.76250689410632 0.826231239257179 0.801630090236962 8.5759530108467 -0.359347549915309 -1.78762680021598 -2.81609857974234 0.803096327816653 allo_S
ms marine mh white allo D -3.61766758310373 -0.04861920088792 0.0614885952213286 -4.22606276132979 0.0332700731573512 1.30252623464417 0.867351115948729 -2.20622928829232 allo_D
ms marine misty lake allo D -2.83364802553302 -0.5242491869169 0.158808775853943 -0.808068205549892 -0.133359731506033 -0.787023331786556 -0.132747209218055 0.130486553089338 allo_D
ms marine misty stream allo D -3.10911389193765 -0.662661903897362 0.0712360604915828 -0.67404043193207 -0.0420695192762329 -1.01419355710917 0.0599546456536686 0.123863611019509 allo_D
ms marine mud lake allo D -3.21075118693713 -0.0897898320145651 0.100251004273141 -1.85355527236885 -0.0483456057979074 0.0786657499438861 -0.544704663124461 0.108174459802266 allo_D
ms marine pcr lake allo D -2.6729692866669 -0.328238113807665 -0.0688308205467307 -2.70287400862406 -0.166223292275658 -0.695927876260848 0.184163076688219 0.28293130165802 allo_D
ms marine pl lake allo D -3.8730536740675 -0.0781832922917362 -0.49194352693918 0.699634729117767 0.0782590395653877 -2.15294151292678 0.78424507274556 -0.330074610563168 allo_D
ms marine rab marine allo S -2.41904219108695 -0.416171603464919 -0.406923243060353 -5.94845430028106 0.0317129735127883 1.11354911310143 1.06598452524149 -0.103145967092686 allo_S
ms marine rb stream allo D -2.36202431517557 -0.751289260969282 -0.308225523965462 -3.3356015706769 0.0689599407267543 -0.624001294040393 0.893269553392974 -0.12563623296054 allo_D
ms marine res marine allo S -3.14472652160154 -0.0111933063886126 -0.0718727837224979 -3.04801545462044 -0.0659463290004697 0.12919058695778 -0.109782298222589 0.100790733932075 allo_S
ms marine roberts lake allo D -3.78427590002492 -0.407481829162595 0.268030646785182 0.109414476954856 -0.0825160322831828 0.379484377795624 -0.477542742642511 -0.02059641485743 allo_D
ms marine roberts stream allo D -3.21709336906138 -0.988897971252453 0.157528645869593 -0.619813322573472 -0.00825762924966322 0.049608031665982 -0.171313996160215 0.0319826686333554 allo_D
ms marine sj marine allo S -3.11212964360458 -0.383969407995434 -0.192249281753468 -4.9530902164565 0.0272327258186517 0.520355294334633 0.459266039541202 -0.00776104016224199 allo_S
ms marine sk marine allo S -3.67234975602132 -0.0453032672871592 -0.0101818921582117 -3.82888194268503 0.00213890511540227 0.487866942178671 -0.209827956409726 -0.0467814900813897 allo_S
ms marine sr marine allo S -2.63237904675376 -0.0872920966466612 -0.431079263036596 -4.57550910695398 0.0249767372800421 0.342330583939815 0.528385177028339 -0.0605854092841503 allo_S
ms marine sr white allo D -5.16054908621744 0.096350620306988 0.291353452409994 3.04629638687838 -0.0221697975662111 -0.373466628647003 -1.42188906921069 0.0913674117146831 allo_D
ms marine stl lake allo D -4.04004654299085 -0.0609981938875208 -0.284490319886093 0.638677833046032 0.0730327066065945 -3.13383702711877 0.659034612619159 -0.354819823790666 allo_D
ms marine wc stream allo D -3.13581788661382 -0.0893618387366947 -0.189484825902544 -5.79846315765101 -0.00926556919246762 -0.0288314387732017 0.778380434799997 0.033621055241909 allo_D
mud lake al marine allo D -4.2859727151488 -0.450590145842039 0.425665028693526 3.09833836696897 -0.00769330030731823 0.391812570273011 -1.61915504034218 0.0569748635695865 allo_D
mud lake boot lake allo S -3.5578403055629 -0.335934789726981 -0.0131064238020538 -3.5318300710647 -0.0125437666801881 0.767916347632477 0.123226871050647 -0.00671747626047893 allo_S
mud lake boot stream allo D -4.79434481686413 0.20456087559103 -0.15489929923173 0.705545481816632 -0.0617318095748796 -0.208160041541177 0.203148175421518 0.0822384683163904 allo_D
mud lake cl marine allo D -4.38710971225217 -0.25651396713736 0.473948849090315 3.29009275773198 0.00374944595564191 0.367844683756893 -1.76757443959273 -0.112358601585011 allo_D
mud lake cl white allo D -4.92979765880067 -0.418577097349395 0.535127659658651 3.96932798461761 0.0145268374757904 0.403200945747242 -1.87112346225832 -0.025818305074043 allo_D
mud lake constance lake allo S -4.63941490401582 0.151249285948238 0.15950098509652 0.0745113973602858 -0.089179908051355 -0.252113485575666 -0.557558684283394 0.169338905974151 allo_S
mud lake constance stream allo D -4.08027972616972 0.122989052561618 -0.0219979558128741 -2.73356285464813 -0.063134467657546 -0.0459662277862005 0.207549333813316 0.0814183160058855 allo_D
mud lake cp marine allo D -3.37747654345005 -0.36784119937375 -0.117103606521041 -1.67022691337359 0.0304791745147357 0.541202837251989 0.399640408020967 -0.108634870145864 allo_D
mud lake denmark marine allo D -3.50334333797855 -0.21201710729831 -0.0079505749019387 -4.19431839253484 -0.0500658614543631 0.646491474789934 0.229394418678075 0.064151321773747 allo_D
mud lake geneva lake allo S -4.52810392583809 0.204843480506223 0.096292206364681 -2.00315992670229 -0.0896569723659138 -0.121567105607453 -0.0502428674425209 0.119006686764199 allo_S
mud lake geneva stream allo D -4.88288649545887 0.189849231269535 0.0774374307750631 -0.667132602172825 -0.0274871951192529 0.0352599520060772 -0.0197597287970339 -0.140748190345397 allo_D
mud lake japan japansea allo D -4.97184616223543 -0.234667163098771 -0.00915363105550225 2.5829695597282 0.0288101052539945 0.340276563436583 -0.537629745904552 -0.0742293135274678 allo_D
mud lake japan marine allo D -2.72361786139922 -1.16840883180754 -0.0062648541096974 -1.28056908448952 0.0462366891522028 0.85695663744807 -0.148323088729458 0.00229710320471836 allo_D
mud lake joes lake allo S -4.41845744209655 0.160862989430501 0.238529612226918 0.0809068300426016 -0.10113228443201 -0.216017516092416 -1.10704884983448 0.204002606344028 allo_S
mud lake joes stream allo D -5.248671475662 0.231866948670409 0.300344569354546 3.35849811388395 -0.0988280465024514 -0.396351228063729 -1.44682203124546 0.192007975542104 allo_D
mud lake litcampbell marine allo D -3.81860740590729 -0.271530338092689 -0.451555708860763 -6.40991740635828 0.061292987585317 1.11299274304211 1.95779016978778 -0.298655645795666 allo_D
mud lake ln marine allo D -4.40004307084024 -0.376496075169713 0.394070378923221 2.02922896946772 0.00952670835210873 0.490923045514385 -1.366616318345 -0.0166676000029852 allo_D
mud lake mh marine allo D -3.75738452999311 -0.323463142806789 0.318318434476916 1.7310562628858 0.0144742349271608 0.578569863833756 -1.3158559844425 -0.10599784705214 allo_D
mud lake mh white allo D -3.86088059853803 -0.065531792889511 0.22403173547045 -0.424437224086481 -0.196415829599532 0.564562020074472 -0.129269945981885 0.0259928694047985 allo_D
mud lake misty lake allo S -4.93072520023955 0.148523173608703 0.435562175517187 1.59772021140631 -0.0780179693668018 -0.392825712473152 -1.54661120405167 0.211214527370049 allo_S
mud lake misty stream allo D -4.66180830006 0.104211376064124 0.304353509487187 1.36488544447659 -0.0532506230828176 -0.323280810838304 -1.46665155587779 0.17422802560882 allo_D
mud lake rab marine allo D -3.82681611663595 -0.164014586834897 0.0211535573941375 2.35003038544968 -0.0262617088238866 -1.62978232628605 -0.105428717601706 0.102148321814022 allo_D
mud lake res marine allo D -3.79942614755981 -0.202395264366181 0.0968428998024823 1.04044483162724 -0.00935421964461897 -0.596480991846086 -0.179135042486238 -0.00688308031524409 allo_D
mud lake roberts lake allo S -3.66989248152015 -0.0528594855393861 -0.206506720689802 -2.30011879134982 0.0116733170134281 -0.0122065123635628 0.339833855736261 -0.0075301203467981 allo_S
mud lake roberts stream allo D -4.54096538422259 0.0363765437567123 -0.215066474819727 -1.77832274419676 0.00601019269282921 0.190141846746627 0.653511222263863 -0.0590147898428184 allo_D
mud lake sk marine allo D -4.74919622374665 -0.0463603408089559 0.392617478788333 4.16708088200908 0.014579366990734 -0.0686329269836774 -1.58819204407775 -0.17524174847512 allo_D
mud lake sr marine allo D -4.65935973604932 -0.32471002787137 0.544867272345213 4.00574047424886 0.0105456199166066 0.316877617823385 -2.03656101985558 -0.0567792114512375 allo_D
mud lake sr white allo D -4.65426707798771 -0.246858038135316 0.457388365741419 3.51526510241673 0.00119158114466364 0.354093921793561 -1.78026939594246 -0.098666734299702 allo_D
pax benthic al marine allo D -3.04638822881735 -0.245000234163198 0.212973429655367 -2.73132843721599 -0.226981048818961 0.441103501904153 -0.216219996075802 0.239163250795907 allo_D
pax benthic bea lake allo D -4.54334951497696 -0.14370133491489 0.0568683605383004 2.0363859431531 0.0114361539177281 -0.220611742549377 -0.240011560938259 0.02126425485032 allo_D
pax benthic boot lake allo D -0.985199948601727 -0.617505065125722 -0.488283715129935 -9.50692190074394 0.0655511812674558 1.28612351235657 1.60168733395588 -0.209727366256998 allo_D
pax benthic boot stream allo D -2.5660425086844 -0.795534131041952 -0.105665978792721 -4.08051289918618 0.0758377620919674 1.35971520276239 0.475759172443118 -0.307709168879288 allo_D
pax benthic cl marine allo D -2.93529576658942 -0.339517307563519 0.011071403132246 -4.27983369850113 -0.128901928602343 0.733476656415078 0.492769029453123 0.0482206068969905 allo_D
pax benthic cl white allo D -2.8573885061533 -0.287861832228395 -0.214657319701863 -3.98574471744508 0.0264073906755724 0.992023997027296 1.09855299160506 -0.520064013737556 allo_D
pax benthic constance lake allo D -2.10301962976753 -0.407087839887695 -0.436157223004093 -3.68536673904255 0.0443513196156026 0.758811427356936 1.25467899195421 -0.16118427331087 allo_D
pax benthic constance stream allo D -1.35225405645361 -0.656008123319023 -0.472426274383893 -5.61934559942437 0.0499985450760532 1.13756006522646 1.35834420318032 -0.167727186588352 allo_D
pax benthic cp marine allo D -3.57204730156083 -0.124127724706942 0.0962443082520263 -0.711355864122539 -0.0290999084864861 0.429317318805511 0.183816107810762 -0.348303716102246 allo_D
pax benthic cr stream allo D -4.98970371387551 -0.36676524674348 0.393607116723851 4.57632327216851 0.00443067784491396 0.101379259178253 -1.00045074291759 0.0106350995123883 allo_D
pax benthic cs marine allo D -4.48617602358808 -0.407711498123297 -0.18093250813621 0.0329468007420218 0.063039727421958 0.714331345597447 0.703386762995685 -0.266697801536988 allo_D
pax benthic denmark marine allo D -4.2389095321721 -0.0380537966355991 0.298582288733061 -0.788591875805181 -0.173460164371727 -0.294399618612904 -0.802971344400326 0.232105848558067 allo_D
pax benthic geneva lake allo D -1.24115643137728 -0.628036433824049 -0.583702451635751 -5.3170044651103 0.0776373017808383 1.06209576386804 1.31080331562957 -0.161895305002958 allo_D
pax benthic geneva stream allo D -1.54973005487447 -0.624509599108963 -0.439418993604087 -4.82798906465928 0.0702590477923492 1.00873913910868 1.0515874357504 -0.131313055848076 allo_D
pax benthic hadsten lake allo D -4.40781023414928 -0.219265283865951 0.340920970068686 2.21552014855741 -0.0339568199765178 0.131497844851766 -1.02903194421373 0.127805118997817 allo_D
pax benthic hald lake allo D -4.15950819324964 -0.220333414244317 0.116768581828651 0.126975231835409 -0.0175321048794295 0.520194756956568 -0.122043635777491 -0.0489388163826948 allo_D
pax benthic japan japansea allo D -3.10654290013917 -0.419291334127928 -0.455274289725345 -1.0986017942039 0.0945644590201004 -2.34075343288469 0.695343446100901 -0.227048241112969 allo_D
pax benthic japan marine allo D -2.13781077590648 -1.01836787081882 -0.0552090107204566 -1.01126901137879 -0.130691791103416 -0.864571136416758 0.122258001263477 0.295542395897817 allo_D
pax benthic joes lake allo D -4.13250781479545 -0.388793416169525 -0.0381797942867935 2.00740418331917 0.0365273124111002 0.386580353619291 -0.376461219093053 -0.0133208259055037 allo_D
pax benthic joes stream allo D -3.60757136476019 -0.173180895053295 -0.108114971923877 -1.74593746491914 0.0216896340999926 -0.178263263461929 0.338244124865314 0.00100563664932483 allo_D
pax benthic litcampbell marine allo D -4.07263891410615 -0.554459143480355 0.259816786078435 0.839743136445597 -0.0544506678856824 0.379160013968613 -0.468722377550281 0.124476063317937 allo_D
pax benthic ln marine allo D -3.36920309090929 -0.357042216025434 0.0697604520393141 -0.873559055565595 -0.0518768428676873 0.144137935952998 -0.151855523926175 0.108018391387473 allo_D
pax benthic lq benthic allo S -4.47233626629651 -0.323794213777067 0.204028293643751 0.792384092858653 -0.0834109130391827 0.222755218003033 -0.64437169866668 0.128360397534412 allo_S
pax benthic lq limnetic allo D -2.89517475603751 -1.30210325027299 0.0966335696065823 0.906607694893454 0.097941423034074 0.451959484265529 -0.932722655556696 -0.150870031377822 allo_D
pax benthic mariager marine allo D -4.47573135972617 -0.141464251053794 0.189169450797629 0.995006049779762 -0.0361307421821633 0.336707262360593 -0.599729550194194 0.0403558610380257 allo_D
pax benthic mh marine allo D -2.31649430560743 -1.03561747965444 -0.122752103933314 -5.89499665957067 0.0149391882765124 1.5891612464938 0.733799237142543 -0.0923263766924727 allo_D
pax benthic mh white allo D -2.24014227811286 -0.665088684022814 -0.230200198502973 -4.63851432092366 0.0584348363379548 0.104786566015009 0.632394174546044 -0.0488579647156726 allo_D
pax benthic misty lake allo D -3.75356321329904 -0.244578609887816 0.0429678642832828 0.304276422942312 -0.0583472159298517 0.343272683668653 -0.210516493209142 0.000585295395232199 allo_D
pax benthic misty stream allo D -3.36098982479038 -0.306168119739676 -0.191703949104043 -0.557883862880341 -0.0274866783057385 0.488916092204096 0.257930134241934 0.00330249041125806 allo_D
pax benthic ms marine allo D -1.66554141065627 -1.20240862074367 -0.521266255242207 -5.63908491065989 0.0916999272846348 1.86249707593846 1.30187133447473 -0.230823016034814 allo_D
pax benthic mud lake allo D -5.24866136075633 0.0018070612248396 0.124725436825349 2.4201210384482 0.0112287935386943 -0.119240167150663 -0.0782740984479708 -0.0795301109708728 allo_D
pax benthic pcr lake allo D -6.3792379535082 0.188486094772023 -0.0766390709869315 4.46887692359482 0.0285140003977303 -0.024845131596708 0.359747353348705 -0.287399815402401 allo_D
pax benthic pl lake allo D -5.3610529679919 0.0629232865909237 0.40458438413732 6.2450213147414 -0.0187259753104895 -1.51447843090504 -1.08448796049474 0.144990977082023 allo_D
pax benthic rab marine allo D -3.41246970925772 0.0109534187825413 0.198721521308656 -2.2199523031993 -0.122485439978355 0.315451450917324 -0.425139816302221 0.091996390391194 allo_D
pax benthic rb stream allo D -3.65175686872438 -0.0554988221887181 0.215261661555827 -1.03010870353144 -0.0604364800369782 -0.210786715111754 -1.40668801225717 0.229814882722139 allo_D
pax benthic res marine allo D -4.61739415404825 -0.133616131240202 -0.055924423306073 -0.992339672721936 0.0264074137532481 0.392132793291643 0.789911780093941 -0.191803220188267 allo_D
pax benthic roberts lake allo D -2.32944444089322 -0.784261920070244 -0.241968192318714 -4.80465786109094 -0.0639685950976391 1.4097197607107 1.15537862968506 -0.0804341746870013 allo_D
pax benthic roberts stream allo D -1.96313969193778 -0.508740359546204 -0.581332480037417 -6.36111827044273 0.0819189911258253 1.18262421176976 1.85564960031547 -0.342231181002567 allo_D
pax benthic sj marine allo D -5.44129416858799 -0.0168081848882747 -0.246642430785511 2.7775910098591 0.0565854513155339 0.270007809986714 0.710418311741389 -0.338729019711951 allo_D
pax benthic sk marine allo D -3.05400520056657 -0.621315365861464 0.0143112510504604 -2.83240716359052 -0.0918589126956308 0.916782688317192 0.330563866200225 0.0279219830922514 allo_D
pax benthic sr marine allo D -3.01258581369197 -0.477180368804557 0.0674805037207766 -3.61967331140985 -0.128928824678161 0.889684160015683 0.33618100972063 0.0422909425035772 allo_D
pax benthic sr white allo D -4.89747295505651 0.282366802113823 0.339026573548292 1.72051855513814 -0.247961084651174 -0.491400297913734 -0.446185820818868 0.233127571664709 allo_D
pax benthic stl lake allo D -5.22011878387479 -0.00963181426897694 0.431307481812136 5.31570356200236 -0.0380841393730299 -0.724016743896385 -1.12550997212409 0.0998809101649173 allo_D
pax benthic wc stream allo D -6.10616056179072 0.192293745219177 -0.150734624088365 5.07552989976079 -0.00901582869958888 -0.830285883844041 0.303295792627187 0.00217966711990922 allo_D
pax limnetic al marine allo D -3.28251111563585 -0.492209360107093 -0.146255721373043 -2.20754694737076 0.0196716522381245 0.903837847524913 0.476970997058677 -0.0989073886040951 allo_D
pax limnetic bea lake allo D -5.7469035270665 0.168747326029152 0.284148275761946 5.56079208982818 -0.0456747504008717 -1.19781953883275 -0.915375680623197 0.152292022891332 allo_D
pax limnetic boot lake allo D -4.01934303236139 -0.188917220884218 0.0307791311581042 0.446824664171191 0.0158800967392099 0.314696725559275 -0.117297227288326 -0.173002146128115 allo_D
pax limnetic boot stream allo D -3.07433879005794 -0.504415852902977 -0.132708858432157 -3.00787306344031 0.0946384800989132 1.33872636282151 0.583425218005133 -0.620728417153294 allo_D
pax limnetic cl marine allo D -3.80129282171112 -0.238878920022411 0.278715187399333 0.0474268178334991 -0.0493212569935564 0.377461364482356 -1.15842181100121 0.121567325142207 allo_D
pax limnetic cl white allo D -4.41301413079849 0.0402278798947388 0.335930266005264 0.980521072461974 -0.138291575254637 -0.0104595583381717 -1.06929135764488 0.188103519603544 allo_D
pax limnetic constance lake allo D -5.52437179036387 -0.0406316132153809 0.126554809856576 0.771107134429396 -0.00646907117418683 0.283566412319584 0.193454747323601 -0.0999739130507929 allo_D
pax limnetic constance stream allo D -5.83990289025451 0.20111088051923 0.212230426406274 5.09923249319259 -0.0208608185973235 -1.30574084293577 -0.57068920088027 0.0865014613461277 allo_D
pax limnetic cp marine allo D -2.73758421183859 -0.472508083257933 -0.266497931427695 -3.3065084695593 0.0398264162212573 0.848391007844106 0.763711314616103 -0.129400823084055 allo_D
pax limnetic cr stream allo D -3.61971420581715 -0.730343765481858 0.27571471302512 1.46586062352279 0.0179117527537234 0.802792823242614 -0.947155324572031 0.0299453049985239 allo_D
pax limnetic cs marine allo D -4.4553889541901 0.195344360515155 0.108818406209726 2.01563347734389 -0.091419005645077 -1.50619354622134 -0.355318608222645 0.266361026664843 allo_D
pax limnetic denmark marine allo D -4.04249646552972 -0.0719293961856833 -0.473974277487338 0.270403411478426 0.0444212177228119 -0.874109696806466 0.905930504554339 -0.0155945092649143 allo_D
pax limnetic geneva lake allo D -5.20441367921769 -0.00137793239095874 0.427720755114632 3.10552616902433 -0.0906793365282322 -0.550972276789364 -1.25492881202871 0.282270714985472 allo_D
pax limnetic geneva stream allo D -4.48982038294138 -0.243764792255277 0.26628747249252 1.04631600124956 -0.0506502692970265 0.0340038053879315 -0.725817551232373 0.17892830418998 allo_D
pax limnetic hadsten lake allo D -5.99520576832145 -0.0400298950296083 0.491978562473451 5.41925087791965 -0.0486034917442122 -0.245708868867866 -1.57102641066961 0.18342492156716 allo_D
pax limnetic hald lake allo D -5.18587609397393 -0.0970804910780579 0.231743023260955 -1.53455234643248 -0.0102334178036945 0.586654722968109 -0.157775326482501 -0.0624460425390553 allo_D
pax limnetic japan japansea allo D -7.32272177522093 0.563764300075316 0.819083015129565 8.63747854648324 -0.900412133013259 -1.69055082437496 -3.24817730244541 1.21009313270344 allo_D
pax limnetic japan marine allo D -2.8236296684822 -0.64158526673451 -0.132831177146935 0.0987310715546553 0.0285947001174291 0.338917912433302 -0.112519413768234 0.0161372373077932 allo_D
pax limnetic joes lake allo D -6.58744692204916 -0.0185873749621362 0.269939909561128 4.52385899322783 -0.00985236236903938 0.0926088526146746 -0.383731724080994 -0.0292313634441183 allo_D
pax limnetic joes stream allo D -4.03975095278847 -0.289294138925435 0.0599797062077217 -4.58542836650638 0.022563450207303 0.807762645613615 0.514546736911429 -0.130493643153006 allo_D
