"lg" "pos1" "pos2" "gene.density"
2 12075000 12149999 0.50776
2 12225000 12299999 0.153266666666667
2 12450000 12524999 0.00414666666666667
2 12525000 12599999 0.300146666666667
2 12600000 12674999 0.575373333333333
2 12675000 12749999 0.473933333333333
2 12750000 12824999 0.50924
2 12825000 12899999 0.615346666666667
2 12900000 12974999 0.391373333333333
2 12975000 13049999 0.665026666666667
2 13350000 13424999 0.577453333333333
2 13425000 13499999 0.593546666666667
2 13500000 13574999 0.495653333333333
2 13575000 13649999 0.45872
2 13650000 13724999 0.81664
2 13725000 13799999 0.378546666666667
2 13800000 13874999 0.664026666666667
2 13875000 13949999 0.902386666666667
2 13950000 14024999 0.764453333333333
2 14025000 14099999 0.834466666666667
2 14175000 14249999 0.79612
2 14250000 14324999 0.39208
2 14400000 14474999 0.272293333333333
2 14475000 14549999 0.44008
2 14550000 14624999 0.504293333333333
2 14625000 14699999 0.230906666666667
2 14700000 14774999 0.86128
2 14925000 14999999 0.398773333333333
2 1.5e+07 15074999 0.56036
2 15075000 15149999 0.5712
2 15150000 15224999 0.13012
2 15225000 15299999 0.347426666666667
2 15300000 15374999 0.59012
2 15375000 15449999 0.20748
2 15450000 15524999 0.37424
2 15525000 15599999 0.598586666666667
2 15600000 15674999 0.592333333333333
2 15675000 15749999 0.0642266666666667
2 15750000 15824999 0.289386666666667
2 15900000 15974999 0.45536
2 15975000 16049999 0.12816
2 16125000 16199999 0.28812
2 16275000 16349999 0.2292
2 16350000 16424999 0.13504
2 16425000 16499999 0.839613333333333
2 16500000 16574999 0.473773333333333
2 16650000 16724999 0.39636
2 16725000 16799999 0.369373333333333
2 16800000 16874999 0.39016
2 16875000 16949999 0.0595333333333333
2 16950000 17024999 0.0550133333333333
2 17175000 17249999 0.02624
2 17250000 17324999 0.322426666666667
2 17325000 17399999 0.159266666666667
2 17400000 17474999 0.54716
2 17550000 17624999 0.45088
2 17700000 17774999 0.0560533333333333
2 17775000 17849999 0.0847733333333333
2 17850000 17924999 0.519253333333333
2 17925000 17999999 0.508973333333333
2 1.8e+07 18074999 0.612386666666667
2 18300000 18374999 0.67164
2 18375000 18449999 0.608733333333333
2 18450000 18524999 0.533226666666667
2 18525000 18599999 0.496053333333333
2 18600000 18674999 0.705333333333333
2 18675000 18749999 0.415653333333333
2 18750000 18824999 0.198093333333333
2 18825000 18899999 0.317693333333333
2 18900000 18974999 0.22292
2 18975000 19049999 0.407546666666667
2 19050000 19124999 0.6394
2 19125000 19199999 0.892106666666667
2 19275000 19349999 0.495626666666667
2 19350000 19424999 0.890413333333333
2 19500000 19574999 0.91536
2 19575000 19649999 0.573253333333333
2 19650000 19724999 0.287586666666667
2 19725000 19799999 0.53604
2 19875000 19949999 0.792
2 19950000 20024999 0.509026666666667
2 20025000 20099999 0.187413333333333
2 20100000 20174999 0.624893333333333
2 20250000 20324999 0.385613333333333
2 20400000 20474999 0.140586666666667
2 20475000 20549999 0.0170266666666667
2 20550000 20624999 0.0346933333333333
2 20625000 20699999 0.202426666666667
2 20700000 20774999 0.0623733333333333
2 20775000 20849999 0.718386666666667
2 20850000 20924999 0.19844
2 20925000 20999999 0.12084
2 2.1e+07 21074999 0.20468
2 21075000 21149999 0.483733333333333
2 21150000 21224999 0.16724
2 21225000 21299999 0.76528
2 21300000 21374999 0.16448
2 21375000 21449999 0.467346666666667
2 21450000 21524999 0.207373333333333
2 21525000 21599999 0.38132
2 21600000 21674999 0.260253333333333
2 21675000 21749999 0.441506666666667
2 21750000 21824999 0.3962
2 21825000 21899999 0.65376
2 21900000 21974999 0.480106666666667
2 21975000 22049999 0.303773333333333
2 22050000 22124999 0.507133333333333
2 22125000 22199999 0.693426666666667
2 22200000 22274999 0.540293333333333
2 22275000 22349999 0.486213333333333
2 22350000 22424999 0.37224
2 22425000 22499999 0.458973333333333
2 22500000 22574999 0.558213333333333
2 22575000 22649999 0.419986666666667
2 22650000 22724999 0.552893333333333
2 22725000 22799999 0.13556
2 22800000 22874999 0.372293333333333
2 22875000 22949999 0.285546666666667
2 22950000 23024999 0.327666666666667
2 23025000 23099999 0.15188
2 23100000 23174999 0.159893333333333
2 23175000 23249999 0.260613333333333
2 23250000 23324999 0.4314
3 1 74999 0.387786666666667
3 75000 149999 0.67716
3 150000 224999 0.517653333333333
3 225000 299999 0.65016
3 3e+05 374999 0.400813333333333
3 375000 449999 0.340293333333333
3 450000 524999 0.768346666666667
3 525000 599999 0.789213333333333
3 6e+05 674999 0.695946666666667
3 675000 749999 0.260253333333333
3 750000 824999 0.12512
3 9e+05 974999 0.374506666666667
3 975000 1049999 0.876133333333333
3 1050000 1124999 0.603373333333333
3 1125000 1199999 0.55724
3 1200000 1274999 0.834266666666667
3 1275000 1349999 0.317506666666667
3 1350000 1424999 0.783
3 1425000 1499999 0.117773333333333
3 1500000 1574999 0.555293333333333
3 1575000 1649999 0.669933333333333
3 1650000 1724999 0.478493333333333
3 1725000 1799999 0.0476133333333333
3 1800000 1874999 0.295186666666667
3 1875000 1949999 0.621026666666667
3 1950000 2024999 0.163386666666667
3 2025000 2099999 0.665826666666667
3 2100000 2174999 0.512066666666667
3 2175000 2249999 0.75296
3 2250000 2324999 0.694906666666667
3 2325000 2399999 0.42228
3 2400000 2474999 0.298146666666667
3 2475000 2549999 0.76732
3 2625000 2699999 0.193933333333333
3 2700000 2774999 0.541106666666667
3 2775000 2849999 0.35372
3 2850000 2924999 0.624546666666667
3 2925000 2999999 0.492813333333333
3 3e+06 3074999 0.234573333333333
3 3150000 3224999 0.58572
3 3225000 3299999 0.47184
3 3300000 3374999 0.59884
3 3525000 3599999 0.381493333333333
3 3750000 3824999 0.950173333333333
3 3825000 3899999 0.911386666666667
3 3900000 3974999 0.26896
3 3975000 4049999 0.744186666666667
3 4050000 4124999 0.63528
3 4125000 4199999 0.732226666666667
3 4200000 4274999 0.492853333333333
3 4275000 4349999 0.21276
3 4350000 4424999 0.251586666666667
3 4425000 4499999 0.197746666666667
3 4500000 4574999 0.02224
3 4575000 4649999 0.929013333333333
3 4800000 4874999 0.314773333333333
3 4875000 4949999 0.340426666666667
3 4950000 5024999 0.680146666666667
3 5025000 5099999 0.306813333333333
3 5100000 5174999 0.55656
3 5175000 5249999 0.542586666666667
3 5250000 5324999 0.71952
3 5325000 5399999 0.691826666666667
3 5400000 5474999 0.60376
3 5475000 5549999 0.31056
3 5550000 5624999 0.485506666666667
3 5625000 5699999 0.257866666666667
3 5700000 5774999 0.01704
3 5775000 5849999 0.568973333333333
3 5850000 5924999 0.439466666666667
3 5925000 5999999 0.6
3 6e+06 6074999 0.76128
3 6075000 6149999 0.34524
3 6150000 6224999 0.4426
3 6225000 6299999 0.251253333333333
3 6300000 6374999 0.42124
3 6375000 6449999 0.0712933333333333
3 6450000 6524999 0.219413333333333
3 6525000 6599999 0.2338
3 6600000 6674999 0.337026666666667
3 6675000 6749999 0.306013333333333
3 6750000 6824999 0.739906666666667
3 6825000 6899999 0.662693333333333
3 6900000 6974999 0.66556
3 6975000 7049999 0.482213333333333
3 7050000 7124999 0.74388
3 7125000 7199999 0.311666666666667
3 7200000 7274999 0.596653333333333
3 7275000 7349999 0.357266666666667
3 7350000 7424999 0.224466666666667
3 7425000 7499999 0.659773333333333
3 7500000 7574999 0.58184
3 7575000 7649999 0.493306666666667
3 7650000 7724999 0.456173333333333
3 7725000 7799999 0.4616
3 7875000 7949999 0.47308
3 7950000 8024999 0.746026666666667
3 8025000 8099999 0.579053333333333
3 8100000 8174999 0.604373333333333
3 8175000 8249999 0.520733333333333
3 8250000 8324999 0.61772
3 8325000 8399999 0.30864
3 8400000 8474999 0.616853333333333
3 8475000 8549999 0.27252
3 8550000 8624999 0.546226666666667
3 8625000 8699999 0.509066666666667
3 8700000 8774999 0.226306666666667
3 8775000 8849999 0.75
3 8850000 8924999 0.642253333333333
3 8925000 8999999 0.65896
3 9e+06 9074999 0.590426666666667
3 9075000 9149999 0.402493333333333
3 9150000 9224999 0.351546666666667
3 9225000 9299999 0.316293333333333
3 9300000 9374999 0.560546666666667
3 9375000 9449999 0.586493333333333
3 9450000 9524999 0.193453333333333
3 9525000 9599999 0.62272
3 9600000 9674999 0.493506666666667
3 9675000 9749999 0.6642
3 9750000 9824999 0.543906666666667
3 9825000 9899999 0.64712
3 9900000 9974999 0.596413333333333
3 9975000 10049999 0.310693333333333
3 10050000 10124999 0.508186666666667
3 10125000 10199999 0.22156
3 10200000 10274999 0.277106666666667
3 10275000 10349999 0.77076
3 10350000 10424999 0.630253333333333
3 10425000 10499999 0.432613333333333
3 10575000 10649999 0.155946666666667
3 10650000 10724999 0.45596
3 10725000 10799999 0.752866666666667
3 10800000 10874999 0.824573333333333
3 10875000 10949999 0.725453333333333
3 10950000 11024999 0.507986666666667
3 11025000 11099999 0.550106666666667
3 11100000 11174999 0.690226666666667
3 11175000 11249999 0.643013333333333
3 11250000 11324999 0.356706666666667
3 11400000 11474999 0.372026666666667
3 11475000 11549999 0.801253333333333
3 11550000 11624999 0.895253333333333
3 11625000 11699999 0.160466666666667
3 11700000 11774999 0.511053333333333
3 11775000 11849999 0.737893333333333
3 1.2e+07 12074999 0.492333333333333
3 12075000 12149999 0.688373333333333
3 12150000 12224999 0.423773333333333
3 12225000 12299999 0.441573333333333
3 12300000 12374999 0.5242
3 12375000 12449999 0.77372
3 12450000 12524999 0.757573333333333
3 12525000 12599999 0.402266666666667
3 12600000 12674999 0.5156
3 12675000 12749999 0.528666666666667
3 12750000 12824999 0.550186666666667
3 12825000 12899999 0.0816133333333333
3 12900000 12974999 0.742106666666667
3 12975000 13049999 0.402666666666667
3 13050000 13124999 0.47792
3 13125000 13199999 0.63712
3 13200000 13274999 0.873773333333333
3 13275000 13349999 0.4632
3 13350000 13424999 0.404173333333333
3 13425000 13499999 0.604186666666667
3 13500000 13574999 0.402626666666667
3 13575000 13649999 0.773
3 13650000 13724999 0.536213333333333
3 13725000 13799999 0.526853333333333
3 13800000 13874999 0.5994
3 13875000 13949999 0.33492
3 13950000 14024999 0.327533333333333
3 14025000 14099999 0.63904
3 14100000 14174999 0.648986666666667
3 14175000 14249999 0.27156
3 14250000 14324999 0.46356
3 14325000 14399999 0.21288
3 14400000 14474999 0.499293333333333
3 14475000 14549999 0.11728
3 14625000 14699999 0.0484533333333333
3 14700000 14774999 0.287466666666667
3 14775000 14849999 0.71432
3 14850000 14924999 0.465973333333333
3 14925000 14999999 0.516213333333333
3 1.5e+07 15074999 0.0124933333333333
3 15075000 15149999 0.353973333333333
3 15150000 15224999 0.574933333333333
3 15225000 15299999 0.543133333333333
3 15300000 15374999 0.999986666666667
3 15525000 15599999 0.4226
3 15600000 15674999 0.736506666666667
3 15675000 15749999 0.5326
3 15750000 15824999 0.396
3 15825000 15899999 0.5856
3 15900000 15974999 0.343173333333333
3 15975000 16049999 0.44896
3 16050000 16124999 0.430946666666667
3 16200000 16274999 0.593613333333333
3 16275000 16349999 0.39148
3 16350000 16424999 0.452933333333333
3 16425000 16499999 0.606666666666667
3 16500000 16574999 0.54676
3 16575000 16649999 0.34372
3 16650000 16724999 0.357466666666667
3 16725000 16799999 0.700933333333333
4 1 74999 0.729866666666667
4 75000 149999 0.698453333333333
4 150000 224999 0.8652
4 225000 299999 0.408266666666667
4 3e+05 374999 0.177693333333333
4 450000 524999 0.0663333333333333
4 750000 824999 0.11268
4 825000 899999 0.09136
4 9e+05 974999 0.3208
4 975000 1049999 0.377906666666667
4 1050000 1124999 0.429946666666667
4 1125000 1199999 0.162693333333333
4 1275000 1349999 0.205093333333333
4 1350000 1424999 0.704133333333333
4 1425000 1499999 0.0897866666666667
4 1500000 1574999 0.0245466666666667
4 1725000 1799999 0.129013333333333
4 1875000 1949999 0.0351066666666667
4 1950000 2024999 0.53968
4 2025000 2099999 0.71244
4 2175000 2249999 0.3602
4 2250000 2324999 0.567333333333333
4 2325000 2399999 0.317373333333333
4 2400000 2474999 0.62432
4 2550000 2624999 0.571133333333333
4 2625000 2699999 0.838613333333333
4 2700000 2774999 0.70656
4 2775000 2849999 0.57724
4 2850000 2924999 0.425626666666667
4 2925000 2999999 0.45776
4 3e+06 3074999 0.0288
4 3150000 3224999 0.29948
4 3225000 3299999 0.123893333333333
4 3300000 3374999 0.643653333333333
4 3450000 3524999 0.16096
4 3525000 3599999 0.243466666666667
4 3750000 3824999 0.21496
4 3825000 3899999 0.530413333333333
4 3900000 3974999 0.0433466666666667
4 3975000 4049999 0.179226666666667
4 4050000 4124999 0.11496
