lg_bp_group,benlim_lq,benlim_paxton,benlim_priest,catchen_group1,catchen_group2,catchen_group3,fer_group1,hohenlohe_group1,hohenlohe_group2,japan_group1,roesti_boot,roesti_constance,roesti_geneva,roesti_joes,roesti_misty,roesti_roberts,russian_Ershov,russian_NilMash,whtcmn_CL,whtcmn_MH,whtcmn_SR,overalltrue.x,overallfalse.x,overalltotal,overallprop,bltrue.x,blfalse.x,bltotal,blprop,mltrue.x,mlfalse.x,mltrue2.x,mlfalse2.x,mltotal,mlprop,sltrue.x,slfalse.x,sltotal,slprop,wctrue.x,wcfalse.x,wctotal,wcprop,parallel_allpops_sig,parallel_benlim_sig,parallel_streamlake_sig,parallel_marinefresh_sig,parallel_whitecomm_sig
5_6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1,14,15,0.066666667,0,3,3,0,1,3,0,2,6,0.166666667,0,2,2,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,15,17,0.117647059,0,3,3,0,0,5,1,1,7,0.142857143,0,3,3,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_9,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,14,15,0.066666667,0,3,3,0,0,4,0,2,6,0,0,2,2,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,15,17,0.117647059,0,3,3,0,0,6,1,1,8,0.125,0,2,2,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,15,16,0.0625,0,3,3,0,0,5,0,2,7,0,0,2,2,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,18,19,0.052631579,0,3,3,0,0,6,0,2,8,0,1,3,4,0.25,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,17,17,0,0,3,3,0,0,5,0,2,7,0,0,3,3,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,12,13,0.076923077,0,3,3,0,0,2,0,2,4,0,0,2,2,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,4,17,21,0.19047619,0,3,3,0,1,5,1,1,8,0.25,0,6,6,0,2,1,3,0.666666667,FALSE,FALSE,FALSE,FALSE,FALSE
5_17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3,17,20,0.15,0,3,3,0,1,5,2,0,8,0.375,0,5,5,0,0,3,3,0,FALSE,FALSE,FALSE,TRUE,FALSE
5_18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,17,20,0.15,0,3,3,0,0,6,1,1,8,0.125,1,4,5,0.2,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,14,14,0,0,3,3,0,0,3,0,2,5,0,0,2,2,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,18,20,0.1,0,3,3,0,0,6,0,2,8,0,0,5,5,0,1,2,3,0.333333333,FALSE,FALSE,FALSE,FALSE,FALSE
5_22,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,11,11,0,0,3,3,0,0,2,0,2,4,0,0,0,0,NA,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,19,19,0,0,3,3,0,0,6,0,2,8,0,0,4,4,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,17,18,0.055555556,0,3,3,0,0,5,1,1,7,0.142857143,0,4,4,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,20,20,0,0,3,3,0,0,6,0,2,8,0,0,5,5,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_27,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1,14,15,0.066666667,0,3,3,0,0,5,0,2,7,0,0,1,1,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,14,17,0.176470588,0,3,3,0,2,3,0,2,7,0.285714286,0,3,3,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,18,20,0.1,0,3,3,0,1,5,0,2,8,0.125,0,5,5,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,14,15,0.066666667,0,3,3,0,0,4,0,2,6,0,0,2,2,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_32,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,17,20,0.15,0,3,3,0,1,5,1,1,8,0.25,0,5,5,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1,13,14,0.071428571,0,3,3,0,0,5,0,2,7,0,0,0,0,NA,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,16,17,0.058823529,0,3,3,0,0,6,0,2,8,0,0,2,2,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,16,17,0.058823529,0,3,3,0,0,6,0,2,8,0,0,2,2,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1,12,13,0.076923077,0,3,3,0,0,3,0,2,5,0,0,1,1,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,16,17,0.058823529,0,3,3,0,0,5,1,1,7,0.142857143,0,3,3,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,16,16,0,0,3,3,0,0,5,0,2,7,0,0,2,2,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_40,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1,8,9,0.111111111,0,3,3,0,0,0,0,2,2,0,0,0,0,NA,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,14,14,0,0,3,3,0,0,4,0,2,6,0,0,1,1,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,18,20,0.1,0,3,3,0,0,6,0,2,8,0,1,4,5,0.2,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_44,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,12,14,0.142857143,0,3,3,0,1,2,0,2,5,0.2,0,2,2,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_46,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,4,9,13,0.307692308,1,2,3,0.333333333,1,3,0,2,6,0.166666667,0,0,0,NA,1,2,3,0.333333333,FALSE,FALSE,FALSE,FALSE,FALSE
5_47,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,10,14,0.285714286,2,1,3,0.666666667,0,3,0,2,5,0,1,1,2,0.5,0,3,3,0,FALSE,TRUE,FALSE,FALSE,FALSE
5_48,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,3,6,9,0.333333333,1,2,3,0.333333333,0,0,0,2,2,0,0,0,0,NA,1,2,3,0.333333333,FALSE,FALSE,FALSE,FALSE,FALSE
5_52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,1,12,13,0.076923077,0,3,3,0,0,3,0,2,5,0,0,2,2,0,0,2,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,20,20,0,0,3,3,0,0,6,0,2,8,0,0,5,5,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,19,19,0,0,3,3,0,0,4,0,2,6,0,0,6,6,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21,21,0,0,3,3,0,0,6,0,2,8,0,0,6,6,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,18,18,0,0,3,3,0,0,6,0,2,8,0,0,3,3,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1,14,15,0.066666667,0,3,3,0,1,5,0,2,8,0.125,0,0,0,NA,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,18,18,0,0,3,3,0,0,5,0,2,7,0,0,4,4,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,19,20,0.05,0,3,3,0,0,6,0,2,8,0,0,5,5,0,1,2,3,0.333333333,FALSE,FALSE,FALSE,FALSE,FALSE
5_61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,18,18,0,0,3,3,0,0,6,0,2,8,0,0,3,3,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21,21,0,0,3,3,0,0,6,0,2,8,0,0,6,6,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,20,20,0,0,3,3,0,0,6,0,2,8,0,0,5,5,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,19,19,0,0,3,3,0,0,5,0,2,7,0,0,5,5,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,20,21,0.047619048,0,3,3,0,0,6,1,1,8,0.125,0,6,6,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21,21,0,0,3,3,0,0,6,0,2,8,0,0,6,6,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,20,20,0,0,3,3,0,0,6,0,2,8,0,0,5,5,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,18,20,0.1,0,3,3,0,0,6,1,1,8,0.125,1,4,5,0.2,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,19,19,0,0,3,3,0,0,6,0,2,8,0,0,4,4,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21,21,0,0,3,3,0,0,6,0,2,8,0,0,6,6,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,18,18,0,0,3,3,0,0,5,0,2,7,0,0,4,4,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21,21,0,0,3,3,0,0,6,0,2,8,0,0,6,6,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21,21,0,0,3,3,0,0,6,0,2,8,0,0,6,6,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,19,19,0,0,3,3,0,0,6,0,2,8,0,0,4,4,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21,21,0,0,3,3,0,0,6,0,2,8,0,0,6,6,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,20,20,0,0,3,3,0,0,6,0,2,8,0,0,5,5,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,16,16,0,0,3,3,0,0,5,0,2,7,0,0,2,2,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,20,20,0,0,3,3,0,0,6,0,2,8,0,0,5,5,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,16,17,0.058823529,0,3,3,0,0,6,0,2,8,0,0,2,2,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,19,20,0.05,0,3,3,0,0,6,0,2,8,0,0,5,5,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
5_82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,15,16,0.0625,0,3,3,0,0,5,0,2,7,0,0,2,2,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
6_1,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1,10,11,0.090909091,0,3,3,0,0,2,0,2,4,0,0,0,0,NA,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
6_2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,17,17,0,0,3,3,0,0,5,0,2,7,0,0,3,3,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
6_5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,20,20,0,0,3,3,0,0,6,0,2,8,0,0,5,5,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
6_6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,20,20,0,0,3,3,0,0,6,0,2,8,0,0,5,5,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
6_7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,15,15,0,0,3,3,0,0,4,0,2,6,0,0,2,2,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
6_8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,19,19,0,0,3,3,0,0,6,0,2,8,0,0,4,4,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
6_9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,18,19,0.052631579,0,3,3,0,0,6,0,2,8,0,0,4,4,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
6_10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,1,17,18,0.055555556,0,3,3,0,0,6,0,2,8,0,0,4,4,0,0,2,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
6_11,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1,10,11,0.090909091,0,3,3,0,0,2,0,2,4,0,0,0,0,NA,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
6_12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,19,19,0,0,3,3,0,0,6,0,2,8,0,0,4,4,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
6_13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,16,16,0,0,3,3,0,0,6,0,2,8,0,0,1,1,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
6_14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,16,17,0.058823529,0,3,3,0,0,6,0,2,8,0,1,1,2,0.5,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
6_15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,19,20,0.05,0,3,3,0,0,6,0,2,8,0,0,5,5,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
6_16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,19,19,0,0,3,3,0,0,6,0,2,8,0,0,4,4,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
