pop1 ecotype1 reg1 pop2 ecotype2 reg2 geography geography2 ecology group group2 lg n.sites num.outliers nnd.mean.null nnd.sd.null nnd.mean.emp nnd.emp.percentile nnd.emp.zscore nnd.emp.pvalue disp.all disp.out
cr stream or bea lake al allo allo D allo_D allo_D 20 341 69 0.00695521415371647 0.000807344050561714 0.00727471100466084 0.6511 0.395738162338691 0.692298199487324 0.00794920004639579 0.0235556135533263
cr stream or bea lake al allo allo D allo_D allo_D 21 238 62 0.218471157159303 0.0394110040962501 0.225636866073992 0.5773 0.181820003803729 0.855723985417339 0.787683217028897 2.39528839843587
cr stream or boot lake bc allo allo D allo_D allo_D 1 837 224 0.0883287508753892 0.0123673590538311 0.117655755295762 0.993 2.37132311698253 0.0177245283043231 0.661183820676502 2.08191090572254
cr stream or boot lake bc allo allo D allo_D allo_D 2 586 139 0.201628506380397 0.0244677200543771 0.169689363346484 0.0976 -1.30535836452808 0.191770848768766 0.555000802495786 2.87436252220518
cr stream or boot lake bc allo allo D allo_D allo_D 3 525 141 0.140359331165238 0.0162045977927429 0.132782264945655 0.3219 -0.467587428981203 0.640079656432626 0.367249952535751 1.35802815979786
cr stream or boot lake bc allo allo D allo_D allo_D 4 1042 274 0.104570082078002 0.0114048699597261 0.088236800425941 0.0742 -1.43213221279497 0.152105987070546 0.786305252190417 4.73122808072896
cr stream or boot lake bc allo allo D allo_D allo_D 5 447 100 0.131174513000738 0.0196259197588774 0.094505532785838 0.0171 -1.86839550275412 0.0617069634742931 1.46326412082082 4.13619653593858
cr stream or boot lake bc allo allo D allo_D allo_D 6 461 99 0.207569312161401 0.0252077252236878 0.152753891405427 0.0148 -2.17454848740033 0.0296639681269437 0.455766900661797 2.30958923008865
cr stream or boot lake bc allo allo D allo_D allo_D 7 807 238 0.116830305269581 0.0114128627408435 0.13533606827383 0.9459 1.62148300776657 0.104914091307202 0.473624577584211 1.6374963312055
cr stream or boot lake bc allo allo D allo_D allo_D 8 614 146 0.162388104890783 0.0172337854017522 0.178415468267722 0.8231 0.929996689834022 0.35237279836831 0.394309114849451 2.49533160055268
cr stream or boot lake bc allo allo D allo_D allo_D 9 578 131 0.0660489230158803 0.0145690828890454 0.0789837087765332 0.8118 0.887824296090635 0.3746352716375 20.3538479952891 22.7581717323553
cr stream or boot lake bc allo allo D allo_D allo_D 10 506 128 0.17023226689529 0.0228965244232921 0.217714723953779 0.9816 2.07378448277444 0.0380993309240824 0.626119820204344 2.01038622631963
cr stream or boot lake bc allo allo D allo_D allo_D 11 574 156 0.0931393122066869 0.0130873695056239 0.066393544832879 0.0189 -2.04363201958306 0.0409899135914799 0.448182864374648 1.72066196953736
cr stream or boot lake bc allo allo D allo_D allo_D 12 507 137 0.0557132264430163 0.0137594354554838 0.0397578369235861 0.011 -1.1595962327852 0.246213235507036 26.458758597997 26.9618168014361
cr stream or boot lake bc allo allo D allo_D allo_D 13 631 141 0.163576866908405 0.0195765153940311 0.154155546315519 0.3179 -0.481256260537472 0.630334379569549 1.18661775598788 2.41703238193081
cr stream or boot lake bc allo allo D allo_D allo_D 14 453 94 0.199608732138707 0.0267499123072871 0.248573084807909 0.9659 1.83044909107471 0.0671828127063848 0.402600761517689 1.82847873667157
cr stream or boot lake bc allo allo D allo_D allo_D 15 415 90 0.2191314925585 0.04833576998418 0.125428122681527 0.0019 -1.93859268007195 0.0525509555792898 1.36656292558015 2.50146222730904
cr stream or boot lake bc allo allo D allo_D allo_D 16 467 114 0.165080120784587 0.0566802708779609 0.125670289163972 0.2601 -0.695300692995428 0.486866880066415 3.98592862909471 4.34541395481648
cr stream or boot lake bc allo allo D allo_D allo_D 17 430 85 0.323734161113011 0.0432551660041969 0.294998263498629 0.253 -0.66433446612119 0.506476266319958 0.74487229044023 3.47903908177334
cr stream or boot lake bc allo allo D allo_D allo_D 18 465 128 0.150577010440266 0.0177969031808631 0.127400106179657 0.1013 -1.30229984537596 0.192813904506424 0.572951235184445 2.31430406804496
cr stream or boot lake bc allo allo D allo_D allo_D 20 500 137 0.00304009336008264 0.000296170005254147 0.00345315069085471 0.9181 1.39466294170346 0.163117504973995 0.00762834934268933 0.0187063539773864
cr stream or boot lake bc allo allo D allo_D allo_D 21 443 99 0.123630840991298 0.0195114339216686 0.13522924705242 0.7237 0.594441500695698 0.552216858063457 0.66899431936346 2.19167365699675
cr stream or boot lake bc allo allo D allo_D allo_D 1 837 224 0.0881436454458498 0.0123635599353172 0.117655755295762 0.9939 2.38702364078889 0.0169853989944235 0.661183820676502 2.08191090572254
cr stream or boot lake bc allo allo D allo_D allo_D 2 586 139 0.201331274868066 0.0243725851624203 0.169689363346484 0.0992 -1.29825832223864 0.194198582898327 0.555000802495786 2.87436252220518
cr stream or boot lake bc allo allo D allo_D allo_D 3 525 141 0.140896508695319 0.0162323761826999 0.132782264945655 0.3061 -0.499880218295612 0.61715942194727 0.367249952535751 1.35802815979786
cr stream or boot lake bc allo allo D allo_D allo_D 4 1042 274 0.104589404600779 0.0112925789062914 0.088236800425941 0.0742 -1.44808411883028 0.147593526474107 0.786305252190417 4.73122808072896
cr stream or boot lake bc allo allo D allo_D allo_D 5 447 100 0.131079688565899 0.019353229752436 0.094505532785838 0.0172 -1.88982181516539 0.0587817949223411 1.46326412082082 4.13619653593858
cr stream or boot lake bc allo allo D allo_D allo_D 6 461 99 0.207619607739846 0.025380174464052 0.152753891405427 0.0149 -2.16175489306149 0.0306370740054704 0.455766900661797 2.30958923008865
cr stream or boot lake bc allo allo D allo_D allo_D 7 807 238 0.116828188088159 0.0113999092939774 0.13533606827383 0.949 1.62351117964155 0.104480175453546 0.473624577584211 1.6374963312055
cr stream or boot lake bc allo allo D allo_D allo_D 8 614 146 0.162118143107248 0.0172042849458107 0.178415468267722 0.8309 0.947282913053705 0.34349463536715 0.394309114849451 2.49533160055268
cr stream or boot lake bc allo allo D allo_D allo_D 9 578 131 0.0664086896431156 0.0144474848175069 0.0789837087765332 0.8074 0.870395040538799 0.384084556052656 20.3538479952891 22.7581717323553
cr stream or boot lake bc allo allo D allo_D allo_D 10 506 128 0.170363326162306 0.0226543008865415 0.217714723953779 0.982 2.09017254730662 0.0366023026518796 0.626119820204344 2.01038622631963
cr stream or boot lake bc allo allo D allo_D allo_D 11 574 156 0.0929324415979013 0.0131803968417898 0.066393544832879 0.0169 -2.01351272526773 0.0440607176149495 0.448182864374648 1.72066196953736
cr stream or boot lake bc allo allo D allo_D allo_D 12 507 137 0.0555832162763715 0.0128818744228558 0.0397578369235861 0.0122 -1.22849973795017 0.219259427698948 26.458758597997 26.9618168014361
cr stream or boot lake bc allo allo D allo_D allo_D 13 631 141 0.163579496414083 0.0194920143729401 0.154155546315519 0.317 -0.483477485613116 0.628756742078734 1.18661775598788 2.41703238193081
cr stream or boot lake bc allo allo D allo_D allo_D 14 453 94 0.199248634767358 0.0271426781776874 0.248573084807909 0.9642 1.81722856225362 0.0691821232474603 0.402600761517689 1.82847873667157
cr stream or boot lake bc allo allo D allo_D allo_D 15 415 90 0.219245958722132 0.0475644922774694 0.125428122681527 0.0019 -1.97243430021947 0.0485600494714925 1.36656292558015 2.50146222730904
cr stream or boot lake bc allo allo D allo_D allo_D 16 467 114 0.16511987371832 0.0569617978433782 0.125670289163972 0.2659 -0.692562138976352 0.488584377294407 3.98592862909471 4.34541395481648
cr stream or boot lake bc allo allo D allo_D allo_D 17 430 85 0.324451943898692 0.0426694739638075 0.294998263498629 0.2505 -0.690275217009827 0.490021129902221 0.74487229044023 3.47903908177334
cr stream or boot lake bc allo allo D allo_D allo_D 18 465 128 0.150563487485413 0.0174728565179205 0.127400106179657 0.0915 -1.3256779898581 0.184946380952109 0.572951235184445 2.31430406804496
cr stream or boot lake bc allo allo D allo_D allo_D 20 500 137 0.00303724731350219 0.000304463937492513 0.00345315069085471 0.9164 1.36601852021557 0.171933150482575 0.00762834934268933 0.0187063539773864
cr stream or boot lake bc allo allo D allo_D allo_D 21 443 99 0.123475336552021 0.0192278278468889 0.13522924705242 0.7308 0.611296845072409 0.541003079259174 0.66899431936346 2.19167365699675
cr stream or boot stream bc allo allo S allo_S allo_S 1 714 218 0.0858995151909331 0.0128343329134801 0.113187203805059 0.9828 2.1261477942079 0.0334909554121873 0.831128774652413 2.55931862402785
cr stream or boot stream bc allo allo S allo_S allo_S 2 516 130 0.217457204776385 0.0268083114913861 0.151983840514146 0.0069 -2.4422785554128 0.0145948804641223 0.582741850020295 3.90371487410803
cr stream or boot stream bc allo allo S allo_S allo_S 3 480 144 0.137157712170335 0.0166404258944923 0.142507206231194 0.6266 0.321475790029496 0.747849856138793 0.440014285473678 1.33069445621764
cr stream or boot stream bc allo allo S allo_S allo_S 4 891 253 0.113795188807904 0.0126810070356295 0.135359612826215 0.9547 1.70052930005657 0.089031409937059 0.818372130088933 3.75683413590959
cr stream or boot stream bc allo allo S allo_S allo_S 5 415 98 0.133624710819626 0.0252993703053933 0.146540885421824 0.7898 0.510533441990205 0.609677791850797 1.52482283906472 5.16665530259333
cr stream or boot stream bc allo allo S allo_S allo_S 6 399 99 0.214599430253485 0.0263002202121798 0.155160680682466 0.0109 -2.26000957754311 0.0238206564241902 0.488116552153503 2.37082991227194
cr stream or boot stream bc allo allo S allo_S allo_S 7 693 218 0.130601502094051 0.0129249651332815 0.190106971273924 1 4.60391719174913 4.14617378534401e-06 0.497570657896152 1.42435280598432
cr stream or boot stream bc allo allo S allo_S allo_S 8 522 144 0.164496617339394 0.0170935542324769 0.138970396421892 0.0705 -1.493324359015 0.135352302276411 0.467595447577474 2.14575055065956
cr stream or boot stream bc allo allo S allo_S allo_S 9 486 132 0.0645519803128276 0.0142608685653324 0.0904837127690064 0.966 1.81838380582357 0.06900549175515 20.3871516850201 23.2020055131043
cr stream or boot stream bc allo allo S allo_S allo_S 10 448 131 0.16424332593705 0.021900618099038 0.160318911509858 0.4273 -0.179191948347965 0.857786985692654 0.653227806423003 2.10648091952424
cr stream or boot stream bc allo allo S allo_S allo_S 11 511 150 0.0997433094984893 0.0138938225812865 0.0757211941868074 0.0452 -1.72897812471258 0.0838130102719637 0.468064406002851 1.72253067267383
cr stream or boot stream bc allo allo S allo_S allo_S 12 454 125 0.0615545714263354 0.0121851919447644 0.061072797314417 0.4904 -0.0395376711423386 0.968461719756932 26.457775081103 26.8264833612642
cr stream or boot stream bc allo allo S allo_S allo_S 13 549 132 0.170386738884084 0.0212213615881159 0.15438195540396 0.222 -0.754182685859656 0.450739532662826 1.33624001736889 1.95482016167232
cr stream or boot stream bc allo allo S allo_S allo_S 14 384 89 0.218990370740911 0.0309627788285576 0.325649275239705 0.9998 3.44474587017429 0.000571596518613019 0.477817528306952 1.54763244780834
cr stream or boot stream bc allo allo S allo_S allo_S 15 382 73 0.252429011909945 0.0360789551426205 0.160199645861762 0.0055 -2.55632031702692 0.0105785689507751 0.437859168672076 2.61715548073454
cr stream or boot stream bc allo allo S allo_S allo_S 16 391 108 0.191252553559231 0.0649063696309847 0.242871998149929 0.6398 0.79529089185195 0.426444310507484 4.00431728954708 4.45034147944498
cr stream or boot stream bc allo allo S allo_S allo_S 17 372 78 0.346460120934914 0.0488796587743316 0.36878331394024 0.6722 0.456696989403881 0.647888855072496 0.769409253238028 3.49883133406602
cr stream or boot stream bc allo allo S allo_S allo_S 18 416 118 0.160470418364389 0.0202944502399864 0.185282916876745 0.889 1.22262481707773 0.221471435283944 0.700449997816344 1.76801355474448
cr stream or boot stream bc allo allo S allo_S allo_S 20 457 125 0.00350356951129448 0.000342822968903821 0.00364553929798479 0.6551 0.414119821505138 0.678786357082496 0.00698695792908413 0.0190816393485486
cr stream or boot stream bc allo allo S allo_S allo_S 21 330 88 0.144946350619929 0.0228277394375165 0.171994481414759 0.8806 1.18487995137959 0.236064915301777 0.676521582215058 1.44937755217912
cr stream or cl marine ns allo allo D allo_D allo_D 1 93 30 0.844866376393096 0.303417835467392 0.835190708861095 0.4944 -0.0318889214837875 0.974560633523163 4.27978470940547 9.56601058857606
cr stream or cl marine ns allo allo D allo_D allo_D 2 79 31 0.891669029644176 0.196271820510623 0.785919858790472 0.2951 -0.538789371691693 0.590032198055481 3.39194767511936 12.6856223116017
cr stream or cl marine ns allo allo D allo_D allo_D 3 66 15 1.40879521176541 0.455184891743472 0.48649959806516 0.0101 -2.0261999693523 0.0427442967904629 3.16151126157742 3.83419488854832
cr stream or cl marine ns allo allo D allo_D allo_D 4 99 54 0.707556394497369 0.149296791814181 0.726125009879856 0.5367 0.12437384056851 0.901019284709713 3.52943785192166 6.9907088412214
cr stream or cl marine ns allo allo D allo_D allo_D 5 45 10 1.99141056566183 0.824416573050557 0.883510698256421 0.0988 -1.34385928621726 0.178993893764663 3.77263834089591 13.2030019715971
cr stream or cl marine ns allo allo D allo_D allo_D 6 48 18 1.28492410762558 0.51477400512656 0.517646958344495 0.074 -1.49051261648777 0.136089501631288 4.4788726847974 13.7212624464531
cr stream or cl marine ns allo allo D allo_D allo_D 7 76 33 0.87549130139064 0.213607754567716 0.790124470222319 0.3559 -0.399642940590247 0.689419524193023 2.59492809352167 5.93620128008142
cr stream or cl marine ns allo allo D allo_D allo_D 8 60 24 0.974778364586917 0.389936029094853 0.640479581429161 0.2267 -0.857316991029925 0.391269720779546 3.97510870855113 23.2140510920309
cr stream or cl marine ns allo allo D allo_D allo_D 9 42 9 2.6534331217384 2.06076159630789 4.3679605275672 0.6998 0.831987265727676 0.405416132406357 22.8376048677094 38.1690344395333
cr stream or cl marine ns allo allo D allo_D allo_D 10 48 19 1.25169942127387 0.315304454604686 2.30462130168344 1 3.33938155656468 0.000839651486034537 3.11097201476547 5.25236825163544
cr stream or cl marine ns allo allo D allo_D allo_D 11 57 23 0.676082136163732 0.24807854262471 1.48396439324475 1 3.25655838079947 0.00112771736932122 3.57873744676 10.4175043862121
cr stream or cl marine ns allo allo D allo_D allo_D 12 49 12 1.93599821583204 1.6171712283285 0.578283708158049 0.1976 -0.839561379704561 0.40115436079401 26.5123642104305 27.4370045559028
cr stream or cl marine ns allo allo D allo_D allo_D 13 76 28 0.80982247123958 0.262931982074066 0.762979907294899 0.4596 -0.178154683105404 0.858601497953666 4.29420160395549 10.7123999283184
cr stream or cl marine ns allo allo D allo_D allo_D 14 60 15 1.53915000237854 0.709149008426181 0.839044132819986 0.2256 -0.987247900285877 0.32352112473044 4.146766783717 3.56544917780342
cr stream or cl marine ns allo allo D allo_D allo_D 15 53 19 1.26126109606178 0.490016033973921 1.05563959784986 0.3541 -0.419621979600092 0.67476162909648 4.80466855647663 14.3484923536907
cr stream or cl marine ns allo allo D allo_D allo_D 16 58 18 1.13036064525465 0.448741163791612 0.755215911948634 0.2158 -0.83599358288473 0.4031585131437 5.17160630566122 7.54231528340097
cr stream or cl marine ns allo allo D allo_D allo_D 17 38 11 2.77611360663512 1.14500566816576 4.44078691936881 0.8933 1.45385595811102 0.145986245442311 6.49406751839903 12.9446639239084
cr stream or cl marine ns allo allo D allo_D allo_D 18 56 14 1.19649773861909 0.54304794746729 3.31494922044538 1 3.90103947856997 9.57805279050047e-05 7.22356040199074 23.9081363411322
cr stream or cl marine ns allo allo D allo_D allo_D 20 62 29 0.0115916082702369 0.00236359961338503 0.00940668801783195 0.1824 -0.924403710354211 0.355276163649206 0.0366421971207014 0.0575937150263908
cr stream or cl marine ns allo allo D allo_D allo_D 21 34 15 0.8539180135138 0.349474087865139 0.369313355501934 0.0614 -1.38666835350286 0.165542914776024 3.24652055501202 10.6269809896704
cr stream or cl white ns allo allo D allo_D allo_D 1 137 48 0.485145327513035 0.160501183489346 0.434490716652791 0.3951 -0.315602724908296 0.752304069145679 3.10316789513437 8.23479790484404
cr stream or cl white ns allo allo D allo_D allo_D 2 97 32 0.846892819808072 0.204077440849522 0.782119977278688 0.3742 -0.317393447603772 0.750945078452736 2.32446099209359 12.7250793443087
cr stream or cl white ns allo allo D allo_D allo_D 3 92 27 0.723210944651228 0.203785752181935 0.84691200549079 0.7337 0.607015257519698 0.543840786691084 2.90304887180242 3.72627368291877
cr stream or cl white ns allo allo D allo_D allo_D 4 160 74 0.422049992542012 0.0944021373766335 0.469230043172424 0.6855 0.499777356122552 0.617231856555925 2.88175821928285 5.28619830528702
cr stream or cl white ns allo allo D allo_D allo_D 5 67 18 1.01319723330791 0.336510592487397 1.49560526151981 0.9035 1.43355971247761 0.151697947286465 2.43661969196375 7.49719886660967
cr stream or cl white ns allo allo D allo_D allo_D 6 75 23 1.00085878671866 0.304210268684998 0.828371040013932 0.3014 -0.567001723677284 0.570713010538878 2.09566851504305 3.47768955489737
cr stream or cl white ns allo allo D allo_D allo_D 7 124 49 0.596622181224234 0.114578580208529 0.396615799785745 0.036 -1.74558264794766 0.0808834995996423 2.01084265919615 5.92685559060323
cr stream or cl white ns allo allo D allo_D allo_D 8 91 30 0.817069660396907 0.250730065602009 1.21591880717032 0.9347 1.59075117623318 0.11166558468813 2.94266151119785 7.56039950035008
cr stream or cl white ns allo allo D allo_D allo_D 9 77 17 0.956279035250306 0.855357223981076 0.0647182216034983 0.0438 -1.04232569580371 0.297260702963748 22.3367170353309 37.630228980783
cr stream or cl white ns allo allo D allo_D allo_D 10 77 31 0.605373131849018 0.141831362328402 1.026110373278 0.9971 2.9664612573825 0.00301248312822751 3.18813216144955 4.7614637702622
cr stream or cl white ns allo allo D allo_D allo_D 11 82 30 0.51287686704144 0.130614995641947 1.00621819702361 0.9989 3.77706501123779 0.000158687320954567 2.41396766523409 7.77922113060618
cr stream or cl white ns allo allo D allo_D allo_D 12 75 18 1.25121507375376 1.05162927496258 0.412966145469935 0.244 -0.797095467234544 0.425395588667806 26.5887880863604 26.7903385273843
cr stream or cl white ns allo allo D allo_D allo_D 13 115 44 0.487305098073673 0.125037998530956 0.699974207630976 0.9449 1.70083584235117 0.0889738167783168 2.90900035032697 7.77842618117108
cr stream or cl white ns allo allo D allo_D allo_D 14 86 15 1.48835571687948 0.571815680044549 0.657637488906572 0.0704 -1.45277273247944 0.146286865131054 2.71329660645041 3.66235986871616
cr stream or cl white ns allo allo D allo_D allo_D 15 76 22 0.904094462562054 0.235778156545125 0.95510685983245 0.5682 0.216357605038077 0.828709009881476 1.53243415060412 4.63425095377902
cr stream or cl white ns allo allo D allo_D allo_D 16 76 23 0.913829213637964 0.329692769461421 0.934253238404169 0.6252 0.0619486584421269 0.950603718045971 4.69649883643427 3.21689158996458
cr stream or cl white ns allo allo D allo_D allo_D 17 75 16 1.9547448195536 0.572147313576576 3.09651150412739 0.9761 1.99558165787137 0.04597947767652 3.18852914629732 14.3204858313334
cr stream or cl white ns allo allo D allo_D allo_D 18 90 25 0.796601625888405 0.2469171362869 1.76069428259979 1 3.90451902694669 9.44129644363088e-05 2.76115212801262 9.31374545185125
cr stream or cl white ns allo allo D allo_D allo_D 20 75 37 0.00922451928212368 0.00212001490678905 0.0114977763044026 0.8547 1.07228350847871 0.283592711744396 0.0405236613455964 0.0406540085583548
cr stream or cl white ns allo allo D allo_D allo_D 21 61 15 1.13024862460916 0.35436279808032 0.370731188222658 0.0104 -2.14333287946989 0.0320863784871679 1.72526825631482 17.0366803919941
cr stream or constance lake sl allo allo D allo_D allo_D 1 775 304 0.0590488847576931 0.00787027527569194 0.0630584948503885 0.6894 0.50946249683026 0.610428079385152 0.777065619257527 2.10382285443606
cr stream or constance lake sl allo allo D allo_D allo_D 2 593 198 0.136804022177566 0.0139443539585582 0.148537424897324 0.7992 0.841444699025033 0.400098853244962 0.5379117312306 2.42600224789464
cr stream or constance lake sl allo allo D allo_D allo_D 3 512 182 0.106081448624599 0.0109407358489925 0.123794019701556 0.948 1.6189561032669 0.105456708285503 0.388061770737599 1.05892360891434
cr stream or constance lake sl allo allo D allo_D allo_D 4 1004 440 0.055812322160278 0.00554513027436834 0.063470751692952 0.9142 1.38110903689208 0.167245437411631 0.933106150426279 2.39021847654389
cr stream or constance lake sl allo allo D allo_D allo_D 5 423 136 0.0914690310880116 0.0132299251214979 0.0866938594229026 0.3612 -0.360937164893673 0.71814642009092 1.487794396334 2.61715011000653
cr stream or constance lake sl allo allo D allo_D allo_D 6 444 122 0.159047728805742 0.0191024781653088 0.205405820885079 0.9928 2.42681036869477 0.0152322152731779 0.505760386834532 1.48214956982228
cr stream or constance lake sl allo allo D allo_D allo_D 7 762 362 0.0706156085853887 0.00589790060100705 0.0911968592202058 0.9999 3.48958926695085 0.000483763456611318 0.462435239619918 1.22489752261442
cr stream or constance lake sl allo allo D allo_D allo_D 8 584 195 0.115769226475271 0.0108911821172375 0.127425268045737 0.8609 1.07022740460996 0.284516961831337 0.496435603232696 1.51499759740284
cr stream or constance lake sl allo allo D allo_D allo_D 9 547 193 0.0426372817919493 0.00807738685610463 0.0533927370208471 0.905 1.33155133219467 0.183007666396572 20.2627627931267 21.2808146096357
cr stream or constance lake sl allo allo D allo_D allo_D 10 510 213 0.0929224215075987 0.0108700698198776 0.0982170375586406 0.6797 0.487082064676334 0.626200175948737 0.627522283128254 1.66662630594612
cr stream or constance lake sl allo allo D allo_D allo_D 11 516 200 0.0763847458340307 0.00925687842469851 0.0662370688291304 0.14 -1.09623099054915 0.272977700683039 0.415268915093583 1.09791691221785
cr stream or constance lake sl allo allo D allo_D allo_D 12 515 206 0.0332972364285558 0.00372270717266525 0.0341337739823341 0.5867 0.224712155691627 0.822203207565806 26.5438264643821 26.8700825414765
cr stream or constance lake sl allo allo D allo_D allo_D 13 602 192 0.112003788456885 0.0122990582362997 0.097819928663537 0.1249 -1.15324763252889 0.248808757700994 1.18809364535872 2.49364974823598
cr stream or constance lake sl allo allo D allo_D allo_D 14 469 132 0.135990627485404 0.0159909447331544 0.141900885749451 0.6451 0.369600318347216 0.711680313867869 0.376729429515946 1.31813603591071
cr stream or constance lake sl allo allo D allo_D allo_D 15 439 114 0.173620767269884 0.0385780573123726 0.17852042351324 0.6618 0.127006298002065 0.898935413834876 1.36506194525533 1.29089104319575
cr stream or constance lake sl allo allo D allo_D allo_D 16 438 143 0.143338011719664 0.0479162903557767 0.089556530952738 0.0448 -1.12240493509827 0.261690307104549 3.87092319319434 4.34842340173291
cr stream or constance lake sl allo allo D allo_D allo_D 17 439 115 0.229352866392525 0.0264086237823571 0.201170928465507 0.1432 -1.06714905552351 0.285904533029486 0.708546992536014 1.76437719896392
cr stream or constance lake sl allo allo D allo_D allo_D 18 456 153 0.117328079129775 0.0136389316152015 0.108817393232408 0.2672 -0.623999455197925 0.532627942857388 0.627390602480537 2.00511879188775
cr stream or constance lake sl allo allo D allo_D allo_D 20 515 198 0.00192637270416604 0.000165334168455212 0.00186610359612682 0.3563 -0.364529054111088 0.715462982020005 0.00851081587284418 0.0175861362545639
cr stream or constance lake sl allo allo D allo_D allo_D 21 405 172 0.0699669839153231 0.00913044944289736 0.0571305701846459 0.0811 -1.40589067503821 0.159756590734613 0.522751236830633 1.31373459320224
cr stream or constance stream sl allo allo S allo_S allo_S 1 794 296 0.0637356841777987 0.00850573202031211 0.0794489300157595 0.9693 1.84737137267396 0.0646933352431276 0.763575743867882 2.1820629452983
cr stream or constance stream sl allo allo S allo_S allo_S 2 586 191 0.141066943181081 0.0145271324048838 0.142342180550963 0.5284 0.0877831449690631 0.930049034409412 0.55080686569241 2.79937731530376
cr stream or constance stream sl allo allo S allo_S allo_S 3 520 184 0.105429717245859 0.0109510866773683 0.137317482308238 0.9987 2.91183569282481 0.0035931158571966 0.356564439287472 1.03184479224123
cr stream or constance stream sl allo allo S allo_S allo_S 4 997 446 0.0541012931332187 0.0052750122146119 0.0627199292061245 0.9481 1.63386087505769 0.102288066602316 0.93343604831505 2.49950826674955
cr stream or constance stream sl allo allo S allo_S allo_S 5 435 141 0.0870844651791504 0.0124277823361698 0.0859377839876778 0.4854 -0.0922675631464285 0.92648545926567 1.51958144753687 2.4909450817015
cr stream or constance stream sl allo allo S allo_S allo_S 6 476 116 0.166790227927294 0.0206456537118487 0.155026198976069 0.2838 -0.569806561488225 0.568808904730022 0.509113124467748 1.4193876491325
cr stream or constance stream sl allo allo S allo_S allo_S 7 789 354 0.0731828440957347 0.00612259596812237 0.0877257052325331 0.9909 2.37527695972699 0.0175357868030942 0.458891383955113 1.28944975942771
cr stream or constance stream sl allo allo S allo_S allo_S 8 598 192 0.117890076221531 0.0111804576348767 0.121529593428884 0.6304 0.325524886924138 0.744783850350049 0.503384304319173 1.51940762531776
cr stream or constance stream sl allo allo S allo_S allo_S 9 562 195 0.040857772376218 0.00784564127458561 0.0575595491860213 0.9843 2.12879689820963 0.0332710676738716 20.2688270111856 21.297952896215
cr stream or constance stream sl allo allo S allo_S allo_S 10 528 203 0.0948565593166075 0.0116492940694611 0.101106615706055 0.699 0.536518037245924 0.591600573385494 0.70592951482194 1.70206020589135
cr stream or constance stream sl allo allo S allo_S allo_S 11 526 197 0.0764425569187795 0.00929960828873832 0.0802174061908247 0.6487 0.405914868115083 0.684805153123926 0.410562855401957 1.28026408711201
cr stream or constance stream sl allo allo S allo_S allo_S 12 519 203 0.0334925140529809 0.003612706462361 0.0319521088794007 0.3364 -0.426385367764836 0.669827061739548 26.4752447130357 26.9807311893458
cr stream or constance stream sl allo allo S allo_S allo_S 13 615 182 0.119477862348653 0.0133703887095796 0.128353348735011 0.7466 0.66381663085074 0.506807680089926 1.18119559248735 2.47140680203517
cr stream or constance stream sl allo allo S allo_S allo_S 14 484 126 0.144265496721728 0.0167527689602058 0.177757035452778 0.9768 1.9991643656404 0.0455905727434606 0.343723138618304 1.17501042645969
cr stream or constance stream sl allo allo S allo_S allo_S 15 460 110 0.177072240829905 0.0390564430610776 0.217221535678391 0.7991 1.0279813444788 0.303958603231139 1.35794135366117 1.22564008007593
cr stream or constance stream sl allo allo S allo_S allo_S 16 452 146 0.133472040531251 0.044259044842573 0.175344979062391 0.728 0.94608771337203 0.344103850004619 3.86388843432314 4.35733886469794
cr stream or constance stream sl allo allo S allo_S allo_S 17 466 115 0.227961391098012 0.0271836432761541 0.185894187602739 0.0626 -1.54751896454492 0.121738155047658 0.680728861966229 2.17845570145043
cr stream or constance stream sl allo allo S allo_S allo_S 18 477 159 0.113649279744562 0.0132084417480027 0.0831901273464183 0.011 -2.30603677400097 0.0211085776161279 0.60566546927204 1.53511367679596
cr stream or constance stream sl allo allo S allo_S allo_S 20 529 205 0.00184779881057242 0.000154832746965307 0.00151788284608163 0.0187 -2.13078932562443 0.0331065021416172 0.00823887709346362 0.0174575363305996
cr stream or constance stream sl allo allo S allo_S allo_S 21 439 143 0.0864984157407259 0.0117413016922131 0.0667621791133715 0.0461 -1.68092406998141 0.0927776639885284 0.542655919061857 1.39242935005985
cr stream or cp marine ns allo allo D allo_D allo_D 1 204 71 0.294739987460428 0.0676895407079874 0.309413708103786 0.58 0.216779734208271 0.828380006179254 2.06835575674175 7.49777557442788
cr stream or cp marine ns allo allo D allo_D allo_D 2 143 43 0.66853910499881 0.133055214893004 0.789904623710034 0.8159 0.912144020877497 0.361692907633122 1.47113426472036 7.17218011287638
cr stream or cp marine ns allo allo D allo_D allo_D 3 132 31 0.609388167816206 0.171271351534604 0.640826837805984 0.5926 0.183560587968068 0.854358183916054 2.87537839992687 3.58703625534412
cr stream or cp marine ns allo allo D allo_D allo_D 4 239 97 0.320358333838143 0.059428437625942 0.216547238982979 0.0418 -1.74682524061254 0.0806676568770635 1.88136828916128 4.82864493269035
cr stream or cp marine ns allo allo D allo_D allo_D 5 129 41 0.345094230176186 0.111586601848535 0.450978938763941 0.795 0.948901631859707 0.342670644527756 2.53175314726991 8.008757415414
cr stream or cp marine ns allo allo D allo_D allo_D 6 110 26 0.826704482757825 0.238904553740563 0.527124597466682 0.0958 -1.2539731059981 0.209851780850814 2.59286599490917 13.271187373139
