pop1 ecotype1 reg1 pop2 ecotype2 reg2 geography geography2 ecology group group2 lg n.sites num.outliers nnd.mean.null nnd.sd.null nnd.mean.emp nnd.emp.percentile nnd.emp.zscore nnd.emp.pvalue disp.all disp.out
lq benthic bc mh marine ns allo allo D allo_D allo_D 6 452 11 2.39146179084713 0.861982308854188 1.76979383446964 0.2766 -0.721207326405404 0.470781964823463 0.636591206389029 6.9015456262456
lq benthic bc mh marine ns allo allo D allo_D allo_D 7 741 184 0.15390456769916 0.0186480067635715 0.186199989804711 0.9572 1.73184311411982 0.0833014994178271 0.63104613321773 7.87037211956402
lq benthic bc mh marine ns allo allo D allo_D allo_D 8 473 44 0.594073315919016 0.119078187518969 0.890298079685927 0.9906 2.48764924910973 0.0128590485279365 0.892852813829551 9.74888980252637
lq benthic bc mh marine ns allo allo D allo_D allo_D 9 506 56 0.214590480758811 0.141277924364456 0.0157825691888245 9e-04 -1.40721144130855 0.159364699972127 20.8261042485755 1.26508871105461
lq benthic bc mh marine ns allo allo D allo_D allo_D 10 363 21 1.26485088571804 0.347294185319589 1.14745219483354 0.3735 -0.338038170078969 0.735334423560799 0.838668274425455 6.99307431713931
lq benthic bc mh marine ns allo allo D allo_D allo_D 11 476 59 0.276542372699295 0.0465468709694989 0.192619817315302 0.0377 -1.80296878471133 0.0713931171527195 0.44413546131657 5.30850320123426
lq benthic bc mh marine ns allo allo D allo_D allo_D 12 428 46 0.25027473366876 0.230330687738543 0.150908897253966 0.2256 -0.431405113189209 0.666173832691994 26.4517317015877 29.4798085765077
lq benthic bc mh marine ns allo allo D allo_D allo_D 13 523 20 1.57066386151861 0.47983124875987 2.45217989337252 0.9582 1.83713760646519 0.066189583715689 1.57367617400629 9.19185160856278
lq benthic bc mh marine ns allo allo D allo_D allo_D 14 373 19 1.17836993465939 0.336152076078393 1.33310463130338 0.6611 0.460311590067068 0.645292583232116 0.694353882488649 4.92211584192131
lq benthic bc mh marine ns allo allo D allo_D allo_D 15 374 17 1.37609634737547 0.401778834689431 1.02829155199669 0.2021 -0.865662313067403 0.386675372856173 1.10389465842745 6.18832599642907
lq benthic bc mh marine ns allo allo D allo_D allo_D 16 429 50 0.417153553370628 0.133941833930283 0.392005157261246 0.5695 -0.187756098087115 0.851067852272381 3.84000279957231 5.48000394021782
lq benthic bc mh marine ns allo allo D allo_D allo_D 17 342 16 2.21161586340013 0.523565410429363 2.48865447451293 0.6896 0.529138490805979 0.596709381961944 0.729708396365498 6.43421641172299
lq benthic bc mh marine ns allo allo D allo_D allo_D 18 410 24 0.985217857437969 0.239173825944934 1.29189975877015 0.8915 1.28225528073791 0.199753109680637 0.689148404747695 3.30704712347403
lq benthic bc mh marine ns allo allo D allo_D allo_D 20 599 103 0.00399304018573901 0.000496555886547776 0.00288199254466193 0.0085 -2.23750774318971 0.025253173814536 0.00690141646257273 0.0347339183748955
lq benthic bc mh marine ns allo allo D allo_D allo_D 21 336 95 0.152028406808328 0.0265305227161398 0.11515712568097 0.084 -1.38976836309854 0.164599227911988 0.754062606834071 10.6359678230674
lq benthic bc mh white ns allo allo D allo_D allo_D 1 644 94 0.253221207750705 0.0883796453021316 0.421839349012207 0.9869 1.90788434016757 0.0564061667118482 3.16909901909251 9.51148909868608
lq benthic bc mh white ns allo allo D allo_D allo_D 2 405 47 0.645447345248002 0.126670552593652 0.423921947720265 0.04 -1.74883106603609 0.0803202251062822 1.09808599615203 5.50990318578256
lq benthic bc mh white ns allo allo D allo_D allo_D 3 275 23 0.983300481528131 0.241284572100709 0.553120594641528 0.0345 -1.78287357182146 0.0746068860320682 0.853186753370069 8.7952855972206
lq benthic bc mh white ns allo allo D allo_D allo_D 4 711 157 0.173766582898221 0.0267338211020096 0.162720489117476 0.3416 -0.41318798904937 0.67946888734772 1.24502893036281 20.8884209875732
lq benthic bc mh white ns allo allo D allo_D allo_D 5 289 30 0.568493080604553 0.163329003115947 0.58647796135208 0.5726 0.110114434083453 0.912318621027098 1.77711702389105 4.58346073008518
lq benthic bc mh white ns allo allo D allo_D allo_D 6 368 14 1.84328588837417 0.620574435850766 1.64279970335012 0.3876 -0.323065491328528 0.746645644024044 1.07558527071212 3.97060658031477
lq benthic bc mh white ns allo allo D allo_D allo_D 7 628 166 0.164804644875284 0.0224460848589671 0.204022277222607 0.9594 1.74719255468091 0.0806039427782932 0.888246989754115 4.99260629420857
lq benthic bc mh white ns allo allo D allo_D allo_D 8 367 42 0.613527379533236 0.125396216334161 0.630492242582852 0.5603 0.135290071308109 0.892382534854646 1.02095690618056 2.45139148637836
lq benthic bc mh white ns allo allo D allo_D allo_D 9 407 50 0.288916904760216 0.220980747409332 0.0197387475385652 0.0028 -1.21810682775473 0.223183379594092 20.8930947817889 1.2644464218286
lq benthic bc mh white ns allo allo D allo_D allo_D 10 300 15 1.87899154607016 0.598344578914674 0.415435607074018 0.0016 -2.44600852179668 0.0144447586269472 1.06974377804587 8.63361658197599
lq benthic bc mh white ns allo allo D allo_D allo_D 11 361 48 0.336717299955562 0.0647986531668268 0.27597380133053 0.1775 -0.937419153892677 0.348542992185729 0.59326450783032 8.87520821131047
lq benthic bc mh white ns allo allo D allo_D allo_D 12 339 39 0.418608606394567 0.401775532008282 0.118272331038977 0.0179 -0.747522562796081 0.454748188457366 26.4571170878096 31.0332547102201
lq benthic bc mh white ns allo allo D allo_D allo_D 13 393 22 1.41253039001695 0.437205690668519 0.881583761637798 0.1108 -1.21440923508405 0.224591490607316 1.77166584917653 9.29906778943885
lq benthic bc mh white ns allo allo D allo_D allo_D 14 273 14 1.59676178076454 0.55035199653584 2.50344610223802 0.9514 1.64746258245733 0.099463001065502 1.0463139576046 4.35588811075076
lq benthic bc mh white ns allo allo D allo_D allo_D 15 284 14 1.69428855130171 0.526776183316814 0.744681832836354 0.023 -1.80267587742144 0.0714391327595984 1.28488559184902 10.4115271575804
lq benthic bc mh white ns allo allo D allo_D allo_D 16 332 30 0.724254713034098 0.246847714515159 0.306481693399262 0.007 -1.69243219632556 0.0905635978876401 3.97978603892443 6.38048728866046
lq benthic bc mh white ns allo allo D allo_D allo_D 17 269 14 2.57766739849386 0.693413157266414 2.56069272736753 0.4858 -0.0244798803548166 0.980469832056928 0.935304090403221 8.44671758003929
lq benthic bc mh white ns allo allo D allo_D allo_D 18 335 16 1.5165160205599 0.468927690472486 1.90650870215337 0.7738 0.831669124082906 0.405595733147152 0.840276651491979 2.0952242438315
lq benthic bc mh white ns allo allo D allo_D allo_D 20 492 81 0.00520956155413598 0.00071218963112606 0.00352930458789649 0.0073 -2.35928310776275 0.0183102808813967 0.0083360042768477 0.0431370972104347
lq benthic bc mh white ns allo allo D allo_D allo_D 21 264 74 0.206391542825929 0.0422687649539989 0.226357534869591 0.6694 0.472358065474385 0.63667123094894 0.842563248669832 5.83787737429754
lq benthic bc misty lake bc allo para D allo_D para_D 1 133 6 3.95991342641344 2.75458207818732 7.35989384524364 0.8296 1.2342999127721 0.217091168430922 4.3325370753265 38.0631322907902
lq benthic bc misty lake bc allo para D allo_D para_D 2 67 2 23.721418033134 17.7326166373661 12.1959614945604 0.3588 -0.649958027868667 0.515719333658148 3.19809857760085 NA
lq benthic bc misty lake bc allo para D allo_D para_D 3 77 5 4.4070691196329 2.24091247877918 0.307935202980686 0.0037 -1.82922535148957 0.0673658561184103 1.54592646118434 0.299075328966739
lq benthic bc misty lake bc allo para D allo_D para_D 4 120 7 3.45577883961815 1.95951446787999 0.0502964156719656 0.0016 -1.73792155136808 0.0822246376737765 4.14921296091705 27.8231564511275
lq benthic bc misty lake bc allo para D allo_D para_D 6 32 3 10.7123736536288 5.71383919511307 13.5724510157676 0.6967 0.50055265198659 0.616685992026974 3.71248138072177 10.4115714015375
lq benthic bc misty lake bc allo para D allo_D para_D 7 106 12 3.14753279265542 0.960395416489886 1.17210573762683 0.0175 -2.05688929904363 0.0396968755551654 1.63087007645832 2.58019503389481
lq benthic bc misty lake bc allo para D allo_D para_D 8 78 4 7.06655151120711 3.84314683185757 2.17914326481644 0.095 -1.27172040523582 0.203472477891001 3.6550663603476 0.494523599176934
lq benthic bc misty lake bc allo para D allo_D para_D 9 78 5 3.3886667350115 3.59455645007896 0.0243919972362086 0.1259 -0.935935986678243 0.349306147288447 21.0665853410033 0.0108957993513531
lq benthic bc misty lake bc allo para D allo_D para_D 10 50 3 11.562654580824 6.04540239365208 4.41367518609082 0.1473 -1.18254814637979 0.236988273452476 4.16959838369854 13.24102555818
lq benthic bc misty lake bc allo para D allo_D para_D 12 66 3 6.21357618007191 6.09496284638874 4.5862484932398 0.6416 -0.266995505607766 0.789472621528436 26.522224559677 0.00796017989275345
lq benthic bc misty lake bc allo para D allo_D para_D 13 93 4 8.53546486847529 4.16236113668207 11.2555576651495 0.7217 0.653497547990878 0.513435569675071 2.4824088468106 26.1693878475396
lq benthic bc misty lake bc allo para D allo_D para_D 14 67 8 3.09297605747244 1.28304515536298 0.122143618885119 0.0019 -2.31545431286621 0.0205880821034283 3.21188886350757 1.0057906220689e-12
lq benthic bc misty lake bc allo para D allo_D para_D 20 64 7 0.0783759026849262 0.0268423143677681 0.0796775106313021 0.5056 0.0484908986811829 0.961325017710928 0.0271054245723907 0.142853629009195
lq benthic bc misty lake bc allo para D allo_D para_D 21 52 4 5.07355822807938 2.55213982946784 0.428997147240346 0.0328 -1.81986936107944 0.0687789018071703 3.35163767819368 1.66997880265263
lq benthic bc misty stream bc allo para D allo_D para_D 1 136 6 3.94229550534182 2.65456396482818 7.35989384524364 0.8564 1.28744245201227 0.197940115744601 3.83588440812991 38.0631322907902
lq benthic bc misty stream bc allo para D allo_D para_D 2 69 2 24.2472924838591 18.8720593225011 13.6516326920475 0.3985 -0.561446931187763 0.574492898207622 3.51250855523197 NA
lq benthic bc misty stream bc allo para D allo_D para_D 3 78 5 4.33245608799146 2.22543970117483 0.307935202980686 0.0032 -1.80841605498734 0.070541771021962 1.75381740687279 0.299075328966739
lq benthic bc misty stream bc allo para D allo_D para_D 4 118 4 5.81677856848589 4.02776060350674 0.939668976583231 0.1055 -1.210873751448 0.225943793925716 3.28653079155459 24.1731636447571
lq benthic bc misty stream bc allo para D allo_D para_D 6 35 3 10.6410962931289 5.52296840032085 8.19892320356737 0.3616 -0.442184874608301 0.658355430351464 3.30706299593725 10.4115714015375
lq benthic bc misty stream bc allo para D allo_D para_D 7 115 10 3.66086263970404 1.25239818178142 0.71068729371414 0.0038 -2.35562091106964 0.0184917779752225 1.66290718840189 2.40472347450931
lq benthic bc misty stream bc allo para D allo_D para_D 8 77 4 6.92577460520934 3.76687242656485 2.34907341771374 0.114 -1.2149870420935 0.224371033579819 2.84236110340828 0.494523599176934
lq benthic bc misty stream bc allo para D allo_D para_D 9 79 5 3.21389299974529 3.62943970857834 0.0243919972362086 0.146 -0.878786054765027 0.379517288835426 27.7942181936249 0.0108957993513531
lq benthic bc misty stream bc allo para D allo_D para_D 10 55 4 7.69038362683166 4.18344207393404 3.31025638956811 0.2101 -1.04701515160327 0.295092590133965 4.60533323666948 12.7157716882926
lq benthic bc misty stream bc allo para D allo_D para_D 12 59 3 6.54883090336418 6.37136443214181 4.25412475757406 0.5891 -0.360159298723199 0.718728010016222 26.4800508163152 0.00796017989275345
lq benthic bc misty stream bc allo para D allo_D para_D 13 87 5 6.79484671258716 3.15228181650524 5.04317312160049 0.3187 -0.555684324229823 0.578426674622657 2.42881314654255 16.4999952422907
lq benthic bc misty stream bc allo para D allo_D para_D 14 68 9 2.68110135919359 1.07800163475781 0.266802118690745 0.0037 -2.23960628876528 0.0251164940879033 3.21637854263314 1.0057906220689e-12
lq benthic bc misty stream bc allo para D allo_D para_D 16 42 2 15.831192264581 12.205268139186 9.23838337385519e-06 0.0089 -1.29707785569826 0.194604399957559 3.53822354845207 NA
lq benthic bc misty stream bc allo para D allo_D para_D 17 50 2 23.6428700286136 19.5837348644144 NA 0.999 NA NA 3.22561049788818 NA
lq benthic bc misty stream bc allo para D allo_D para_D 20 60 7 0.0765768804527612 0.0263808722125768 0.0496244580629593 0.1695 -1.02166532526368 0.306939327862165 0.0390238453984828 0.142853884782174
lq benthic bc misty stream bc allo para D allo_D para_D 21 49 2 11.1137199474133 8.53393543596763 1.19523435518891 0.1339 -1.16224052392304 0.245137778131576 3.29956986525394 NA
lq benthic bc ms marine or allo allo D allo_D allo_D 1 147 7 2.90214146322418 2.17598746258364 0.133173649914213 0.0208 -1.27251092247666 0.203191645786245 3.68130303069995 1.99443621367369
lq benthic bc ms marine or allo allo D allo_D allo_D 3 113 9 2.50418491163312 0.981667794135584 1.52544272370186 0.1799 -0.997019759411687 0.318754918952321 1.34924287115378 3.27855956899163
lq benthic bc ms marine or allo allo D allo_D allo_D 4 158 7 3.61952326546488 2.15320067053317 0.412473101611428 0.0453 -1.48943394256854 0.136373136073229 3.19889907769324 27.3599614988008
lq benthic bc ms marine or allo allo D allo_D allo_D 7 134 15 2.39680385994185 0.760971145471671 0.631397519904519 0.0041 -2.31993860810988 0.0203441986418674 1.85872667949885 16.9550801821185
lq benthic bc ms marine or allo allo D allo_D allo_D 9 110 3 5.18292606707912 6.37481837949975 12.8859882536839 0.8121 1.20835790575249 0.226909623920375 23.1577150849593 38.2598327346635
lq benthic bc ms marine or allo allo D allo_D allo_D 12 67 2 11.0805165473782 14.8668618630647 0.823045002708202 0.1283 -0.68995539469925 0.490222238417535 26.544809285457 NA
lq benthic bc ms marine or allo allo D allo_D allo_D 13 113 5 6.50020486835978 3.01283237170398 1.11072160574798 0.0203 -1.78884272262504 0.0736401483499107 2.27983698742865 8.71661291747637
lq benthic bc ms marine or allo allo D allo_D allo_D 14 75 11 2.06058916912281 0.931312875856458 0.122109313525904 5e-04 -2.08144857206471 0.0373928667323046 3.49369498724346 1.0057906220689e-12
lq benthic bc ms marine or allo allo D allo_D allo_D 16 65 3 9.5309644240507 4.85662365831569 12.145888124872 0.7234 0.538424198536352 0.590284223902103 5.53131418375979 1.6057748571184
lq benthic bc ms marine or allo allo D allo_D allo_D 18 82 2 15.8189454949648 11.5088024697443 26.7552608342141 0.8283 0.95025658560045 0.341981892715957 1.96218389259197 NA
lq benthic bc ms marine or allo allo D allo_D allo_D 20 65 7 0.0778936671054776 0.0257676669445648 0.0396882136736664 0.074 -1.48268966352306 0.138156882154589 0.0293140289430336 0.079957821367177
lq benthic bc ms marine or allo allo D allo_D allo_D 21 69 2 10.9538916797246 9.17350001578765 3.74323320583524 0.3025 -0.786031336074534 0.431849129085441 2.11546344308329 24.9154930738828
lq benthic bc mud lake al allo allo D allo_D allo_D 1 97 9 2.94251436048733 1.54588570267067 4.85005417946042 0.8351 1.23394621974809 0.217222945042422 3.8585931043214 35.0595605642875
lq benthic bc mud lake al allo allo D allo_D allo_D 2 50 2 20.3286044609114 16.1651442957514 22.6741925215653 0.5734 0.145101585098155 0.884630666808092 3.80925602819392 NA
lq benthic bc mud lake al allo allo D allo_D allo_D 3 59 3 6.41603232227 4.35659269463498 2.3065386902377 0.2109 -0.943281578076609 0.345536896033708 2.13242901776098 0.305351949885338
lq benthic bc mud lake al allo allo D allo_D allo_D 4 94 11 2.54213286391421 1.32706643650926 2.19847779422566 0.4402 -0.258958451690264 0.795667297967077 4.88808613765884 15.1932512244259
lq benthic bc mud lake al allo allo D allo_D allo_D 5 41 3 7.78488801900294 4.1003747940992 2.85421690429756 0.1535 -1.2024927871962 0.229172658981774 3.46262893120882 7.22763049809275
lq benthic bc mud lake al allo allo D allo_D allo_D 6 31 6 4.36779363976598 1.88485038989463 3.94005381375193 0.4417 -0.22693569118659 0.820473748425353 3.85851870180924 1.18054622670153e-06
lq benthic bc mud lake al allo allo D allo_D allo_D 7 72 8 4.75827205869275 1.66662004265166 1.52865011263148 0.0224 -1.93782737721239 0.0526442864853245 1.90831066042265 3.38282915750611
lq benthic bc mud lake al allo allo D allo_D allo_D 9 57 2 8.58389300085151 14.3935375139597 9.2370555648813e-13 9e-04 -0.596371322374742 0.550927194018599 29.665119086529 NA
lq benthic bc mud lake al allo allo D allo_D allo_D 11 46 4 5.77019067674596 2.77656579831534 1.55951931879297 0.0642 -1.51650335839611 0.129392121764422 2.13410491226376 10.8405712819039
lq benthic bc mud lake al allo allo D allo_D allo_D 13 55 3 13.1760438806638 6.78486419566119 1.72248533633343 0.0327 -1.68810431779235 0.0913912057624124 2.39293210259827 5.16744904024472
lq benthic bc mud lake al allo allo D allo_D allo_D 14 42 3 8.72557114534696 4.67925000001797 20.9148224009492 0.9894 2.60495832784216 0.00918854348348345 2.27384112162976 NA
lq benthic bc mud lake al allo allo D allo_D allo_D 16 27 3 9.73069308138077 4.30366002576554 8.09550471402172 0.3416 -0.379952960403322 0.703980333321324 2.21798208484364 1.89817802206321
lq benthic bc mud lake al allo allo D allo_D allo_D 18 55 2 13.9531342383402 10.0993243524694 8.47807524196715 0.3823 -0.542121314782241 0.587734936063876 2.16007543942749 NA
lq benthic bc mud lake al allo allo D allo_D allo_D 20 55 6 0.097421839226054 0.0345515789430736 0.0527014105838421 0.114 -1.29430926198459 0.195558618524118 0.032189873827716 0.048920170525952
lq benthic bc pcr lake or allo allo D allo_D allo_D 1 226 19 1.33163991647259 0.633689017577269 0.988562757131538 0.3184 -0.541396725877801 0.58823416345197 2.22883205805891 8.63073121527657
lq benthic bc pcr lake or allo allo D allo_D allo_D 2 121 4 8.2378049791601 4.4966356838723 4.32051880530466 0.2608 -0.871159339838278 0.383667157448837 4.07215063014016 3.92294988684425
lq benthic bc pcr lake or allo allo D allo_D allo_D 3 124 12 1.98928990802113 0.639522749960351 0.216269789227321 5e-04 -2.77241133158082 0.005564267610624 1.09979870621781 10.0414517120674
lq benthic bc pcr lake or allo allo D allo_D allo_D 4 219 11 2.94654334784106 1.34632270282075 1.60644533885349 0.1788 -0.995376521676316 0.319553173143759 2.30469445017733 14.5176942857753
lq benthic bc pcr lake or allo allo D allo_D allo_D 6 82 3 10.5694600624657 5.53657226602908 9.86962657289545 0.4899 -0.126401942563684 0.899413764543888 1.76558575766283 NA
lq benthic bc pcr lake or allo allo D allo_D allo_D 7 222 12 3.10836398683063 1.09071695198916 2.59643230429521 0.3335 -0.469353374953787 0.638817069426186 1.7557266914282 16.4176194908137
lq benthic bc pcr lake or allo allo D allo_D allo_D 8 127 2 15.1275945342309 13.1165900095306 32.2573603439289 0.8529 1.30596182370962 0.191565540434369 1.50731841673721 NA
lq benthic bc pcr lake or allo allo D allo_D allo_D 9 143 3 5.51891639245126 6.44479479605307 12.8934575412913 0.7979 1.14426314292526 0.252514523627676 21.02505896958 38.117989002868
lq benthic bc pcr lake or allo allo D allo_D allo_D 10 96 2 18.9964802861339 15.1429677408558 35.901768489247 0.8159 1.11637880317888 0.26426002284008 2.84407199377383 NA
lq benthic bc pcr lake or allo allo D allo_D allo_D 11 113 9 2.20990124872175 0.93226443096864 1.01301340716091 0.0956 -1.28385016289557 0.199194387865185 1.62498984659941 14.1915312266872
lq benthic bc pcr lake or allo allo D allo_D allo_D 12 90 3 5.80981843148743 5.71620787625634 2.81519135941176 0.3426 -0.523883514543721 0.60035956160947 26.571671569963 5.77316875089081
lq benthic bc pcr lake or allo allo D allo_D allo_D 13 136 6 5.97921401139292 2.45221149650809 9.18136911954398 0.8799 1.30582338134818 0.191612626870504 2.01378448716695 28.4541595249701
lq benthic bc pcr lake or allo allo D allo_D allo_D 14 94 2 12.5626166784794 10.9060399221784 4.90076560311081e-06 0.0039 -1.15189490111499 0.249364263754699 2.22507209559807 NA
lq benthic bc pcr lake or allo allo D allo_D allo_D 15 94 5 5.18253156106511 2.20139097588094 4.4567344866635 0.3823 -0.32969930482756 0.741627179067539 1.17804738865085 8.68798674267828
lq benthic bc pcr lake or allo allo D allo_D allo_D 16 75 4 6.8564331536728 3.26554102553204 6.62283803396055 0.4466 -0.0715333593685884 0.942973275615428 5.67737547798367 26.7996763528837
lq benthic bc pcr lake or allo allo D allo_D allo_D 17 102 2 27.5140682104344 20.4976509348907 50.4613125450888 0.8179 1.11950605498868 0.262924309195033 1.8107117971078 NA
lq benthic bc pcr lake or allo allo D allo_D allo_D 18 128 2 15.0551718329694 11.1668245140348 19.833102970013 0.7082 0.42786838201304 0.668746947773586 1.84517503084194 NA
lq benthic bc pcr lake or allo allo D allo_D allo_D 20 105 7 0.0808268868715999 0.0266780831872051 0.0518015501923248 0.153 -1.08798433814 0.276602021708855 0.0227254463789076 0.0976254112681348
lq benthic bc pcr lake or allo allo D allo_D allo_D 21 89 5 4.03222382199468 1.82203186151413 0.204295052052865 0.0025 -2.10091209204254 0.0356486837519148 2.10603658674563 3.04191147637181
lq benthic bc pl lake or allo allo D allo_D allo_D 1 204 44 0.425686779267183 0.190342743865837 0.190767952130312 0.0975 -1.23418850840174 0.217132668530219 3.79624885273475 12.0066890815498
lq benthic bc pl lake or allo allo D allo_D allo_D 2 116 25 1.15991004024322 0.317171489308455 1.85156171716472 0.9861 2.18068679006913 0.0292065907700262 2.06280873215205 19.2365661421457
lq benthic bc pl lake or allo allo D allo_D allo_D 3 120 33 0.607142099558486 0.156256846015522 0.83801261089681 0.929 1.47750653635611 0.139539907476261 1.71861248327554 4.79606672504233
lq benthic bc pl lake or allo allo D allo_D allo_D 4 200 65 0.467094164110884 0.105789329720383 0.541868145863146 0.7559 0.70681969485865 0.479678533761944 2.18471172139813 8.51125978342244
lq benthic bc pl lake or allo allo D allo_D allo_D 5 103 22 0.748557086861027 0.246295861983458 0.880151462626663 0.6722 0.534293896397152 0.593138214397064 2.23376701313335 6.02718204495405
lq benthic bc pl lake or allo allo D allo_D allo_D 6 82 22 1.06228289917955 0.306210335906919 0.886859346224382 0.2932 -0.57288579902309 0.566722020478026 1.93353259009069 11.7729098007042
lq benthic bc pl lake or allo allo D allo_D allo_D 7 168 69 0.418691300415541 0.0684712844290954 0.401210461072966 0.3974 -0.255301758807766 0.798490041614137 1.7678449460482 4.89151797699074
lq benthic bc pl lake or allo allo D allo_D allo_D 8 128 29 0.889665637781139 0.229536263020331 1.82038780093005 1 4.05479356900773 5.01785962088456e-05 1.91202702763343 12.0111935937147
lq benthic bc pl lake or allo allo D allo_D allo_D 9 97 31 0.56700018597207 0.484381511508334 0.34643361100396 0.4505 -0.455357130129263 0.648852331591443 22.2156625022346 28.454299663104
lq benthic bc pl lake or allo allo D allo_D allo_D 10 79 13 1.9021866051224 0.615233130092499 2.49199528118775 0.8273 0.958675089517154 0.337722451433259 2.34446619100229 8.29789957649999
lq benthic bc pl lake or allo allo D allo_D allo_D 11 101 33 0.466661292240841 0.111811755745015 0.437378771973218 0.3839 -0.261891248129588 0.793405287180998 1.43243127068874 5.59692258319105
lq benthic bc pl lake or allo allo D allo_D allo_D 12 76 19 1.31039777812372 1.01334392072365 2.5174753927354 0.7932 1.19118256884561 0.233581921007253 26.6676940380368 29.6226630381683
lq benthic bc pl lake or allo allo D allo_D allo_D 13 128 25 1.10431037003338 0.314076281277481 0.173310952532553 0 -2.96424618157746 0.00303425438939893 2.81011870345664 10.4765555326217
lq benthic bc pl lake or allo allo D allo_D allo_D 14 80 20 1.03744832341603 0.306825601638519 1.41464756735537 0.8906 1.2293603986271 0.218936711134018 2.42283187417006 8.11599833672777
lq benthic bc pl lake or allo allo D allo_D allo_D 15 88 17 1.09819327851997 0.32597854379653 1.46664036580728 0.8703 1.13028018039521 0.258358183246421 1.92014186997474 8.15490991654926
lq benthic bc pl lake or allo allo D allo_D allo_D 16 66 13 1.41409209407394 0.426492066022219 1.45837559045208 0.5396 0.103831934767641 0.917302723153067 1.89852957244138 7.29463823336311
lq benthic bc pl lake or allo allo D allo_D allo_D 17 83 14 2.56941880795919 0.699903282822539 3.46166127729341 0.8978 1.27480823598373 0.202377124875254 1.74055901647728 10.2925647163052
lq benthic bc pl lake or allo allo D allo_D allo_D 18 127 21 1.11460406938664 0.305932034883114 1.77393748748223 0.9891 2.15516305230178 0.0311490770739939 1.62962675372836 5.61474431889021
lq benthic bc pl lake or allo allo D allo_D allo_D 20 91 31 0.0136492006163509 0.00284952411458853 0.0150785397457193 0.6852 0.501606258410187 0.61594451620827 0.0324005896340996 0.0495894154266649
lq benthic bc pl lake or allo allo D allo_D allo_D 21 80 18 0.897643410168639 0.252668315362247 0.910317666985359 0.5178 0.0501616389793408 0.959993580709127 1.5530459389747 6.70206982849837
lq benthic bc rab marine al allo allo D allo_D allo_D 4 39 5 5.10046917540779 2.89367786886272 0.860468940473572 0.0766 -1.46526338697148 0.14284907156785 6.39319052896606 4.02923865463461
lq benthic bc rab marine al allo allo D allo_D allo_D 7 25 2 18.2841765573141 14.3129754472302 2.75393701541036 0.1235 -1.08504619456391 0.277901196056481 5.05473357118882 NA
lq benthic bc rab marine al allo allo D allo_D allo_D 8 14 3 8.29104025972614 5.43043590997092 1.49894218347636 0.0607 -1.25074638368877 0.211027021912912 8.08726964528967 20.2690456999658
lq benthic bc rab marine al allo allo D allo_D allo_D 10 15 2 25.4790039599864 18.1214146654261 0.068500350252453 0.027 -1.40223619838106 0.160844725513312 6.86417274466624 24.4332576482493
lq benthic bc rab marine al allo allo D allo_D allo_D 16 11 3 9.46908946638416 4.27004112979834 7.45841106584578 0.3715 -0.470880335673332 0.63772619135175 6.81113654661536 3.87236381023577
lq benthic bc rab marine al allo allo D allo_D allo_D 20 16 7 0.0534440479963903 0.0139634424095952 0.0343112995730073 0.0985 -1.37020283839432 0.170623592531549 0.0182685990829778 0.0828162253476898
lq benthic bc rb stream or allo allo D allo_D allo_D 1 175 9 2.68083694347071 1.79084712943412 0.475943828773569 0.1397 -1.23120118878815 0.218247626914506 3.62576632101853 0.798004142621326
lq benthic bc rb stream or allo allo D allo_D allo_D 2 109 3 11.0011309966682 7.06235079422409 3.06019741952601 0.1237 -1.12440373021921 0.260841790306241 3.30013011888263 4.2637527239514
lq benthic bc rb stream or allo allo D allo_D allo_D 3 128 7 3.21436789542703 1.40759972518833 2.13857003431089 0.2465 -0.76427825458136 0.444701441180431 0.981484626787721 8.79536989872932
lq benthic bc rb stream or allo allo D allo_D allo_D 4 198 12 2.69316069279063 1.17581215610368 3.13351544716184 0.6371 0.374511142860127 0.708024068002284 2.2346381095485 23.1375184973329
lq benthic bc rb stream or allo allo D allo_D allo_D 7 153 9 4.16699394796198 1.54243776799072 0.944887532467084 0.0103 -2.08897012402141 0.0367104126133162 1.70094683310049 10.2169715695545
lq benthic bc rb stream or allo allo D allo_D allo_D 9 120 2 6.57261988049114 13.0431716952667 0.112603883037167 0.5364 -0.495279533872751 0.620402815573801 22.0046387155912 NA
lq benthic bc rb stream or allo allo D allo_D allo_D 11 88 6 3.61520433906449 1.71431481461885 2.11821200489221 0.2391 -0.873230705006258 0.382537341867158 1.96643679201048 2.95531147579506
lq benthic bc rb stream or allo allo D allo_D allo_D 12 76 7 2.08165743443454 2.17176784957921 0.349404360306477 0.0191 -0.797623500349584 0.425089009330997 26.5776497284096 2.09226724332074
lq benthic bc rb stream or allo allo D allo_D allo_D 14 82 12 1.99634783995803 0.751560007594457 3.29846756186964 0.9769 1.73255589540927 0.0831746341355475 1.71303498439149 29.6862080568059
lq benthic bc rb stream or allo allo D allo_D allo_D 16 68 3 9.78940978498625 4.79386294629728 4.28814732556771 0.1556 -1.14756356638599 0.251148777541013 4.60308982441978 17.3110671198997
lq benthic bc rb stream or allo allo D allo_D allo_D 17 79 3 16.8763275181916 8.01887987495423 5.42964785023342 0.0965 -1.42746616066792 0.153445572362918 2.15276094477253 NA
lq benthic bc rb stream or allo allo D allo_D allo_D 18 109 4 6.74659091377189 3.17578885548392 0.00616456835442092 9e-04 -2.12244158920647 0.0338006728560852 1.9792099295119 28.637336867486
